MUNQ	Index	P1	P2
2197	Pomme_de_Saint-Jean	-	-
2198	Delices_de_Beignee	-	-
2199	Reinette_du_Ham	Reinette_de_Hollande	UP_Reinette_du_Ham
2200	Rosalie	-	-
2202	Belle_et_Bonne	Baumanns_Renette	UP_Belle_et_Bonne
2203	Bleue	-	-
2204	Maurtinee	-	-
2205	Gueule_de_Mouton_CRAW	Copette	UP_Gueule_de_Mouton_CRAW
2206	Pomme_de_Paradis	Yellow_Transparent	Golden_Parmaene
2208	Douce	Rheinischer_Krummstiel	UP_Douce
2209	Blanche_Bourdouxhe	-	-
2210	Jonlet	-	-
2211	Large_Mouche_Douce	Gloire_de_Fauquemont	UP_Large_Mouche_Douce
2213	Muscadet_de_Dieppe	-	-
2214	Pomme_Douce_Colson_1	-	-
2216	Baziles	-	-
2217	Picard	Baumanns_Renette	UP_Picard
2218	Saint-Victor	Gueule_de_Mouton	Yellow_Transparent
2220	Reinette_Blanche	Weisser_Wintertaffetapfel	UP_Reinette_Blanche
2221	Pomme_de_lEtang	Reinette_Rouge_Etoilee	UP_Pomme_de_lEtang
2223	Jaune_de_Suzeril	Brabant_Bellefleur	UP_Jaune_de_Suzeril
2224	Copette	-	-
2225	Pomme_Douce_Dubois	-	-
2229	Gueule_de_Mouton_Blanche	Pigeon_Hvid_Vinter	UP_Gueule_de_Mouton_Blanche
2235	Ickse	Bismarkapfel	Duchess_of_Oldenburg
2236	Pomme_Vandenhaute	-	-
2240	Reinette_Cesar	Coxs_Orange_Pippin	Golden_Delicious
2242	Type_Pepin_dOr_-_FAUX	Court_Pendu	UP_Type_Pepin_dOr_-_FAUX
2243	Othee_Rouge	Marie-Joseph_dOthee	Reinette_Rouge_Etoilee
2245	Reinette_Rochez	Missouri_Pippin	Rome_Beauty
2249	Blanche_de_Famenne	Gewurzluiken	Genotype_13
2255	Pomme_Myrtille	Gueule_de_Mouton	Reinette_Rouge_Etoilee
2256	Tete_de_Cheval_CRAW	Rheinischer_Krummstiel	UP_Tete_de_Cheval_CRAW
2257	Hausapfel	-	-
2260	Vysoka_nad_Jizerou	-	-
2261	Mastna	-	-
2263	Prostredni	-	-
2264	Predni	Holsteiner_Zitronenapfel	Yellow_Transparent
2265	Panenske_velike	Landsberger_Reinette	Roter_Jungfernapfel
2266	Otcovo	Landsberger_Reinette	Roter_Winterhimbeerapfel
2267	Zadni	Landsberger_Reinette	Wealthy
2268	Nathusiovo	Croncels	Blahovo_Libovicke
2269	Sarlatova_parmena	Himbeerapfel_aus_Holowaus	Weisser_Astrachan
2270	Kourimsky_kropenac	-	-
2271	Sovari_Daru	-	-
2272	Sonderskow	-	-
2273	Okrouhla	Heuapfel	UP_Okrouhla
2274	Vernerovicke_tmave	Landsberger_Reinette	UP_Vernerovicke_tmave
2275	Lipnice_mala	Wagener	Yellow_Transparent
2276	Stetinske_cervene	Himbeerapfel_aus_Holowaus	Oberdiecks_Renette
2277	Cervene_podzimni	Croncels	Belle_Fleur_Krasnyi
2278	Jadernicka_moravska_cervena	-	-
2279	Horal	Kaiser_Alexander	UP_Horal
2280	Kmenotvorna	Saint_Germain	UP_Kmenotvorna
2281	Zlepsene_panenske	Jonathan	Roter_Jungfernapfel
2283	Moravcovo	Roter_von_Simonfi	Roter_Jungfernapfel
2284	Trat._Laze	-	-
2285	Struznicke	-	-
2286	Bezjaderne	M_8	UP_Bezjaderne
2287	Ijulskoje	Yellow_Transparent	Anis_Aliy_K-32
2288	Ijunskoe_ranee	-	-
2289	Lemoenovo	-	-
2290	Malvazinka	-	-
2291	Bozena_Nemcova	Margaret	Golden_Parmaene
2292	Ruhm_aus_Kirchwarder	Duchess_of_Oldenburg	UP_Ruhm_aus_Kirchwarder
2293	Libovicke_muskatove	Lavanttaler_Bananenapfel	Yellow_Transparent
2294	Clawtenbrunske	-	-
2295	Hetlina	-	-
2296	Jan_riha	Baumanns_Renette	Bismarkapfel
2297	Jadernicka_moravska	-	-
2298	Kosikove	Calamano	UP_Kosikove
2299	Kalvil_bily_podzimni	Calville_Blanc	UP_Kalvil_bily_podzimni
2300	Limburske	Reinette_Franche	Genotype_11
2301	Markova_reneta	Danziger_Kantapfel	Ananas_Reinette
2302	Red_Baron	Duchess_of_Oldenburg	Golden_Delicious
2303	Zdarske_urodne	Heuapfel	Roter_Palmapfel
2304	Bohusovicke	Saint_Germain	UP_Bohusovicke
2305	Feyuv_rekord	Prinzen_Apfel	Pigeon_Hvid_Vinter
2306	Jantarnoe	Heuapfel	UP_Jantarnoe
2307	Konigsteinske	-	-
2308	Proche	Landsberger_Reinette	Roter_Herbstkalvill
2309	Sedmihradske_modre	-	-
2310	Taborita	Otcovo	UP_Mary_Green_Taborita
2311	Blahovo_Libovicke	Bismarkapfel	Winter_Banana
2312	Blahovo_pozdekvete	-	-
2313	Cervene_tvrde	Roter_Palmapfel	Roter_Jungfernapfel
2314	Hladikovo_preurodne	Lavanttaler_Bananenapfel	Landsberger_Reinette
2315	Hruby	Lavanttaler_Bananenapfel	Grahams_Jubilaums
2316	Chodske	Nonpareil	UP_Chodske
2317	Junnaja_sonata	Slonenok	Renet_Simirenka
2318	Jonas_Hanes	Reinette_Franche	UP_Jonas_Hanes
2319	Kachovskoe	Renet_Simirenka	UP_Kachovskoe
2320	Mendel	Wealthy	Milwaukee
2321	Petr_Broich	Annie_Elizabeth	Peasgoods_Nonsuch
2322	Sudetska_reneta	Kaiser_Alexander	Ananas_Reinette
2324	Stepanovo_z_Barchovic	Kasseler_Renette	Buzaval_Ero_Alma
2325	Titan	Blahovo_Libovicke	UP_Titan
2326	Kostelecke	Golden_Delicious	Lord_Lambourne
2327	Belicne	-	-
2328	Podstodulce	-	-
2329	Krippele_Apfel	-	-
2330	Horkosladke	-	-
2331	Olesnice	Golden_Parmaene	UP_Olesnice
2333	Louzne	-	-
2340	Cesky_granat	Ruhm_aus_Kirchwarder	Bismarkapfel
2341	Raskubsky_zakusek	Danziger_Kantapfel	UP_Raskubsky_zakusek
2342	Zapovezene	Zwiebelborsdorfer	UP_Zapovezene
2343	Ovci_hubicka	-	-
2344	Vrsovske_ruzove_zimni	-	-
2348	Anna	Orleans	UP_Anna
2355	Shiemer	Golden_Delicious	UP_Shiemer
2374	Chuero_Ru_480K	-	-
2382	Douce_de_Sfax	-	-
2391	Linda	Russell	Wealthy
2393	Primula	Priam	Melba
2395	Starr	Sweet_Bough	UP_Starr
2400	X6911	Golden_Delicious	Nova_Easygro
2416	X6064	Florina	Cloden
2443	Masons_Pippin	Worcester_Pearmain	Coxs_Orange_Pippin
2459	Yellow_Ingestrie	Golden_Harvey	UP_Yellow_Ingestrie
2469	Lord_Suffield	Keswick_Codlin	Hawthordenske
2470	Lord_Grosvenor	Keswick_Codlin	Hawthordenske
2483	Gladstone	Margaret	Hapsburg
2625	Orin	Indo	Golden_Delicious
2651	Siugisdesert	Osenee_Polosatoe	Wealthy
2652	Piltsamasskoe_Zimnee	Gragylling	Genotype_12
2653	Noris	Wealthy	Cortland
2655	Keepsake	Frostbite	Northern_Spy
2665	Maiden_Blush	-	-
2670	Rosanne	Blue_Pearmain	Devonshire
2671	Stowell_Cox	Democrat	Coxs_Orange_Pippin
2720	Edgar	-	-
2722	Diana	Russell	Wealthy
2732	Balder	Jonathan	James_Grieve
2762	Tropical_Beauty	Genotype_4	Maharaji
2779	Cretesc_de_Breaza	-	-
2784	Giambun	-	-
2785	Gabiola	Reinette_Franche	UP_Gabiola
2794	Stonehenge	Dudley	UP_Stonehenge
2796	Milfor	Milwaukee	UP_Milfor
2802	Emilia	Wealthy	Northern_Spy
2809	Titovka	-	-
2810	Kitchovka	-	-
2813	Aivaniya	-	-
2817	Caroline_Hopkins	-	-
2818	Northern_Greening	-	-
2820	Toyo	Ben_Davis	Delicious
2823	President_Boudewijn	Jonathan	Coxs_Orange_Pippin
2827	Primus	Reinette_Rouge_Etoilee	Coxs_Orange_Pippin
2830	Prinses_Marijke	Jonathan	Coxs_Orange_Pippin
2831	Prinses_Beatrix	Jonathan	Coxs_Orange_Pippin
2836	Unnamed_1954-069	Ecklinville	Charles_Ross
2847	Golden_Melon	Indo	Golden_Delicious
2848	Shinko	Ralls_Janet	Jonathan
2849	Shin_Indo	Indo	Golden_Delicious
2850	Kyokko	Ralls_Janet	McIntosh
2855	Gold_Reinette	Charlamoff	Genotype_12
2856	Jersey_Black	-	-
2862	Golden_Russet	-	-
2865	Jefferis	-	-
2872	Pero_Dourado	-	-
2902	Fireside	Wealthy	Northwest_Greening
2908	Henry_Clay	Duchess_of_Oldenburg	Genotype_8
2909	Scarlet_Nonpareil	Nonpareil	Reinette_de_Hollande
2914	American_Golden_Russet	-	-
2917	Newtown_Spitzenburg	-	-
2932	Brown_Crofton	-	-
2934	Orange_Goff	Maharaji	UP_Orange_Goff
2936	Primate	Sweet_Bough	UP_Primate
2958	Halberstadter_Jungfernapfel	-	-
2971	Petit_Pippin	Reinette_de_Hollande	Nonpareil
2974	Mere_de_Baia	Peasgoods_Nonsuch	Margil
2975	Karolka	Trat._Laze	Calamano
2979	Domnicele	-	-
2980	Meri_de_Saminta	-	-
2990	Szaszpap_alma	-	-
2992	Szechenyi_Renet	Florianer_Rosenapfel	Kasseler_Renette
2997	Keresi_Muskotaly	-	-
3010	Banffy_Pal	-	-
3013	Angyal_Dezso	Golden_Parmaene	UP_Angyal_Dezso
3021	Red_Westfield	-	-
3026	unknown_1948-038	Golden_Parmaene	UP_unknown_1948-038
3042	Josephine_Kreuter	-	-
3062	Frau_Margarete_von_Stosch	Minister_von_Hammerstein	UP_Frau_Margarete_v_S
3148	Baxter	Gloria_Mundi	Newtown_Spitzenburg
3158	Astrakan_Stor_Klar	Weisser_Astrachan	Saint_Germain
3160	Wintertaubenapfel	Vinne_hrebickove	Pigeon_Hvid_Vinter
3170	Thurso	Northern_Spy	Wealthy
3172	Joyce	McIntosh	Duchess_of_Oldenburg
3173	Ascot	Northern_Spy	Wealthy
3842	Samerling	-	-
4325	Glane	-	-
4704	General	-	-
4713	Noe_Binay	-	-
4782	Herbage_Sec	-	-
4792	Amere_Nouvelle	-	-
4837	Juliet	-	-
4859	Reinette_Marbree_de_Luzoir	-	-
4860	Dalinco	Elstar	X3191
4864	Dalinsweet	Fuji	X3174
4958	Parilovo	-	-
4959	Bjorka	Weisser_Astrachan	UP_Bjorka
5237	Steinpepping	Reinette_de_Hollande	Weisser_Wintertaffetapfel
5238	Sussapfel	Jonathan	Delicious
5239	Luikenapfel	-	-
5240	Falchs_Gulderling	Roter_Gestreifter_a	Roter_von_Simonfi
5241	Rubra_sel_Zanzi	Missouri_Pippin	Rome_Beauty
5242	Pink_Pearl	-	-
5244	Welsch_Rasoner	-	-
5245	Golden_Dorsett	Anna	Ein_Shemer
5246	Hashabi_MH._10-1	-	-
5248	Ilzer_Rosenapfel	Weisser_Wintertaffetapfel	UP_Ilzer_Rosenapfel
5993	Dansk_Rosenhager	-	-
5997	Elmelund	-	-
6031	Zwiebelborsdorfer	-	-
6341	Champagne_Zoete	Brabant_Bellefleur	UP_Champagne_Zoete
6379	Pommerscher_Krummstiel	Reinette_Franche	Calville_Rouge
6393	Svensk_Rosenhager	-	-
6489	Englische_Spitalrenette	Reinette_Franche	Genotype_17
6492	Edelbohmer	Lady	UP_Edelbohmer
6520	Passe_Pomme_Rouge	-	-
6539	X2036	Delicious	PRI_14-126
6540	X2044	Delicious	UP_X2044
Dummy	UP_Pitmaston_Russet_Nonpareil	Reinette_Franche	Genotype_17
Dummy	NJ8	Petrel	Early_McIntosh
Dummy	NY18491	Macoun	Antonovka_OB
Dummy	Russell	Fameuse	Roter_Astrachan
Dummy	UP_Alfred_Jolibois	Oxiu	Calville_Rouge
Dummy	UP_Alka	McIntosh	Roter_Winterhimbeerapfel
Dummy	UP_Belle_Fleur_Krasnyi	Niedzwetzkyana	Grosse_de_Saint-Clement
Dummy	UP_Calville_dAout	Ananas_Reinette	Danziger_Kantapfel
Dummy	UP_Ella	Lowland_Raspberry	James_Grieve
Dummy	UP_John_Divers	Grantonian	Dumelows_Seedling
Dummy	UP_Lombarts_Calville	Reinette_Franche	Karmelitter_Renette
Dummy	UP_Mary_Green_Taborita	Maharaji	Northern_Greening
Dummy	UP_Molleskov	Vinne_hrebickove	Reinette_de_Hollande
Dummy	UP_Morleys_Seedling	Kaiser_Alexander	Champagner_Renette
Dummy	UP_Olga	Jonathan	Antonovka_OB
Dummy	UP_Raja	Yellow_Transparent	Longfield
Dummy	UP_Winterbananenapfel	Genotype_1	Yellow_Bellflower
Dummy	UP1_Beacon	Malinda	Duchess_of_Oldenburg
Dummy	UP1_Beausoleil	Reinette_Franche	Calville_Rouge
Dummy	UP1_Calville_Rouge_des_Vignes	Reinette_Franche	Calville_Rouge
Dummy	UP1_Frostbite	Duchess_of_Oldenburg	Utters_Large_Red
Dummy	UP1_Laxtons_Reward	Coxs_Orange_Pippin	Court_Pendu
Dummy	UP1_May_Beauty	Newtown_Pippin	Ben_Davis
Dummy	UP1_Tukker	Wealthy	Coxs_Orange_Pippin
Dummy	UP2_Beacon	Tetofsky	Malinda
Dummy	UP_Bancroft	-	-
Dummy	UP_Unknown_Founder_4	-	-
Dummy	UP_Unknown_Founder_10	-	-
Dummy	UP_Calera	-	-
Dummy	UP_Antonovka_1.5_pound	-	-
Dummy	UP_Eve	-	-
Dummy	UP_Egremont_Russet	-	-
Dummy	UP_John_Standish	-	-
Dummy	UP_Barthelemy_du_Mortier	-	-
Dummy	UP_Baumanns_Renette	-	-
Dummy	UP_Gros_Api	-	-
Dummy	UP_Belle_de_France	-	-
Dummy	UP_Roter_Wint_Him	-	-
Dummy	UP_Oranie	-	-
Dummy	UP_Zigeunerinapfel	-	-
Dummy	UP_Von_Zuccalmaglios_Renette	-	-
Dummy	UP_Elisa_Ratkee	-	-
Dummy	UP_Belle_Fille_de_Lindre	-	-
Dummy	UP_Marbree_de_Watervliet	-	-
Dummy	UP_Champagner_Renette	-	-
Dummy	UP_Filippa	-	-
Dummy	UP_Reinette_de_Lucas	-	-
Dummy	UP_Kalterer_Bohmer	-	-
Dummy	UP_Cabarette	-	-
Dummy	UP_Court_Pendu	-	-
Dummy	UP_Calville_St_Sauveur	-	-
Dummy	UP_Cornish_Gilliflower	-	-
Dummy	UP_Reinette_Doree	-	-
Dummy	UP_Bonne_Hotture	-	-
Dummy	UP_Groninger_Krone	-	-
Dummy	UP_Reinette_de_Bordeaux	-	-
Dummy	UP_Mrs._Phillimore	-	-
Dummy	UP_Court-Pendu_Sugny	-	-
Dummy	UP_Mela_Gialla_I	-	-
Dummy	UP_Bela_d_Barge	-	-
Dummy	UP_Bonnet_de_Comte	-	-
Dummy	UP_Fior_dAcacia_PC	-	-
Dummy	UP_Edelroter	-	-
Dummy	UP_Pomme_de_Sucre	-	-
Dummy	UP_La_Limbourgeoise	-	-
Dummy	UP_Mignonnette	-	-
Dummy	UP_Rose_Double	-	-
Dummy	UP_Nathusius_Taubenapfel_FEM	-	-
Dummy	UP_Chataignier	-	-
Dummy	UP_unknown_1948-209	-	-
Dummy	UP_Chenango_Strawberry	-	-
Dummy	UP_Pum_Rosa	-	-
Dummy	UP_Suzette	-	-
Dummy	UP_Crimson_Beauty	-	-
Dummy	UP_Platet	-	-
Dummy	UP_Fenouillet_de_Ribours	-	-
Dummy	UP_Cagarlaou	-	-
Dummy	UP_Tewkesbury_Baron	-	-
Dummy	UP_Renetta_di_Grenoble	-	-
Dummy	UP_Pomme_dAdam	-	-
Dummy	UP_Api_Noir	-	-
Dummy	UP_O_Muskatrenette	-	-
Dummy	UP_Lusin	-	-
Dummy	UP_Brownlees_Russet	-	-
Dummy	UP_Coing_du_Cantal	-	-
Dummy	UP_Chelmsfordske	-	-
Dummy	UP_Reinette_van_Berks	-	-
Dummy	UP_Marie-Joseph_dOthee	-	-
Dummy	UP_Bec_dOie	-	-
Dummy	UP_Missouri_Pippin	-	-
Dummy	UP_Reinette_de_Maurs	-	-
Dummy	UP_Cabusse	-	-
Dummy	UP_Dumelows_Seedling	-	-
Dummy	UP_Kerry_Pippin	-	-
Dummy	UP_Charlot	-	-
Dummy	UP_Lazzeruola	-	-
Dummy	UP_Rouget_de_Born	-	-
Dummy	UP_Clarinette	-	-
Dummy	NJ77349	-	-
Dummy	UP_Mela_Mezza_Rosa	-	-
Dummy	UP_Decio	-	-
Dummy	UP_Paoluccia_LT	-	-
Dummy	UP_Petit_Api	-	-
Dummy	UP_Reinette_dAnthezieux	-	-
Dummy	UP_Delia_73	-	-
Dummy	UP_Morello	-	-
Dummy	UP_Riot	-	-
Dummy	UP_Barraude	-	-
Dummy	UP_Reinette_G_d_S	-	-
Dummy	UP_Rose_Rouge	-	-
Dummy	Huvitus	-	-
Dummy	UP_Ulmer_Reinette	-	-
Dummy	UP_Broad-Eyed_Pippin_of_B	-	-
Dummy	UP_Snovit	-	-
Dummy	UP_Grosse_Pomme_du_Marche	-	-
Dummy	UP_Reinette_Daniel	-	-
Dummy	UP_Jerusalem	-	-
Dummy	UP_Roter_Ananas	-	-
Dummy	UP_Konigin_Luisenapfel	-	-
Dummy	UP_Reinette_de_Raffray	-	-
Dummy	UP_Pepin_Meunier	-	-
Dummy	UP_Guldborg	-	-
Dummy	UP_Opalescent	-	-
Dummy	UP_Mohringer_Rosenapfel	-	-
Dummy	UP_Commercio	-	-
Dummy	UP_Gambefine_Fine_Lunghe	-	-
Dummy	UP_Savstaholm	-	-
Dummy	UP_Silva	-	-
Dummy	UP_Atlas	-	-
Dummy	UP_Normans_Pippin	-	-
Dummy	UP_Wyken_Pippin	-	-
Dummy	UP_Patte_de_Loup	-	-
Dummy	UP_Calville_dUlzen	-	-
Dummy	UP_Sops-in-Wine	-	-
Dummy	UP_Mantet	-	-
Dummy	UP_Fleuritard_Rouge	-	-
Dummy	UP_Chaux	-	-
Dummy	UP_M_9	-	-
Dummy	UP_Cravert_Rouge	-	-
Dummy	UP_France_Deliquet	-	-
Dummy	UP_Prinz_Albert	-	-
Dummy	UP_Gian_dAndre	-	-
Dummy	UP_Giant_Geniton	-	-
Dummy	UP_Grenoble_PC	-	-
Dummy	UP_Jacquin	-	-
Dummy	UP_De_LEstre	-	-
Dummy	UP_Black_Gilliflower	-	-
Dummy	UP_Reale_dEntraygues	-	-
Dummy	UP_Pouzac	-	-
Dummy	UP_Carrey	-	-
Dummy	UP_Calville_Malingre	-	-
Dummy	UP_Schoner_aus_Hh	-	-
Dummy	UP_Lemon_Queen	-	-
Dummy	UP_Zoete_Ermgaard	-	-
Dummy	UP_Gelata	-	-
Dummy	UP_De_Quint	-	-
Dummy	UP_Clemens	-	-
Dummy	UP_Gyllenkroks_Astrakan	-	-
Dummy	UP_Buckingham	-	-
Dummy	UP_Rose_de_Benauge	-	-
Dummy	UP_Bela_Scarlatta	-	-
Dummy	UP_Solie	-	-
Dummy	UP_Garola	-	-
Dummy	UP_Lanes_P_A	-	-
Dummy	UP_Ecklinville	-	-
Dummy	UP_Choureau	-	-
Dummy	UP_Repinaldo	-	-
Dummy	UP_Brusatte	-	-
Dummy	UP_Bassard	-	-
Dummy	NJ110037	-	-
Dummy	UP_Shone_von_Fontenay	-	-
Dummy	UP_Holsteiner_Zitronenapfel	-	-
Dummy	UP_Hardapfel	-	-
Dummy	UP_Cornish_Aromatic	-	-
Dummy	UP_Golden_Pippin	-	-
Dummy	UP_Make	-	-
Dummy	UP_Vishnevoe	-	-
Dummy	UP_Reinette_de_Luneville	-	-
Dummy	UP_Martrange	-	-
Dummy	UP_Canada_Rouge	-	-
Dummy	UP_Pomme_Blanche_dete	-	-
Dummy	UP_Camuesa_Verde	-	-
Dummy	UP_Pomme_Citron	-	-
Dummy	UP_Pomme_Fougere	-	-
Dummy	UP_Rambour	-	-
Dummy	UP_Reinette_de_Breda_Grise	-	-
Dummy	UP_Calville_De_Mleiev	-	-
Dummy	UP_Gelade	-	-
Dummy	UP_Beraud	-	-
Dummy	UP_Pomme_de_Sore	-	-
Dummy	UP_Perregue	-	-
Dummy	UP2_Beausoleil	-	-
Dummy	UP_Cabana_Sagarra	-	-
Dummy	UP_Bondy_de_Vilbert	-	-
Dummy	UP_Tarella	-	-
Dummy	UP_La_Longue	-	-
Dummy	UP_Barbanche	-	-
Dummy	UP_Meunier	-	-
Dummy	UP_Mi-Aout_de_Chaussan	-	-
Dummy	UP_Fer_de_Dolomieu	-	-
Dummy	UP_Pomme_de_Dolomieu	-	-
Dummy	UP_Reinette_de_Provence	-	-
Dummy	UP_Blanche_de_Baldenheim	-	-
Dummy	UP2_Calville_Rouge_des_Vignes	-	-
Dummy	UP_Roi_Franc	-	-
Dummy	UP_Cannelle_Verte	-	-
Dummy	UP_Reinette_de_Montbard	-	-
Dummy	UP_Tonnorella	-	-
Dummy	UP_Tinella	-	-
Dummy	UP_Sonadore	-	-
Dummy	UP_Sel._Monteromano_79	-	-
Dummy	UP_Sapis	-	-
Dummy	UP_Crimson_Gold	-	-
Dummy	UP_Rossa_Manfenera	-	-
Dummy	UP_Rosa_FI	-	-
Dummy	UP_Puppino_Ferrarese	-	-
Dummy	UP_Puma_Olio	-	-
Dummy	UP_Pum_Ros	-	-
Dummy	UP_Pum_Persegh	-	-
Dummy	UP_Pom_Fer	-	-
Dummy	UP_Pum_Darcucu	-	-
Dummy	UP_Pum_dAcacia	-	-
Dummy	UP_Pron	-	-
Dummy	UP_Pomi_Rosini	-	-
Dummy	UP_Pumella_Brusca	-	-
Dummy	UP_Pom_Sandri	-	-
Dummy	UP_Nesta	-	-
Dummy	UP_Mele_Galliane	-	-
Dummy	UP_Mela_del_Sangue	-	-
Dummy	UP_Mela_Rossa_Alessandro	-	-
Dummy	UP_Mela_Rosa_PD	-	-
Dummy	UP_Mela_del_Giappone	-	-
Dummy	UP_Mela_Donna	-	-
Dummy	UP_Matan	-	-
Dummy	UP_Maiolino_PA	-	-
Dummy	UP_Magnana_TN	-	-
Dummy	UP_Losa	-	-
Dummy	UP_Gris_dla_Composta	-	-
Dummy	UP_Gambe_Fine_Piatte	-	-
Dummy	UP_Foiassa	-	-
Dummy	UP_Ferro_Cesio	-	-
Dummy	UP_Dunizza_Gialla	-	-
Dummy	UP_Drei	-	-
Dummy	UP_Di_Bonacardo	-	-
Dummy	UP_Conventina_di_Gubbio	-	-
Dummy	UP_Cocoine	-	-
Dummy	UP_Carle	-	-
Dummy	UP_Bianc_Brusc	-	-
Dummy	UP_Katinka	-	-
Dummy	UP_Frida	-	-
Dummy	UP_Agra	-	-
Dummy	Buckley_Giant	-	-
Dummy	UP_Fredrik	-	-
Dummy	UP_Haugmann	-	-
Dummy	UP_Roter_Ananas_SLU	-	-
Dummy	UP_Slava_Petersburg	-	-
Dummy	UP_Sjogesta_Pippin	-	-
Dummy	UP_Kavlas	-	-
Dummy	UP_Linnes_apple	-	-
Dummy	UP_Stars	-	-
Dummy	UP_Carrol	-	-
Dummy	UP_Hedenlunda	-	-
Dummy	UP_Hugoapple	-	-
Dummy	UP_Kesater	-	-
Dummy	UP_Melonkalvill	-	-
Dummy	UP_Malsaker	-	-
Dummy	UP_Transparente_Blanche_S	-	-
Dummy	UP_Ausma	-	-
Dummy	UP_Norland	-	-
Dummy	UP_Parkland	-	-
Dummy	UP_Patterson	-	-
Dummy	UP_Severniy_Sinap	-	-
Dummy	UP_Varmlands_Sotapple	-	-
Dummy	UP_Spasserud	-	-
Dummy	UP_Sukkertop	-	-
Dummy	UP_Trogsta	-	-
Dummy	UP_Vittsjoapple	-	-
Dummy	UP_Sormlands	-	-
Dummy	UP_Domo_Favorit	-	-
Dummy	UP_Fullero	-	-
Dummy	UP_Rosendals_Klar	-	-
Dummy	UP_Goteborgs_Flickapple	-	-
Dummy	UP_Himmelstalund	-	-
Dummy	UP_Lord_Stradbroke	-	-
Dummy	UP_Nolan_Pippin	-	-
Dummy	UP_Oaken_Pin_of_Taylor	-	-
Dummy	UP_New_Bess_Pool	-	-
Dummy	UP_Summer_Golden_Pippin	-	-
Dummy	UP_Ingalls_Pippin	-	-
Dummy	UP_Green_Harvey	-	-
Dummy	UP_Northaland_Seedling	-	-
Dummy	UP_Colonel_Yate	-	-
Dummy	UP_Chorister_Boy	-	-
Dummy	UP_Bascombe_Mystery	-	-
Dummy	UP_Easter_Orange	-	-
Dummy	UP_DArcy_Spice	-	-
Dummy	UP_Pickerings_Seedling	-	-
Dummy	UP_Burr_Knot	-	-
Dummy	UP_Jennifer	-	-
Dummy	UP_Margaret_Taylor	-	-
Dummy	UP2_May_Beauty	-	-
Dummy	UP_Jennifer_Wastie	-	-
Dummy	UP_Lamb_Abbey_Pearmain	-	-
Dummy	UP_Fearns_Pippin	-	-
Dummy	UP_Kilkenny_Pearmain	-	-
Dummy	UP_Golden_Knob	-	-
Dummy	UP_Browns_Seedling	-	-
Dummy	UP_Holland_Pippin	-	-
Dummy	UP_Dewdulip_Seedling	-	-
Dummy	UP_Downton_Pippin	-	-
Dummy	UP_Melmoth	-	-
Dummy	UP_Hunts_Duke_of_Gloucester	-	-
Dummy	UP_Crimson_Queening	-	-
Dummy	UP_Strippy	-	-
Dummy	UP2_Laxtons_Reward	-	-
Dummy	UP_Munster_Tulip	-	-
Dummy	UP_Cissy	-	-
Dummy	UP_Bedminster_Pippin	-	-
Dummy	UP_Caudal_Market	-	-
Dummy	UP_Symonds_Winter	-	-
Dummy	UP_Pitmaston_Pineapple	-	-
Dummy	UP_Lord_Hindlip	-	-
Dummy	UP_Frogmore_Prolific	-	-
Dummy	UP_John_Waterer	-	-
Dummy	UP_Scarlet_Pearmain	-	-
Dummy	UP_Sergeant_Peggy	-	-
Dummy	UP_Thodays_Quarrenden	-	-
Dummy	UP_Nonsuch_Park	-	-
Dummy	UP_Warden	-	-
Dummy	UP_Alastair_Cannon-White	-	-
Dummy	UP_Arthur_Turner	-	-
Dummy	UP_Worcester_Woodsil	-	-
Dummy	UP_Harling_Hero	-	-
Dummy	UP2_Tukker	-	-
Dummy	UP_Christmas_Pearmain	-	-
Dummy	UP_September_Beauty	-	-
Dummy	UP_Surprise_Veitch	-	-
Dummy	UP_Amber	-	-
Dummy	UP_Speeckaert_Appel	-	-
Dummy	UP_Pigeonnet	-	-
Dummy	UP_Pepin_dOr_de_Bovelingen	-	-
Dummy	UP_Reinette_Gris	-	-
Dummy	UP_Souvenir_dEtichove	-	-
Dummy	UP_Leboulle	-	-
Dummy	UP_Leclercq_n3	-	-
Dummy	UP_R_Tardive_du_Chateau	-	-
Dummy	UP_Jean_Hardy	-	-
Dummy	UP_Pomme-Poire	-	-
Dummy	UP_Coupette	-	-
Dummy	UP_Court-Pendu_Henry	-	-
Dummy	UP_Rambour_Toussaint	-	-
Dummy	UP_Bouillenne	-	-
Dummy	UP_Belle_Fontaine	-	-
Dummy	UP_Reinette_Struel	-	-
Dummy	UP_Collins_June	-	-
Dummy	UP_Saint-Omer	-	-
Dummy	UP_Rosappel	-	-
Dummy	UP_Pomme_Rose	-	-
Dummy	UP_Roggeappel	-	-
Dummy	UP_Zoete_Bloemee	-	-
Dummy	UP_Dijkmanszoet	-	-
Dummy	UP_Peterselie_Appel	-	-
Dummy	UP_Reinette_du_Ham	-	-
Dummy	UP_Belle_et_Bonne	-	-
Dummy	UP_Gueule_de_Mouton_CRAW	-	-
Dummy	UP_Douce	-	-
Dummy	UP_Large_Mouche_Douce	-	-
Dummy	UP_Picard	-	-
Dummy	UP_Reinette_Blanche	-	-
Dummy	UP_Pomme_de_lEtang	-	-
Dummy	UP_Jaune_de_Suzeril	-	-
Dummy	UP_Gueule_de_Mouton_Blanche	-	-
Dummy	UP_Type_Pepin_dOr_-_FAUX	-	-
Dummy	UP_Tete_de_Cheval_CRAW	-	-
Dummy	UP_Okrouhla	-	-
