Row,Position,Genotype,Management,Checks,Year,Country,Country_Year,Harvest_date,Fruit_weight,Fruit_number,Fruit_weight_single,Color_over,Russet_freq_all,Trunk_diameter,Trunk_increment,Flowering_intensity,Flowering_begin,Flowering_full,Flowering_end,Scab,Powdery_mildew,Scab_fruits,Sample_size,Weight_sample,Country_Management,Envir
7,121,546,1,"",2022,ESP,ESP_2022,277,,1,,,,56.9201331,2.160005051,,,,,,,,1,,ESP_1,ESP_2022_1
8,45,GaCr_043,1,"",2022,ESP,ESP_2022,228,13.5415,146,92.75,,,43.25010114,8.550019994,,,,,,,,20,1.855,ESP_1,ESP_2022_1
8,60,447,1,"",2022,ESP,ESP_2022,263,,7,,,,29.00006781,3.100007249,,,,,,,,7,,ESP_1,ESP_2022_1
10,40,51,2,"",2022,ESP,ESP_2022,228,4.24,11,385.4545455,,,47.00010991,1.700003975,,,,,,,,11,4.24,ESP_2,ESP_2022_2
10,89,2651,2,"",2022,ESP,ESP_2022,194,6.84,72,95,,,36.70008582,2.700006314,,,,,,,,20,1.9,ESP_2,ESP_2022_2
10,117,1910,2,"",2022,ESP,ESP_2022,277,0.775,13,59.61538462,,,63.80014919,13.80003227,,,,,0,,,13,0.775,ESP_2,ESP_2022_2
11,2,65,2,Golden_Delicious,2022,ESP,ESP_2022,265,43.285,220,196.75,,,71.5001672,,,,,,0,,,20,3.935,ESP_2,ESP_2022_2
12,47,567,2,"",2022,ESP,ESP_2022,277,,1,,,,36.40008512,4.700010991,,,,,,,,1,,ESP_2,ESP_2022_2
13,128,49,2,"",2022,ESP,ESP_2022,277,,4,,,,59.50013914,8.600020111,,,,,,,,4,,ESP_2,ESP_2022_2
2,25,2823,1,"",2023,ESP,ESP_2023,,,,,,,47.40011084,1.700003975,,,,,,4,,,,ESP_1,ESP_2023_1
2,54,FuGa_140,1,"",2023,ESP,ESP_2023,233,0.62,,,,,45.70010687,6.700015668,,,,,,,,,,ESP_1,ESP_2023_1
2,70,I_BB031,1,"",2023,ESP,ESP_2023,248,0.22,,,,,63.30014802,3.000007015,,,,,,,,,,ESP_1,ESP_2023_1
2,123,662,1,"",2023,ESP,ESP_2023,,,,,,,73.40017164,6.800015901,,,,,,2,,,,ESP_1,ESP_2023_1
3,7,3010,1,"",2023,ESP,ESP_2023,,,,,,,68.00015901,6.000014031,,,,,,4,,,,ESP_1,ESP_2023_1
4,47,670,1,"",2023,ESP,ESP_2023,226,0.22,,,,,46.30010827,3.400007951,,,,,,,,,,ESP_1,ESP_2023_1
4,89,12_L012,1,"",2023,ESP,ESP_2023,256,0.44,,,,,68.20015948,2.100004911,,,,,,,,,,ESP_1,ESP_2023_1
4,98,12_J001,1,"",2023,ESP,ESP_2023,268,0.48,,,,,55.90013072,2.930006852,,,,,,,,,,ESP_1,ESP_2023_1
6,12,TeBr_263,1,"",2023,ESP,ESP_2023,,,,,,,46.7001092,3.370007881,,,,,,,,,,ESP_1,ESP_2023_1
6,77,12_J019,1,"",2023,ESP,ESP_2023,256,0.34,,,,,69.60016276,3.100007249,,,,,,,,,,ESP_1,ESP_2023_1
9,18,12_N021,1,"",2023,ESP,ESP_2023,261,,,,,,46.80010944,1.700003975,,,,,,,,,,ESP_1,ESP_2023_1
9,115,809,1,"",2023,ESP,ESP_2023,269,0.86,,,,,22.20005191,1.900004443,12.5,101,,111,,,,,,ESP_1,ESP_2023_1
11,19,786,2,"",2023,ESP,ESP_2023,241,0.14,,,,,61.10014288,9.10002128,,,,,,2,,,,ESP_2,ESP_2023_2
11,28,12_J015,2,"",2023,ESP,ESP_2023,263,0.24,,,,,69.50016252,3.300007717,0,101,,113,,4,,,,ESP_2,ESP_2023_2
12,52,94,2,"",2023,ESP,ESP_2023,250,0.14,,,,,34.70008114,4.300010055,0,101,,113,,1,,,,ESP_2,ESP_2023_2
12,126,786,2,"",2023,ESP,ESP_2023,,,,,,,55.20012908,2.500005846,,,,,,0,,,,ESP_2,ESP_2023_2
10,78,2653,BUFFER,"",2023,ESP,ESP_2023,,,,,,,44.30010359,2.800006548,,,,,,,,,,ESP_BUFFER,ESP_2023_BUFFER
10,121,673,BUFFER,"",2023,ESP,ESP_2023,,,,,,,33.4000781,1.600003741,,,,,,,,,,ESP_BUFFER,ESP_2023_BUFFER
3,15,301,1,"",2018,FRA,FRA_2018,241,0.76,9,84.44,0,100,16.75,,50,141,,,,,,,,FRA_1,FRA_2018_1
3,58,12_J027,1,"",2018,FRA,FRA_2018,283,4.64,52,89.23,5,100,24.55,,87.5,109,,,,,,,,FRA_1,FRA_2018_1
4,9,DLO_12_221,1,"",2018,FRA,FRA_2018,283,,1,,5,,24.04,,0,113,,,,,,,,FRA_1,FRA_2018_1
4,54,51,1,"",2018,FRA,FRA_2018,241,2.5,5,500,4,100,21.5,,62.5,109,,,,,,,,FRA_1,FRA_2018_1
5,40,526,1,"",2018,FRA,FRA_2018,276,15.44,30,514.67,5,40,22.06,,12.5,110,,,,,,,,FRA_1,FRA_2018_1
5,81,12_I002,1,"",2018,FRA,FRA_2018,270,12.62,48,262.92,5,60.41666667,27.63,,37.5,106,,,,,,,,FRA_1,FRA_2018_1
6,12,1377,1,"",2018,FRA,FRA_2018,234,6.4,63,101.59,5,60.31746032,28.4,,12.5,107,,,,,,,,FRA_1,FRA_2018_1
7,45,1962,1,"",2018,FRA,FRA_2018,283,12.8,42,304.76,4,30.95238095,26.81,,0,110,,,,,,,,FRA_1,FRA_2018_1
7,46,NOVADI_0830,1,"",2018,FRA,FRA_2018,283,7.58,15,505.33,5,93.33333333,23.99,,12.5,109,,,,,,,,FRA_1,FRA_2018_1
7,85,1377,1,"",2018,FRA,FRA_2018,234,8.7,78,111.54,5,100,24.56,,62.5,103,,,,,,,,FRA_1,FRA_2018_1
8,71,I_J033,1,"",2018,FRA,FRA_2018,207,4.98,58,85.86,3,0,33.64,,0,109,,,,,,,,FRA_1,FRA_2018_1
9,48,653,1,"",2018,FRA,FRA_2018,221,1.3,3,433.33,0,0,18.89,,100,110,,,,,,,,FRA_1,FRA_2018_1
9,66,548,1,"",2018,FRA,FRA_2018,303,11.7,35,334.29,1,11.42857143,27.6,,37.5,109,,,,,,,,FRA_1,FRA_2018_1
9,83,301,1,"",2018,FRA,FRA_2018,234,2.08,25,83.2,0,44,25.63,,0,140,,,,,,,,FRA_1,FRA_2018_1
12,4,2847,1,"",2018,FRA,FRA_2018,255,,1,,3,,17.64,,37.5,112,,,,,,,,FRA_1,FRA_2018_1
13,71,12_I049,1,"",2018,FRA,FRA_2018,270,10.98,23,477.39,5,95.65217391,22.72,,62.5,110,,,,,,,,FRA_1,FRA_2018_1
14,22,334,1,"",2018,FRA,FRA_2018,290,11.74,33,355.76,3,39.39393939,30.06,,100,113,,,,,,,,FRA_1,FRA_2018_1
1,26,74,1,"",2019,FRA,FRA_2019,281,6.78,19,376.6666667,2,38.88888889,21.1,5.91,37.5,115,,,,,,18,6.78,FRA_1,FRA_2019_1
2,10,2856,1,"",2019,FRA,FRA_2019,295,0.75,6,125,4,0,28.2,6.9,87.5,105,,,,,,6,0.75,FRA_1,FRA_2019_1
2,13,3148,1,"",2019,FRA,FRA_2019,247,3.1,7,442.8571429,4,57.14285714,27.8,6.79,37.5,107,,,,,,7,3.1,FRA_1,FRA_2019_1
2,21,587,1,"",2019,FRA,FRA_2019,261,3.6,8,450,3,100,35.3,10.64,87.5,108,,,,,,8,3.6,FRA_1,FRA_2019_1
2,65,77,1,"",2019,FRA,FRA_2019,287,1.82,5,364,1,100,38.2,17.09,100,107,,,,,,5,1.82,FRA_1,FRA_2019_1
3,15,301,1,"",2019,FRA,FRA_2019,,,,,,,19.6,2.85,87.5,139,,,,,,,,FRA_1,FRA_2019_1
3,46,2980,1,"",2019,FRA,FRA_2019,253,1.08,4,270,3,50,27.3,4.41,87.5,115,,,,,,4,1.08,FRA_1,FRA_2019_1
5,8,2055,1,"",2019,FRA,FRA_2019,211,0.58,6,96.66666667,4,100,24.3,4.02,75,100,,,,,,6,0.58,FRA_1,FRA_2019_1
5,48,447,1,"",2019,FRA,FRA_2019,277,4.7,8,587.5,4,100,32.4,9.25,87.5,111,,,,,,8,4.7,FRA_1,FRA_2019_1
8,13,445,1,"",2019,FRA,FRA_2019,295,1.8,6,300,4,100,29.1,4.93,12.5,111,,,,,,6,1.8,FRA_1,FRA_2019_1
9,66,548,1,"",2019,FRA,FRA_2019,302,2.38,7,340,1,28.57142857,34.7,7.1,100,108,,,,,,7,2.38,FRA_1,FRA_2019_1
10,23,12_E014,1,"",2019,FRA,FRA_2019,287,,,,0,,30,6.8,87.5,107,,,,,,-2,,FRA_1,FRA_2019_1
12,6,67,1,"",2019,FRA,FRA_2019,287,10.608,82,136,4,100,28,7.38,87.5,137,,,,,,20,2.72,FRA_1,FRA_2019_1
12,50,67,1,"",2019,FRA,FRA_2019,282,5.148,39,132,5,100,23,6.64,100,137,,,,,,20,2.64,FRA_1,FRA_2019_1
12,83,DLO_12_221,1,"",2019,FRA,FRA_2019,287,2.02,6,336.6666667,5,100,33,9.27,25,109,,,,,,6,2.02,FRA_1,FRA_2019_1
14,50,13_38,1,"",2019,FRA,FRA_2019,,,2,,,,32,10.63,87.5,102,,,,,,,,FRA_1,FRA_2019_1
17,72,12_N054,1,"",2019,FRA,FRA_2019,,,,,,,22.4,2.4,12.5,107,,,,,,,,FRA_1,FRA_2019_1
1,26,74,1,"",2020,FRA,FRA_2020,273,3.3,9,366.6666667,1,88.88888889,26,4.9,25,113,,,,,,9,3.3,FRA_1,FRA_2020_1
4,42,12_N021,1,"",2020,FRA,FRA_2020,287,2.746666667,9,457.7777778,1,,34,2,25,107,,,,,,9,4.12,FRA_1,FRA_2020_1
6,7,12_F014,1,"",2020,FRA,FRA_2020,274,12.864,194,67,4,100,49,9.5,50,107,,,,,,20,1.34,FRA_1,FRA_2020_1
7,54,NOVADI_0268,1,"",2020,FRA,FRA_2020,294,5.688,83,72,5,40,27,5.3,100,113,,,,,,20,1.44,FRA_1,FRA_2020_1
8,31,I_CC052,1,"",2020,FRA,FRA_2020,274,,16,,,,50,16.6,75,100,,,,,,16,0,FRA_1,FRA_2020_1
10,12,12_K044,1,"",2020,FRA,FRA_2020,294,2.43,99,90,0,100,51,20,75,90,,,,,,20,1.8,FRA_1,FRA_2020_1
11,48,473,1,"",2020,FRA,FRA_2020,233,7.476,21,356,0,65,32,11,25,100,,,,,,20,7.12,FRA_1,FRA_2020_1
12,17,2997,1,"",2020,FRA,FRA_2020,281,0.56,6,93.33333333,2,50,41,17,,,,,,,,6,0.56,FRA_1,FRA_2020_1
12,51,1989,1,"",2020,FRA,FRA_2020,267,0.38,6,63.33333333,1,100,23,2,,,,,,,,6,0.38,FRA_1,FRA_2020_1
12,72,1091,1,"",2020,FRA,FRA_2020,260,0.58,14,82.85714286,1,50,22,5,0,127,,,,,,14,1.16,FRA_1,FRA_2020_1
13,6,3026,1,"",2020,FRA,FRA_2020,253,,56,,,,34,6,50,106,,,,,,20,0,FRA_1,FRA_2020_1
14,19,TeBr_263,1,"",2020,FRA,FRA_2020,274,0.35,6,70,4,33.33333333,37,6,,,,,,,,6,0.42,FRA_1,FRA_2020_1
14,54,2720,1,"",2020,FRA,FRA_2020,268,0.675,8,135,5,62.5,27,2,25,69,,,,,,8,1.08,FRA_1,FRA_2020_1
17,36,1952,2,"",2020,FRA,FRA_2020,,,,,,,44,4.7,,,,,,,,,,FRA_2,FRA_2020_2
17,44,25,2,"",2020,FRA,FRA_2020,,,,,,,34,4,,,,,,,,,,FRA_2,FRA_2020_2
17,49,I_M048,2,"",2020,FRA,FRA_2020,,,,,,,45,1.9,,,,,,,,,,FRA_2,FRA_2020_2
19,13,NOVADI_0622,2,"",2020,FRA,FRA_2020,,,,,,,37,3.4,,,,,,,,,,FRA_2,FRA_2020_2
21,82,2971,2,"",2020,FRA,FRA_2020,,,,,,,40,3,,,,,,,,,,FRA_2,FRA_2020_2
1,16,653,1,"",2021,FRA,FRA_2021,259,4,9,444.4444444,2,66.66666667,24,3,87.5,98,,,,,,9,4,FRA_1,FRA_2021_1
2,19,NOVADI_0766,1,"",2021,FRA,FRA_2021,279,3.8,9,422.2222222,4,,72,21,87.5,98,,,,,,9,3.8,FRA_1,FRA_2021_1
2,46,12_B020,1,"",2021,FRA,FRA_2021,279,3.7,9,411.1111111,2,,46,8,50,98,,,,,,9,3.7,FRA_1,FRA_2021_1
2,64,25,1,"",2021,FRA,FRA_2021,,,,,,,25,3,12.5,110,,,,,,,,FRA_1,FRA_2021_1
5,14,1091,1,"",2021,FRA,FRA_2021,,,,,,,30,2,12.5,,,,,,,,,FRA_1,FRA_2021_1
5,51,12_L005,1,"",2021,FRA,FRA_2021,286,19.845,189,105,1,0,49,14,75,98,,,,,,20,2.1,FRA_1,FRA_2021_1
6,60,330,1,"",2021,FRA,FRA_2021,300,46.25,370,125,0,10,49,1,75,118,,,,,,20,2.5,FRA_1,FRA_2021_1
7,70,697,1,"",2021,FRA,FRA_2021,285,3.65,1,,3,,38,6,100,103,,,,,,1,3.65,FRA_1,FRA_2021_1
10,29,12_E039,1,"",2021,FRA,FRA_2021,307,4.25,8,531.25,0,,68,17,87.5,110,,,,,,8,4.25,FRA_1,FRA_2021_1
11,78,2794,1,"",2021,FRA,FRA_2021,222,2.44,7,348.5714286,3,71.42857143,42,4,100,98,,,,,,7,2.44,FRA_1,FRA_2021_1
12,72,1091,1,"",2021,FRA,FRA_2021,,,,,,,27,5,87.5,,,,,,,,,FRA_1,FRA_2021_1
13,83,2847,1,"",2021,FRA,FRA_2021,,,,,,,26,4,62.5,103,,,,,,,,FRA_1,FRA_2021_1
13,84,12_N057,1,"",2021,FRA,FRA_2021,259,1.78,6,296.6666667,1,100,27,0,37.5,103,,,,,,6,1.78,FRA_1,FRA_2021_1
17,41,12_F045,2,"",2021,FRA,FRA_2021,260,21.9,219,100,2,50,55,13,12.5,110,,,3,,,20,2,FRA_2,FRA_2021_2
17,69,570,2,"",2021,FRA,FRA_2021,243,18.43,194,95,2,95,37,8,100,118,,,2,,,20,1.9,FRA_2,FRA_2021_2
18,75,739,2,Gala,2021,FRA,FRA_2021,260,22.5,150,150,4,0,40,5,25,98,,,7,,,20,3,FRA_2,FRA_2021_2
19,70,290,2,"",2021,FRA,FRA_2021,250,2,6,333.3333333,2,50,58,6,100,118,,,1,,,6,2,FRA_2,FRA_2021_2
21,11,1870,2,"",2021,FRA,FRA_2021,259,3.05,4,762.5,1,,42,0,87.5,103,,,1,,,4,3.05,FRA_2,FRA_2021_2
1,5,12_F045,1,"",2022,FRA,FRA_2022,,,,,,,31,,,,,,,,,,,FRA_1,FRA_2022_1
1,30,5,1,"",2022,FRA,FRA_2022,,,,,,,23,0,12.5,105,,,,,,,,FRA_1,FRA_2022_1
2,34,334,1,"",2022,FRA,FRA_2022,279,54.15,190,285,5,0,61,35,62.5,118,,,1,2,,20,5.7,FRA_1,FRA_2022_1
2,44,97,1,"",2022,FRA,FRA_2022,243,85.41,438,195,2,100,54,6,50,101,,,,,,20,3.9,FRA_1,FRA_2022_1
2,77,2817,1,"",2022,FRA,FRA_2022,236,1.7,13,130.7692308,3,15.38461538,22,0,87.5,76,,,,,,13,1.7,FRA_1,FRA_2022_1
3,15,301,1,"",2022,FRA,FRA_2022,,,,,,,27,0,12.5,150,,,,,,,,FRA_1,FRA_2022_1
3,58,12_J027,1,"",2022,FRA,FRA_2022,292,,2,,,,,,12.5,,,,,,,2,,FRA_1,FRA_2022_1
9,43,2817,1,"",2022,FRA,FRA_2022,,,,,,,44,0,87.5,76,,,,,,,,FRA_1,FRA_2022_1
9,86,206,1,"",2022,FRA,FRA_2022,258,2.7,3,900,2,100,46,0,87.5,98,,,,,,3,2.7,FRA_1,FRA_2022_1
11,1,55,1,"",2022,FRA,FRA_2022,265,2.35,15,156.6666667,1,73.33333333,71,13,12.5,170,,,,,,15,2.35,FRA_1,FRA_2022_1
13,4,2003,1,"",2022,FRA,FRA_2022,231,,,,,,44,2,87.5,126,,,,,,0,,FRA_1,FRA_2022_1
14,42,7828,1,"",2022,FRA,FRA_2022,194,0.74,5,148,2,0,43,1,87.5,101,,,,,,5,0.74,FRA_1,FRA_2022_1
14,85,549,1,"",2022,FRA,FRA_2022,231,,3,,,,40,0,12.5,105,,,,,,3,,FRA_1,FRA_2022_1
17,28,I_BB049,2,"",2022,FRA,FRA_2022,264,154.8,86,,3,20,50,25,87.5,98,,,,,,20,36,FRA_2,FRA_2022_2
17,69,570,2,"",2022,FRA,FRA_2022,271,,,,,,44,5,0,,,,,,,,,FRA_2,FRA_2022_2
18,6,NOVADI_0114,2,"",2022,FRA,FRA_2022,,,,,,,42,1,,,,,,,,,,FRA_2,FRA_2022_2
19,72,I_BB015,2,"",2022,FRA,FRA_2022,265,172.8,108,,1,55,49,,75,98,,,1,2,,20,32,FRA_2,FRA_2022_2
21,61,2810,2,"",2022,FRA,FRA_2022,,,,,,,33,6,12.5,105,,,,,,,,FRA_2,FRA_2022_2
3,49,12_L013,1,"",2023,FRA,FRA_2023,263,18.86,164,115,0,,59.27,9.27,,108,,,,,,20,2.3,FRA_1,FRA_2023_1
3,51,739,1,Gala,2023,FRA,FRA_2023,269,3.348,18,186,2,,33.56,2.56,,122,,,,,,20,3.72,FRA_1,FRA_2023_1
3,64,12_J011,1,"",2023,FRA,FRA_2023,214,20.475,315,65,1,,80.71,18.71,,118,,,,,,20,1.3,FRA_1,FRA_2023_1
4,32,12_F052,1,"",2023,FRA,FRA_2023,214,20.475,315,65,1,,75.62,4.62,,118,,,1,2,1,20,1.3,FRA_1,FRA_2023_1
5,1,GaPi_028,1,"",2023,FRA,FRA_2023,277,,,562.5,1,,50.12,5.12,,122,,,1,3,1,8,4.5,FRA_1,FRA_2023_1
5,7,584,1,"",2023,FRA,FRA_2023,249,17.76,74,240,3,,52.5,6.5,,103,,,,,,20,4.8,FRA_1,FRA_2023_1
5,75,12_P055,1,"",2023,FRA,FRA_2023,291,24.08,172,140,2,,66.11,4.11,,108,,,,,,20,2.8,FRA_1,FRA_2023_1
6,12,1377,1,"",2023,FRA,FRA_2023,222,14.625,195,75,4,,60.27,10.27,,103,,,,,,20,1.5,FRA_1,FRA_2023_1
9,47,143,1,"",2023,FRA,FRA_2023,215,2.53,23,110,4,,88,48,,131,,,,,,20,2.2,FRA_1,FRA_2023_1
10,16,1893,1,"",2023,FRA,FRA_2023,285,26,32,812.5,5,,38.34,2.34,,,,,,,,4,3.25,FRA_1,FRA_2023_1
10,23,12_E014,1,"",2023,FRA,FRA_2023,285,117.6,112,,4,,48.43,2.43,,122,,,1,3,0,3,3.15,FRA_1,FRA_2023_1
10,45,93,1,"",2023,FRA,FRA_2023,297,18.25,73,250,0,,39.42,0,,102,,,,,,20,5,FRA_1,FRA_2023_1
11,10,118,1,"",2023,FRA,FRA_2023,278,24.38,106,230,1,,43,33,,118,,,,,,20,4.6,FRA_1,FRA_2023_1
12,19,13_38,1,"",2023,FRA,FRA_2023,297,11.925,53,225,5,,45,3,,102,,,,,,20,4.5,FRA_1,FRA_2023_1
17,41,12_F045,2,"",2023,FRA,FRA_2023,,,,,,,57,6,,,,,,,,,,FRA_2,FRA_2023_2
18,24,12_I005,2,"",2023,FRA,FRA_2023,222,16.8,70,240,2,,38,3,,110,,,3,2,2,20,4.8,FRA_2,FRA_2023_2
18,32,65,2,Golden_Delicious,2023,FRA,FRA_2023,278,3.15,18,175,0,,40,1,,110,,,2,2,1,20,3.5,FRA_2,FRA_2023_2
18,49,GaCr_057,2,"",2023,FRA,FRA_2023,,,,,,,37,8,,,,,,,,,,FRA_2,FRA_2023_2
19,4,GaPi_051,2,"",2023,FRA,FRA_2023,263,2.25,15,150,3,,41,0,,118,,,1,2,1,20,3,FRA_2,FRA_2023_2
19,21,65,2,Golden_Delicious,2023,FRA,FRA_2023,278,4.23,18,235,0,,40,6,,110,,,3,2,2,20,4.7,FRA_2,FRA_2023_2
19,31,262,2,"",2023,FRA,FRA_2023,222,1.890909091,16,118.1818182,4,,43,5,,110,,,1,2,3,11,1.3,FRA_2,FRA_2023_2
19,42,FuGa_352,2,"",2023,FRA,FRA_2023,278,4.465,19,235,0,,48,8,,110,,,1,2,1,20,4.7,FRA_2,FRA_2023_2
19,43,130,2,"",2023,FRA,FRA_2023,241,4.766666667,11,433.3333333,3,,40,0,,118,,,1,2,1,9,3.9,FRA_2,FRA_2023_2
1,20,GaCr_056,1,"",2018,ITA,ITA_2018,249,6.774,41,165.22,4,55,27.37465021,9.867606472,75,106,,,,,,,,ITA_1,ITA_2018_1
1,67,1962,1,"",2018,ITA,ITA_2018,288,9.908,35,283.09,3,65,26.41972055,10.18591636,50,105,,,,,,,,ITA_1,ITA_2018_1
2,11,691,1,"",2018,ITA,ITA_2018,,,,,,,20.6901426,4.456338407,75,108,,,,,,,,ITA_1,ITA_2018_1
6,122,65,1,Golden_Delicious,2018,ITA,ITA_2018,255,9.29,42,221.19,0,100,24.82817112,7.321127382,75,106,,,,,,,,ITA_1,ITA_2018_1
7,11,12_J001,1,"",2018,ITA,ITA_2018,253,7.994,57,140.25,4,85,23.55493158,9.867606472,62.5,106,,,,,,,,ITA_1,ITA_2018_1
7,28,13_35,1,"",2018,ITA,ITA_2018,,,,,,,25.14648101,10.18591636,75,102,,,,,,,,ITA_1,ITA_2018_1
7,41,I_BB049,1,"",2018,ITA,ITA_2018,256,7.566,40,189.15,3,90,23.87324146,10.50422624,87.5,107,,,,,,,,ITA_1,ITA_2018_1
7,61,ACW_25622,1,"",2018,ITA,ITA_2018,253,8.89,51,174.31,3,100,35.96901714,14.00563499,37.5,102,,,,,,,,ITA_1,ITA_2018_1
8,2,FuPi_054,1,"",2018,ITA,ITA_2018,288,9.738,42,231.86,2,100,22.91831181,8.594366927,100,107,,,,,,,,ITA_1,ITA_2018_1
8,55,ACW_25375,1,"",2018,ITA,ITA_2018,260,6.62,41,161.46,3,100,26.73803044,10.18591636,75,103,,,,,,,,ITA_1,ITA_2018_1
9,23,Modi,1,Modi,2018,ITA,ITA_2018,255,7.882,42,187.67,5,100,21.00845249,6.68450761,87.5,101,,,,,,,,ITA_1,ITA_2018_1
9,29,65,1,Golden_Delicious,2018,ITA,ITA_2018,255,9.114,43,211.95,0,100,23.87324146,8.912676813,87.5,106,,,,,,,,ITA_1,ITA_2018_1
9,71,468,1,"",2018,ITA,ITA_2018,,,,,,,26.73803044,10.50422624,87.5,101,,,,,,,,ITA_1,ITA_2018_1
9,100,65,1,Golden_Delicious,2018,ITA,ITA_2018,255,8.402,39,215.44,0,100,25.14648101,10.18591636,87.5,104,,,,,,,,ITA_1,ITA_2018_1
16,34,GaCr_055,1,"",2018,ITA,ITA_2018,267,6.802,45,151.16,0,100,21.32676237,7.639437268,87.5,106,,,,,,,,ITA_1,ITA_2018_1
16,37,2850,1,"",2018,ITA,ITA_2018,,,,,,,29.9211293,10.18591636,62.5,107,,,,,,,,ITA_1,ITA_2018_1
17,48,DLO_12_259,1,"",2018,ITA,ITA_2018,,,,,,,30.87605896,11.77746579,50,106,,,,,,,,ITA_1,ITA_2018_1
2,73,301,1,"",2019,ITA,ITA_2019,231,1.224,16,81.6,1,66.66666667,18.8,0.656336488,62.5,135,,,,,,15,1.224,ITA_1,ITA_2019_1
2,76,2670,1,"",2019,ITA,ITA_2019,217,0.335,1,335,,,18.35,0,12.5,92,,,,,,1,0.335,ITA_1,ITA_2019_1
3,56,12_F046,1,"",2019,ITA,ITA_2019,259,12.5178,187,67.3,3,70,36.48,12.92506842,87.5,99,,,,,,20,1.346,ITA_1,ITA_2019_1
4,107,67,1,"",2019,ITA,ITA_2019,266,4.0635,35,116.1,3,100,22.1,5.547885918,50,120,,,,,,20,2.322,ITA_1,ITA_2019_1
5,88,67,1,"",2019,ITA,ITA_2019,277,5.1507,59,87.3,3,100,22.61,5.739576032,100,121,,,,,,20,1.746,ITA_1,ITA_2019_1
6,53,12_J027,1,"",2019,ITA,ITA_2019,287,0.268,6,89.33333333,,,28.3,5.699998081,12.5,105,,,,,,3,0.268,ITA_1,ITA_2019_1
7,61,ACW_25622,1,"",2019,ITA,ITA_2019,259,22.386,148,159.9,2,65,42.96,6.990982861,62.5,95,,,,,,20,3.198,ITA_1,ITA_2019_1
8,69,12_J011,1,"",2019,ITA,ITA_2019,262,11.1251,171,69.1,3,70,30.44,9.431547512,87.5,96,,,,,,20,1.382,ITA_1,ITA_2019_1
9,4,DLO_12_221,1,"",2019,ITA,ITA_2019,,,,,,,36.21,9.471969561,50,68,,,,,,,,ITA_1,ITA_2019_1
9,18,334,1,"",2019,ITA,ITA_2019,294,7.408,20,370.4,2,10,27,4.081688195,25,101,,,,,,20,7.408,ITA_1,ITA_2019_1
9,45,653,1,"",2019,ITA,ITA_2019,259,7.588,20,379.4,0,60,17.55,2.271125463,87.5,93,,,,,,20,7.588,ITA_1,ITA_2019_1
9,96,51,1,"",2019,ITA,ITA_2019,231,0.994,2,497,,,19.6,1.138026601,12.5,107,,,,,,2,0.994,ITA_1,ITA_2019_1
10,49,3148,3,"",2019,ITA,ITA_2019,234,1.612,5,322.4,2,100,18.34,1.151266146,25,102,,,,,,5,1.612,ITA_3,ITA_2019_3
13,3,6,3,"",2019,ITA,ITA_2019,217,0.572,2,286,,,18.85,2.616195805,62.5,96,,,,,,2,0.572,ITA_3,ITA_2019_3
14,6,301,3,"",2019,ITA,ITA_2019,231,1.212,16,75.75,0,43.75,20.65,2.188026601,75,138,,,,,,16,1.212,ITA_3,ITA_2019_3
17,3,676,3,"",2019,ITA,ITA_2019,210,0.902,3,300.6666667,,,19.43,0,62.5,92,,,,,,3,0.902,ITA_3,ITA_2019_3
18,7,301,3,"",2019,ITA,ITA_2019,,,,,,,22.52,3.421406829,62.5,128,,,,,,,,ITA_3,ITA_2019_3
1,85,2779,1,"",2020,ITA,ITA_2020,,,5,,,,32.06,5.92,12.5,109,,,,,,,,ITA_1,ITA_2020_1
2,32,206,1,"",2020,ITA,ITA_2020,,,,,,,18.77,0.47,0,,,,,,,,,ITA_1,ITA_2020_1
2,73,301,1,"",2020,ITA,ITA_2020,217,1.647555556,22,74.88888889,1,100,19.44,0.64,12.5,118,,,,,,18,1.348,ITA_1,ITA_2020_1
2,90,740,1,"",2020,ITA,ITA_2020,252,1.916,6,319.3333333,4,0,18.9,5.9,75,102,,,,,,6,1.916,ITA_1,ITA_2020_1
2,92,1113,1,"",2020,ITA,ITA_2020,230,3.438,5,171.9,3,100,24.91,3.88,12.5,103,,,,,,20,3.438,ITA_1,ITA_2020_1
3,53,12_J027,1,"",2020,ITA,ITA_2020,283,19.1955,191,100.5,4,100,40.51,11.36,62.5,99,,,,,,20,2.01,ITA_1,ITA_2020_1
3,65,12_O010,1,"",2020,ITA,ITA_2020,295,0.718,9,79.77777778,5,88.88888889,21.69,4.1,50,106,,,,,,9,0.718,ITA_1,ITA_2020_1
4,5,ACW_25622,1,"",2020,ITA,ITA_2020,,,,,,,36.84,6.68,12.5,109,,,,,,,,ITA_1,ITA_2020_1
4,110,12_L001,1,"",2020,ITA,ITA_2020,,,,,,,18.01,3.54,0,,,,,,,,,ITA_1,ITA_2020_1
6,53,12_J027,1,"",2020,ITA,ITA_2020,283,18.0504,218,82.8,4,100,35.83,7.53,87.5,100,,,,,,20,1.656,ITA_1,ITA_2020_1
6,103,I_CC070,1,"",2020,ITA,ITA_2020,268,12.3522,173,71.4,0,65,26.19,3.89,100,99,,,,,,20,1.428,ITA_1,ITA_2020_1
7,62,592,1,"",2020,ITA,ITA_2020,217,2.718,11,339.75,4,75,35.21,6.54,37.5,100,,,,,,8,2.718,ITA_1,ITA_2020_1
