Genotype,Envir,Management,Row,Position,Color_over,R,P,Color_over_spats_residuals,Color_over_spats_geno_pred_values,Color_over_spats_adj_pheno
2625,FRA_2018_1,1,9,11,0,9,11,-0.082649560082998,0.112500255946796,0.0298506958637981
2651,FRA_2018_1,1,2,3,3,2,3,-0.449988830310056,3.50490776163323,3.05491893132318
2651,FRA_2018_1,1,12,66,4,12,66,0.471065566654857,3.50490776163323,3.97597332828809
2652,FRA_2018_1,1,1,17,0,1,17,-0.568471092089407,0.60523774275662,0.0367666506672127
2652,FRA_2018_1,1,4,68,1,4,68,0.370133834050522,0.60523774275662,0.975371576807141
2653,FRA_2018_1,1,11,9,4,11,9,-0.434961527664663,4.45515809109474,4.02019656343007
2653,FRA_2018_1,1,10,50,5,10,50,0.5279423838211,4.45515809109474,4.98310047491584
267,FRA_2018_1,1,6,36,4,6,36,0.0367828369123764,3.97719641067699,4.01397924758937
267,FRA_2018_1,1,9,54,4,9,54,0.0200313241442438,3.97719641067699,3.99722773482123
2670,FRA_2018_1,1,7,62,5,7,62,0.0485914702921191,4.93451626440665,4.98310773469877
2670,FRA_2018_1,1,11,18,5,11,18,0.0806617516377219,4.93451626440665,5.01517801604437
2671,FRA_2018_1,1,6,68,3,6,68,-0.498181735633208,3.4797335386405,2.98155180300729
2671,FRA_2018_1,1,10,30,4,10,30,0.517353573563226,3.4797335386405,3.99708711220372
270,FRA_2018_1,1,6,76,3,6,76,-0.0516599925622772,3.02464941969871,2.97298942713644
270,FRA_2018_1,1,3,2,3,3,2,0.0363962486269189,3.02464941969871,3.06104566832563
2720,FRA_2018_1,1,3,35,5,3,35,0.126087455877767,4.89267902000598,5.01876647588375
2722,FRA_2018_1,1,12,23,5,12,23,0.124632510931616,4.87345116605191,4.99808367698352
2732,FRA_2018_1,1,4,77,4,4,77,0.00407835279089275,3.96047322601167,3.96455157880257
2732,FRA_2018_1,1,6,38,4,6,38,0.0514703881584984,3.96047322601167,4.01194361417017
2762,FRA_2018_1,1,3,21,3,3,21,-0.946668036053261,3.98335887475564,3.03669083870238
2762,FRA_2018_1,1,11,64,5,11,64,1.00394850218941,3.98335887475564,4.98730737694505
2779,FRA_2018_1,1,2,12,0,2,12,-0.077887260503924,0.120460633923779,0.0425733734198549
2779,FRA_2018_1,1,4,78,0,4,78,-0.157132406616809,0.120460633923779,-0.0366717726930306
2784,FRA_2018_1,1,1,58,5,1,58,0.0252726885444465,4.95300139190672,4.97827408045116
2784,FRA_2018_1,1,8,86,5,8,86,0.0129249249456116,4.95300139190672,4.96592631685233
2784,FRA_2018_1,1,1,11,5,1,11,0.0924543523089296,4.95300139190672,5.04545574421565
2785,FRA_2018_1,1,12,45,0,12,45,-0.600868217391919,0.587802579028381,-0.0130656383635378
2785,FRA_2018_1,1,12,41,1,12,41,0.401211664781084,0.587802579028381,0.989014243809465
2794,FRA_2018_1,1,11,78,3,11,78,-0.020218051703619,2.99931300379555,2.97909495209194
2794,FRA_2018_1,1,11,40,3,11,40,0.0030371364416979,2.99931300379555,3.00235014023725
2796,FRA_2018_1,1,11,42,3,11,42,0.00482037257016588,2.99630139466671,3.00112176723688
2796,FRA_2018_1,1,6,75,3,6,75,-0.0222291721031112,2.99630139466671,2.9740722225636
2802,FRA_2018_1,1,8,81,4,8,81,0.0102880850990204,3.96016817045468,3.9704562555537
2802,FRA_2018_1,1,12,8,4,12,8,0.0452375727209686,3.96016817045468,4.00540574317565
2809,FRA_2018_1,1,3,32,3,3,32,0.492031990703138,2.5305412131315,3.02257320383464
2809,FRA_2018_1,1,4,59,2,4,59,-0.544684214898283,2.5305412131315,1.98585699823321
2810,FRA_2018_1,1,2,4,5,2,4,0.588888167464564,4.46465578329514,5.0535439507597
2810,FRA_2018_1,1,10,69,4,10,69,-0.495188634158803,4.46465578329514,3.96946714913634
2813,FRA_2018_1,1,11,31,3,11,31,0.497664451990813,2.51006873029538,3.00773318228619
2813,FRA_2018_1,1,2,75,2,2,75,-0.551865800467279,2.51006873029538,1.9582029298281
2817,FRA_2018_1,1,9,43,3,9,43,-0.465464060564692,3.47153762715552,3.00607356659083
2817,FRA_2018_1,1,2,77,4,2,77,0.484015725280231,3.47153762715552,3.95555335243575
2820,FRA_2018_1,1,9,84,5,9,84,0.0554943764923799,4.9175671580707,4.97306153456308
2820,FRA_2018_1,1,12,39,5,12,39,0.0724763301518596,4.9175671580707,4.99004348822256
2823,FRA_2018_1,1,11,32,4,11,32,-0.438226673327248,4.44537295572037,4.00714628239312
2823,FRA_2018_1,1,10,60,5,10,60,0.530467101909485,4.44537295572037,4.97584005762985
2827,FRA_2018_1,1,6,19,4,6,19,0.52731474402707,3.50399523883259,4.03130998285966
2827,FRA_2018_1,1,3,52,3,3,52,-0.506307057012495,3.50399523883259,2.9976881818201
2830,FRA_2018_1,1,9,28,4,9,28,-0.432244820354335,4.44983773709841,4.01759291674408
2830,FRA_2018_1,1,9,82,5,9,82,0.52482309272908,4.44983773709841,4.97466082982749
2831,FRA_2018_1,1,3,9,5,3,9,0.102821436148857,4.94926661151376,5.05208804766262
2831,FRA_2018_1,1,11,82,5,11,82,0.0275479240160994,4.94926661151376,4.97681453552986
2836,FRA_2018_1,1,1,85,3,1,85,-0.0470254218419792,2.98776556646913,2.94074014462715
2836,FRA_2018_1,1,1,31,3,1,31,0.0289707280700289,2.98776556646913,3.01673629453916
2847,FRA_2018_1,1,13,83,0,13,83,-0.228353239052196,0.208560947021993,-0.0197922920302028
2848,FRA_2018_1,1,3,10,4,3,10,0.0650107693419311,3.98579675600262,4.05080752534455
2848,FRA_2018_1,1,7,67,4,7,67,-0.00754583212501991,3.98579675600262,3.9782509238776
2849,FRA_2018_1,1,5,37,3,5,37,0.000304026734157414,3.0118820482551,3.01218607498925
2849,FRA_2018_1,1,2,47,3,2,47,-0.0165338598962212,3.0118820482551,2.99534818835888
2850,FRA_2018_1,1,3,18,5,3,18,0.0904680165714185,4.95008120401705,5.04054922058846
2850,FRA_2018_1,1,2,51,5,2,51,0.0399629826744601,4.95008120401705,4.99004418669151
2855,FRA_2018_1,1,11,60,2,11,60,-0.0542338144617243,2.04400577782186,1.98977196336013
2855,FRA_2018_1,1,3,43,2,3,43,-0.035233868932421,2.04400577782186,2.00877190888944
2856,FRA_2018_1,1,14,45,5,14,45,0.523470996959049,4.47434830551263,4.99781930247168
2856,FRA_2018_1,1,2,10,4,2,10,-0.429038043987764,4.47434830551263,4.04531026152486
286,FRA_2018_1,1,12,2,5,12,2,0.0733265324248418,4.93499259072607,5.00831912315091
286,FRA_2018_1,1,13,55,5,13,55,0.0559627324546055,4.93499259072607,4.99095532318067
2862,FRA_2018_1,1,6,78,0,6,78,-0.12939056426581,0.100206420307409,-0.0291841439584009
2862,FRA_2018_1,1,10,36,0,10,36,-0.107161711008172,0.100206420307409,-0.00695529070076265
2865,FRA_2018_1,1,14,64,4,14,64,0.0142044961309145,3.97809163935203,3.99229613548295
2865,FRA_2018_1,1,2,28,4,2,28,0.0426774056335084,3.97809163935203,4.02076904498554
2872,FRA_2018_1,1,3,38,3,3,38,0.968667786335356,2.04632623186257,3.01499401819792
2872,FRA_2018_1,1,14,78,1,14,78,-1.05795988420199,2.04632623186257,0.988366347660575
29,FRA_2018_1,1,11,56,4,11,56,0.0538793244500342,3.93841101896879,3.99229034341882
290,FRA_2018_1,1,12,3,4,12,3,0.0549726949285487,3.95286047833422,4.00783317326277
2902,FRA_2018_1,1,6,32,4,6,32,0.528052261722214,3.49001283340642,4.01806509512863
2902,FRA_2018_1,1,9,73,3,9,73,-0.508102603864634,3.49001283340642,2.98191022954178
2908,FRA_2018_1,1,2,60,2,2,60,-0.0878104765269483,2.0659066282274,1.97809615170046
2936,FRA_2018_1,1,6,43,0,6,43,-0.1053879809752,0.112271236542235,0.00688325556703479
2936,FRA_2018_1,1,5,65,0,5,65,-0.130251366446873,0.112271236542235,-0.0179801299046376
2971,FRA_2018_1,1,6,64,0,6,64,-0.133152694355135,0.118881546773067,-0.0142711475820686
2971,FRA_2018_1,1,7,26,0,7,26,-0.101986460092415,0.118881546773067,0.0168950866806523
2974,FRA_2018_1,1,2,58,0,2,58,-0.140955468981658,0.121707605821853,-0.0192478631598048
2974,FRA_2018_1,1,5,23,0,5,23,-0.0939698415111608,0.121707605821853,0.0277377643106921
2975,FRA_2018_1,1,8,22,3,8,22,0.00919801692789557,3.01283185647039,3.02202987339829
2975,FRA_2018_1,1,5,60,3,5,60,-0.0253559794243077,3.01283185647039,2.98747587704609
2979,FRA_2018_1,1,4,1,1,4,1,0.438823559189812,0.615298907797732,1.05412246698754
2979,FRA_2018_1,1,4,65,0,4,65,-0.636399502873804,0.615298907797732,-0.0211005950760722
2980,FRA_2018_1,1,3,46,3,3,46,0.959642303968745,2.0454252827401,3.00506758670884
2980,FRA_2018_1,1,10,31,1,10,31,-1.04900257540148,2.0454252827401,0.996422707338623
2990,FRA_2018_1,1,8,2,5,8,2,0.101089141535176,4.93693041212163,5.0380195536568
2990,FRA_2018_1,1,7,80,5,7,80,0.0283467555920804,4.93693041212163,4.96527716771371
2992,FRA_2018_1,1,6,39,4,6,39,-0.434250598333496,4.44517865274929,4.0109280544158
2992,FRA_2018_1,1,12,75,5,12,75,0.526476324280355,4.44517865274929,4.97165497702965
2997,FRA_2018_1,1,1,47,1,1,47,0.396990831207089,0.596982189444824,0.993973020651914
2997,FRA_2018_1,1,12,17,0,12,17,-0.595952775474475,0.596982189444824,0.00102941397034984
30,FRA_2018_1,1,13,74,4,13,74,0.487964859712314,3.49551720219039,3.9834820619027
30,FRA_2018_1,1,4,23,3,4,23,-0.467598693930185,3.49551720219039,3.02791850826021
3010,FRA_2018_1,1,13,29,1,13,29,-0.0771326265449712,1.07881498815415,1.00168236160918
3010,FRA_2018_1,1,14,60,1,14,60,-0.0853697004895444,1.07881498815415,0.993445287664606
3013,FRA_2018_1,1,4,44,1,4,44,0.37991928253333,0.623105401505309,1.00302468403864
3013,FRA_2018_1,1,6,4,0,6,4,-0.576904519704049,0.623105401505309,0.0462008818012607
3026,FRA_2018_1,1,13,6,3,13,6,0.484795590922766,2.52647335660986,3.01126894753263
3026,FRA_2018_1,1,2,52,2,2,52,-0.537755624159005,2.52647335660986,1.98871773245086
3042,FRA_2018_1,1,8,23,4,8,23,0.0492039830531694,3.97201204876988,4.02121603182305
3042,FRA_2018_1,1,7,66,4,7,66,0.00721788455387529,3.97201204876988,3.97922993332375
3062,FRA_2018_1,1,5,76,0,5,76,-0.135716789937445,0.105310355014343,-0.0304064349231025
3062,FRA_2018_1,1,10,18,0,10,18,-0.100449277701241,0.105310355014343,0.00486107731310122
308,FRA_2018_1,1,7,21,3,7,21,0.0102279871915294,3.01124220123682,3.02147018842835
308,FRA_2018_1,1,2,55,3,2,55,-0.02650623668689,3.01124220123682,2.98473596454993
3148,FRA_2018_1,1,2,13,3,2,13,0.0171351486741007,3.02407108255706,3.04120623123116
3148,FRA_2018_1,1,7,53,3,7,53,-0.0324426545760086,3.02407108255706,2.99162842798105
3160,FRA_2018_1,1,8,14,0,8,14,-0.0941948171993102,0.122675521790779,0.0284807045914684
3160,FRA_2018_1,1,13,78,0,13,78,-0.140657252439347,0.122675521790779,-0.0179817306485683
317,FRA_2018_1,1,7,76,4,7,76,0.00148669976830274,3.9678120704282,3.9692987701965
317,FRA_2018_1,1,1,27,4,1,27,0.0546173613234129,3.9678120704282,4.02242943175161
3170,FRA_2018_1,1,9,1,5,9,1,0.0932095381083755,4.94373400608253,5.0369435441909
3170,FRA_2018_1,1,8,70,5,8,70,0.0367411775042408,4.94373400608253,4.98047518358677
3172,FRA_2018_1,1,12,85,3,12,85,-0.0251452747248733,2.99219517861992,2.96704990389504
3172,FRA_2018_1,1,13,34,3,13,34,0.0074257635389543,2.99219517861992,2.99962094215887
3173,FRA_2018_1,1,2,49,5,2,49,0.0568033845325031,4.93589288900438,4.99269627353688
3173,FRA_2018_1,1,9,40,5,9,40,0.0725540046645667,4.93589288900438,5.00844689366895
3190,FRA_2018_1,1,9,27,0,9,27,-0.10727590016096,0.125606126431994,0.0183302262710334
3190,FRA_2018_1,1,1,44,0,1,44,-0.127354414703493,0.125606126431994,-0.00174828827149931
32,FRA_2018_1,1,4,24,4,4,24,-0.451420568279689,4.47813367623156,4.02671310795187
32,FRA_2018_1,1,9,71,4,9,71,-0.494607746694505,4.47813367623156,3.98352592953706
32,FRA_2018_1,1,13,9,5,13,9,0.531874988053561,4.47813367623156,5.01000866428512
32,FRA_2018_1,1,4,58,5,4,58,0.508872713625499,4.47813367623156,4.98700638985706
321,FRA_2018_1,1,13,44,4,13,44,-0.450355445085028,4.44586400569435,3.99550856060932
321,FRA_2018_1,1,12,42,5,12,42,0.54263303073532,4.44586400569435,4.98849703642967
323,FRA_2018_1,1,14,74,5,14,74,0.043431858226672,4.94604172257696,4.98947358080363
323,FRA_2018_1,1,4,19,5,4,19,0.086693479081049,4.94604172257696,5.03273520165801
324,FRA_2018_1,1,11,66,4,11,66,-0.00293359116581282,3.98903103486138,3.98609744369557
324,FRA_2018_1,1,5,3,4,5,3,0.0606432617622903,3.98903103486138,4.04967429662367
327,FRA_2018_1,1,3,26,5,3,26,0.0825545168696475,4.94770328307149,5.03025779994114
327,FRA_2018_1,1,1,46,5,1,46,0.0476965484080285,4.94770328307149,4.99539983147952
33,FRA_2018_1,1,12,63,3,12,63,0.932963323952888,2.04451769158958,2.97748101554246
33,FRA_2018_1,1,2,27,1,2,27,-1.02239227154474,2.04451769158958,1.02212542004484
330,FRA_2018_1,1,4,11,0,4,11,-0.0907959942660068,0.133099761954874,0.0423037676888676
330,FRA_2018_1,1,6,60,0,6,60,-0.143267287628549,0.133099761954874,-0.0101675256736742
333,FRA_2018_1,1,9,31,5,9,31,0.125847898107537,4.88951313951558,5.01536103762312
334,FRA_2018_1,1,1,76,4,1,76,-0.336094287248258,4.28914933710688,3.95305504985862
334,FRA_2018_1,1,7,63,4,7,63,-0.307005161485119,4.28914933710688,3.98214417562176
334,FRA_2018_1,1,2,34,5,2,34,0.723518653537071,4.28914933710688,5.01266799064395
338,FRA_2018_1,1,12,29,1,12,29,-0.0717090694309095,1.06681266717477,0.995103597743859
338,FRA_2018_1,1,11,85,1,11,85,-0.0917014565265211,1.06681266717477,0.975111210648247
34,FRA_2018_1,1,13,49,1,13,49,-0.0821933508570107,1.07563307113013,0.993439720273115
34,FRA_2018_1,1,10,33,1,10,33,-0.0805497474099188,1.07563307113013,0.995083323720207
345,FRA_2018_1,1,3,50,3,3,50,-0.495031378566116,3.49517792589928,3.00014654733316
345,FRA_2018_1,1,10,9,4,10,9,0.515371871783528,3.49517792589928,4.01054979768281
353,FRA_2018_1,1,12,9,5,12,9,0.0730903248703827,4.93183012772495,5.00492045259534
353,FRA_2018_1,1,6,62,5,6,62,0.0559596408354777,4.93183012772495,4.98778976856043
366,FRA_2018_1,1,7,79,5,7,79,0.0469284719833345,4.9193547157327,4.96628318771603
366,FRA_2018_1,1,14,36,5,14,36,0.0811774966611472,4.9193547157327,5.00053221239384
37,FRA_2018_1,1,10,83,4,10,83,0.651725915491502,3.30805958464792,3.95978550013942
37,FRA_2018_1,1,7,35,4,7,35,0.700466114097957,3.30805958464792,4.00852569874588
37,FRA_2018_1,1,6,86,2,6,86,-1.34601052081137,3.30805958464792,1.96204906383655
378,FRA_2018_1,1,4,2,5,4,2,0.128491875855218,4.92445468017276,5.05294655602798
40,FRA_2018_1,1,13,42,4,13,42,-0.641377671131142,4.6377105638909,3.99633289275976
40,FRA_2018_1,1,2,70,4,2,70,-0.672882076529245,4.6377105638909,3.96482848736165
40,FRA_2018_1,1,6,82,5,6,82,0.32873298681477,4.6377105638909,4.96644355070567
40,FRA_2018_1,1,9,23,5,9,23,0.383540786468873,4.6377105638909,5.02125135035977
40,FRA_2018_1,1,12,44,5,12,44,0.349746545639762,4.6377105638909,4.98745710953066
40,FRA_2018_1,1,13,41,5,13,41,0.359033776421794,4.6377105638909,4.99674434031269
405,FRA_2018_1,1,5,17,2,5,17,-0.500723326849963,2.53513201773757,2.03440869088761
405,FRA_2018_1,1,4,61,3,4,61,0.448418482449582,2.53513201773757,2.98355050018715
409,FRA_2018_1,1,10,44,3,10,44,-0.0302725151970118,3.01770733373713,2.98743481854011
409,FRA_2018_1,1,5,19,3,5,19,0.0144834732793746,3.01770733373713,3.0321908070165
410,FRA_2018_1,1,3,7,1,3,7,-0.0401691235053836,1.0948177427629,1.05464861925752
410,FRA_2018_1,1,10,63,1,10,63,-0.121122297361533,1.0948177427629,0.973695445401368
424,FRA_2018_1,1,14,67,0,14,67,-0.126341946969122,0.117782342980286,-0.0085596039888361
424,FRA_2018_1,1,6,41,0,6,41,-0.108880382699489,0.117782342980286,0.00890196028079611
428,FRA_2018_1,1,13,59,1,13,59,-0.157367018426419,1.14668076148552,0.989313743059102
43,FRA_2018_1,1,8,11,5,8,11,0.126939528334648,4.90393960055406,5.03087912888871
435,FRA_2018_1,1,7,3,0,7,3,-0.0932179623102098,0.13077255846925,0.03755459615904
435,FRA_2018_1,1,7,55,0,7,55,-0.141021415832957,0.13077255846925,-0.0102488573637075
440,FRA_2018_1,1,13,61,5,13,61,0.540657257219724,4.44784557386398,4.9885028310837
440,FRA_2018_1,1,14,39,4,14,39,-0.448229729064106,4.44784557386398,3.99961584479987
445,FRA_2018_1,1,14,63,4,14,63,-0.471520439367589,4.46410315992649,3.9925827205589
445,FRA_2018_1,1,8,13,5,8,13,0.565178156432211,4.46410315992649,5.0292813163587
447,FRA_2018_1,1,5,13,5,5,13,0.0846317225638433,4.95418827293577,5.03881999549962
447,FRA_2018_1,1,5,48,5,5,48,0.0461100528706462,4.95418827293577,5.00029832580642
45,FRA_2018_1,1,2,32,5,2,32,0.125847850441691,4.88951250958667,5.01536036002836
457,FRA_2018_1,1,4,56,2,4,56,-0.0535586908589951,2.04285770048776,1.98929900962876
457,FRA_2018_1,1,12,5,2,12,5,-0.0359958659490456,2.04285770048776,2.00686183453871
46,FRA_2018_1,1,4,5,5,4,5,0.128243222704147,4.92116859949567,5.04941182219982
462,FRA_2018_1,1,13,62,4,13,62,0.0182819794184548,3.96981860482696,3.98810058424541
462,FRA_2018_1,1,8,39,4,8,39,0.0379739133383956,3.96981860482696,4.00779251816535
465,FRA_2018_1,1,4,64,0,4,64,-0.133242056523866,0.113309482317616,-0.0199325742062503
465,FRA_2018_1,1,14,5,0,14,5,-0.102318728285475,0.113309482317616,0.0109907540321405
468,FRA_2018_1,1,4,67,5,4,67,0.520247759407358,4.45630388981562,4.97655164922298
468,FRA_2018_1,1,4,22,4,4,22,-0.4271802022565,4.45630388981562,4.02912368755912
472,FRA_2018_1,1,7,13,5,7,13,0.098679023610881,4.93001096339131,5.02868998700219
472,FRA_2018_1,1,5,84,5,5,84,0.0302332884618899,4.93001096339131,4.9602442518532
473,FRA_2018_1,1,13,35,0,13,35,-0.116760316023946,0.115969944117817,-0.000790371906128851
473,FRA_2018_1,1,11,48,0,11,48,-0.118599155343973,0.115969944117817,-0.00262921122615598
483,FRA_2018_1,1,4,27,4,4,27,0.0667505887461637,3.95634755366078,4.02309814240694
483,FRA_2018_1,1,1,82,4,1,82,-0.0115140316811919,3.95634755366078,3.94483352197958
488,FRA_2018_1,1,8,4,4,8,4,0.0661304113398273,3.9703084871291,4.03643889846893
488,FRA_2018_1,1,10,82,4,10,82,-0.00983744987102408,3.9703084871291,3.96047103725808
489,FRA_2018_1,1,8,65,0,8,65,-0.130396612509688,0.11537935811532,-0.0150172543943677
489,FRA_2018_1,1,8,36,0,8,36,-0.105007547679028,0.11537935811532,0.0103718104362923
49,FRA_2018_1,1,5,34,3,5,34,0.0117460300330547,3.00374369692308,3.01548972695613
49,FRA_2018_1,1,6,74,3,6,74,-0.0285916809129394,3.00374369692308,2.97515201601014
491,FRA_2018_1,1,5,70,4,5,70,0.00977235478727234,3.96667315176201,3.97644550654928
491,FRA_2018_1,1,11,22,4,11,22,0.0462455259141983,3.96667315176201,4.01291867767621
5,FRA_2018_1,1,10,80,0,10,80,-0.146138374707125,0.107983538560112,-0.0381548361470122
5,FRA_2018_1,1,1,30,0,1,30,-0.0898254168533613,0.107983538560112,0.0181581217067511
50,FRA_2018_1,1,3,14,2,3,14,-0.0111772788663758,2.05686012115662,2.04568284229025
50,FRA_2018_1,1,12,59,2,12,59,-0.0773177342591112,2.05686012115662,1.97954238689751
508,FRA_2018_1,1,13,58,4,13,58,-0.461194819610706,4.45091684954467,3.98972202993396
508,FRA_2018_1,1,11,36,5,11,36,0.553854746922286,4.45091684954467,5.00477159646695
51,FRA_2018_1,1,7,18,5,7,18,0.126469039678246,4.89772184833175,5.02419088801
515,FRA_2018_1,1,6,20,5,6,20,0.567738104032956,4.46256112980717,5.03029923384013
515,FRA_2018_1,1,9,65,4,9,65,-0.474197070241159,4.46256112980717,3.98836405956601
52,FRA_2018_1,1,9,24,3,9,24,-0.953381065151636,3.97390593640814,3.02052487125651
52,FRA_2018_1,1,13,73,5,13,73,1.00994624060024,3.97390593640814,4.98385217700838
522,FRA_2018_1,1,9,68,3,9,68,-0.515965253281822,3.50191232198195,2.98594706870013
522,FRA_2018_1,1,4,14,4,4,14,0.536815328877444,3.50191232198195,4.0387276508594
526,FRA_2018_1,1,14,82,5,14,82,0.123871504946638,4.86339407627962,4.98726558122626
533,FRA_2018_1,1,3,42,5,3,42,0.0659114400375591,4.94409941441878,5.01001085445633
533,FRA_2018_1,1,13,50,5,13,50,0.0489258492668903,4.94409941441878,4.99302526368567
533,FRA_2018_1,1,7,86,5,7,86,0.0151410762483657,4.94409941441878,4.95924049066714
543,FRA_2018_1,1,1,19,5,1,19,0.101504490710576,4.93238076124152,5.0338852519521
543,FRA_2018_1,1,1,71,5,1,71,0.0275871406670793,4.93238076124152,4.9599679019086
546,FRA_2018_1,1,13,82,4,13,82,0.012225034101105,3.96834434298792,3.98056937708903
546,FRA_2018_1,1,7,31,4,7,31,0.0439193033143575,3.96834434298792,4.01226364630228
548,FRA_2018_1,1,10,13,1,10,13,-0.156050565012609,1.16407837783169,1.00802781281908
549,FRA_2018_1,1,14,85,0,14,85,-0.145015656079747,0.131454951319946,-0.0135607047598009
549,FRA_2018_1,1,6,8,0,6,8,-0.0891720863462017,0.131454951319946,0.0422828649737444
55,FRA_2018_1,1,8,77,1,8,77,0.375316261374385,0.598782465886524,0.974098727260909
55,FRA_2018_1,1,11,1,0,11,1,-0.574141981229175,0.598782465886524,0.0246404846573495
56,FRA_2018_1,1,12,47,0,12,47,-0.63488291875926,0.620767054887587,-0.0141158638716724
56,FRA_2018_1,1,3,4,1,3,4,0.437720742154641,0.620767054887587,1.05848779704223
560,FRA_2018_1,1,1,12,5,1,12,0.0935361168766322,4.95046676951983,5.04400288639646
560,FRA_2018_1,1,2,53,5,2,53,0.0369240575741889,4.95046676951983,4.98739082709402
562,FRA_2018_1,1,6,47,4,6,47,-0.452788790021815,4.45565728682817,4.00286849680635
562,FRA_2018_1,1,14,33,5,14,33,0.545807419624599,4.45565728682817,5.00146470645277
564,FRA_2018_1,1,4,55,4,4,55,0.00401706091379594,3.98642585770582,3.99044291861961
564,FRA_2018_1,1,4,13,4,4,13,0.0534954795533733,3.98642585770582,4.03992133725919
565,FRA_2018_1,1,1,84,5,1,84,0.00712501863852122,4.93497894288947,4.94210396152799
565,FRA_2018_1,1,1,3,5,1,3,0.122163213528112,4.93497894288947,5.05714215641758
567,FRA_2018_1,1,10,62,5,10,62,0.506222828767122,4.46818486379172,4.97440769255884
567,FRA_2018_1,1,3,6,4,3,6,-0.41225625485218,4.46818486379172,4.05592860893954
57,FRA_2018_1,1,7,52,5,7,52,0.0531431515412084,4.93942280843027,4.99256595997148
57,FRA_2018_1,1,4,33,5,4,33,0.076481341745648,4.93942280843027,5.01590415017592
570,FRA_2018_1,1,8,7,2,8,7,-0.506149592820746,2.54021147191663,2.03406187909588
570,FRA_2018_1,1,7,50,3,7,50,0.454229103648193,2.54021147191663,2.99444057556482
575,FRA_2018_1,1,11,55,3,11,55,0.456463566287721,2.53646154727007,2.99292511355779
575,FRA_2018_1,1,7,14,2,7,14,-0.508667807038898,2.53646154727007,2.02779374023117
577,FRA_2018_1,1,9,78,0,9,78,-0.618438457287121,0.596313339640372,-0.0221251176467494
577,FRA_2018_1,1,11,17,1,11,17,0.419425902085976,0.596313339640372,1.01573924172635
58,FRA_2018_1,1,11,49,0,11,49,-2.04756109214927,2.04429932721723,-0.00326176493204189
58,FRA_2018_1,1,14,30,4,14,30,1.9581156212293,2.04429932721723,4.00241494844652
582,FRA_2018_1,1,9,51,0,9,51,-0.120386178909047,0.120035255766086,-0.000350923142960882
582,FRA_2018_1,1,11,35,0,11,35,-0.114665675984811,0.120035255766086,0.00536957978127436
584,FRA_2018_1,1,5,7,5,5,7,0.0922200109547866,4.9531420026678,5.04536201362259
584,FRA_2018_1,1,9,61,5,9,61,0.0384425946647893,4.9531420026678,4.99158459733259
587,FRA_2018_1,1,2,21,2,2,21,-0.493065369896136,2.52335353000261,2.03028816010647
587,FRA_2018_1,1,10,78,3,10,78,0.439869263722894,2.52335353000261,2.9632227937255
592,FRA_2018_1,1,12,14,5,12,14,0.068901877821248,4.93358977823047,5.00249165605172
592,FRA_2018_1,1,6,56,5,6,56,0.0602812381891802,4.93358977823047,4.99387101641965
6,FRA_2018_1,1,14,65,3,14,65,-0.990620698303109,3.98263089254083,2.99201019423772
6,FRA_2018_1,1,7,11,5,7,11,1.04784607903832,3.98263089254083,5.03047697157915
601,FRA_2018_1,1,8,9,3,8,9,-0.953651833367142,3.98612442713834,3.0324725937712
601,FRA_2018_1,1,2,68,4,2,68,-0.018644341675107,3.98612442713834,3.96748008546323
601,FRA_2018_1,1,10,10,5,10,10,1.02379512868591,3.98612442713834,5.00991955582425
601,FRA_2018_1,1,3,47,2,3,47,-1.98228838013497,3.98612442713834,2.00383604700337
601,FRA_2018_1,1,6,37,5,6,37,1.02683629244594,3.98612442713834,5.01296071958428
601,FRA_2018_1,1,1,80,5,1,80,0.961442865681032,3.98612442713834,4.94756729281937
603,FRA_2018_1,1,13,20,4,13,20,0.0384507786277619,3.96696370691689,4.00541448554465
603,FRA_2018_1,1,10,48,4,10,48,0.0175890879778597,3.96696370691689,3.98455279489475
61,FRA_2018_1,1,14,14,1,14,14,-0.0741052241184215,1.08189742109014,1.00779219697172
61,FRA_2018_1,1,14,59,1,14,59,-0.0881638595061498,1.08189742109014,0.993733561583991
629,FRA_2018_1,1,2,50,3,2,50,0.920794555451852,2.07057575783018,2.99137031328203
629,FRA_2018_1,1,3,1,1,3,1,-1.00825172544055,2.07057575783018,1.06232403238963
639,FRA_2018_1,1,9,39,3,9,39,0.00279941190930089,3.00643209131492,3.00923150322422
639,FRA_2018_1,1,14,83,3,14,83,-0.0194416357274259,3.00643209131492,2.9869904555875
65,FRA_2018_1,1,1,13,0,1,13,-0.0201884583204131,0.0627403410153788,0.0425518826949657
65,FRA_2018_1,1,1,65,1,1,65,0.905620101034321,0.0627403410153788,0.9683604420497
65,FRA_2018_1,1,14,71,0,14,71,-0.0724291006918166,0.0627403410153788,-0.0096887596764378
65,FRA_2018_1,1,7,73,0,7,73,-0.090435415526101,0.0627403410153788,-0.0276950745107221
65,FRA_2018_1,1,13,43,0,13,43,-0.0668193365153276,0.0627403410153788,-0.00407899549994872
65,FRA_2018_1,1,13,14,0,13,14,-0.0548245915559306,0.0627403410153788,0.00791574945944825
65,FRA_2018_1,1,1,61,0,1,61,-0.0887285256653539,0.0627403410153788,-0.0259881846499751
65,FRA_2018_1,1,8,56,0,8,56,-0.069788262158067,0.0627403410153788,-0.00704792114268817
