Genotype,Envir,Management,Row,Position,Fruit_weight,R,P,Fruit_weight_spats_residuals,Fruit_weight_spats_geno_pred_values,Fruit_weight_spats_adj_pheno
678,ESP_2022_1,1,5,96,13.6125,5,96,2.47906578279132,11.6865949576134,14.1656607404047
68,ESP_2022_1,1,5,123,3.12,5,123,-4.13273997896921,7.27344040414973,3.14070042518052
681,ESP_2022_1,1,2,41,1.98,2,41,-4.50269312538625,6.88751255945128,2.38481943406504
691,ESP_2022_1,1,9,105,42.46,9,105,9.67642568316153,31.4164935766541,41.0929192598156
691,ESP_2022_1,1,8,10,40.8,8,10,9.33453492330051,31.4164935766541,40.7510284999546
697,ESP_2022_1,1,4,42,14.36875,4,42,-1.40234121263268,16.1868143109112,14.7844730982785
697,ESP_2022_1,1,2,122,20.48,2,122,5.81402415441556,16.1868143109112,22.0008384653268
71,ESP_2022_1,1,1,27,9.10925,1,27,-2.07311033258704,10.8887490982519,8.81563876566488
71,ESP_2022_1,1,7,116,13.13375,7,116,1.40603069667247,10.8887490982519,12.2947797949244
72,ESP_2022_1,1,7,84,5.2555,7,84,-3.05441172111625,8.3983312300856,5.34391950896935
722,ESP_2022_1,1,9,30,7.384,9,30,-1.14121008613516,8.73062130498308,7.58941121884792
722,ESP_2022_1,1,9,74,7.385,9,74,-1.59466603196564,8.73062130498308,7.13595527301744
737,ESP_2022_1,1,2,127,4.29,2,127,-2.13466416911007,7.93327769240097,5.7986135232909
737,ESP_2022_1,1,4,39,6.237,4,39,-1.36555114426379,7.93327769240097,6.56772654813718
739,ESP_2022_1,1,7,8,13.3825,7,8,0.884517263197846,12.2297438563435,13.1142611195413
739,ESP_2022_1,1,4,22,24.5,4,22,12.0225632232543,12.2297438563435,24.2523070795977
739,ESP_2022_1,1,7,69,5.6405,7,69,-6.26434289172184,12.2297438563435,5.96540096462162
739,ESP_2022_1,1,7,7,19.328,7,7,6.80662596702364,12.2297438563435,19.0363698233671
739,ESP_2022_1,1,3,115,12.15,3,115,0.998992648541495,12.2297438563435,13.228736504885
739,ESP_2022_1,1,6,123,16.4025,6,123,3.51763830502386,12.2297438563435,15.7473821613673
739,ESP_2022_1,1,7,61,7.9875,7,61,-3.86206869793496,12.2297438563435,8.3676751584085
739,ESP_2022_1,1,5,105,6.15,5,105,-5.68559116602814,12.2297438563435,6.54415269031532
739,ESP_2022_1,1,5,127,14.235,5,127,1.94374948289936,12.2297438563435,14.1734933392428
739,ESP_2022_1,1,6,50,5.763,6,50,-6.11003185859408,12.2297438563435,6.11971199774937
739,ESP_2022_1,1,9,41,9.5985,9,41,-2.41863887528141,12.2297438563435,9.81110498106205
739,ESP_2022_1,1,9,27,2.94,9,27,-9.09865480562475,12.2297438563435,3.13108905071871
739,ESP_2022_1,1,9,85,8.528,9,85,-4.28183033676747,12.2297438563435,7.94791351957598
739,ESP_2022_1,1,6,108,23.14375,6,108,10.6629275399743,12.2297438563435,22.8926713963178
739,ESP_2022_1,1,2,11,14.76,2,11,1.50255157334444,12.2297438563435,13.7322954296879
74,ESP_2022_1,1,3,6,10.442,3,6,-1.09239668049388,10.4450667240981,9.3526700436042
740,ESP_2022_1,1,3,22,8.57475,3,22,0.383739933160925,7.83779769414656,8.22153762730748
740,ESP_2022_1,1,5,51,3.26025,5,51,-3.97548304443627,7.83779769414656,3.86231464971029
743,ESP_2022_1,1,7,77,4.6945,7,77,-5.17364388119412,10.0877292980641,4.91408541686994
743,ESP_2022_1,1,5,43,7.24225,5,43,-2.38740232289789,10.0877292980641,7.70032697516617
743,ESP_2022_1,1,2,42,10.5,2,42,0.856921533640401,10.0877292980641,10.9446508317045
743,ESP_2022_1,1,2,74,8.76,2,74,0.0261635919443641,10.0877292980641,10.1138928900084
743,ESP_2022_1,1,1,53,13.447,1,53,4.27735763766541,10.0877292980641,14.3650869357295
743,ESP_2022_1,1,7,67,10.71,7,67,0.965660590358191,10.0877292980641,11.0533898884223
748,ESP_2022_1,1,7,37,6.54675,7,37,-3.78051013534164,10.6043447377396,6.82383460239792
748,ESP_2022_1,1,8,104,14.2975,8,104,2.84079847903351,10.6043447377396,13.4451432167731
75,ESP_2022_1,1,7,22,3.74625,7,22,-5.06981794804648,8.8494908379027,3.77967288985622
75,ESP_2022_1,1,1,115,9.3,1,115,2.44789100029148,8.8494908379027,11.2973818381942
750,ESP_2022_1,1,3,106,15.453,3,106,2.45683095412229,14.1475511728383,16.6043821269606
757,ESP_2022_1,1,5,52,16.2,5,52,2.56059063454362,14.2557912303143,16.8163818648579
77,ESP_2022_1,1,7,71,18.98815,7,71,-1.39359043845406,20.6840468322965,19.2904563938425
77,ESP_2022_1,1,2,38,30.52,2,38,10.1163521072864,20.6840468322965,30.8003989395829
779,ESP_2022_1,1,7,34,4.8375,7,34,-3.43305163834068,8.50761853170683,5.07456689336615
779,ESP_2022_1,1,8,73,8.93,8,73,0.483403493249375,8.50761853170683,8.99102202495621
7828,ESP_2022_1,1,6,48,1.265,6,48,-3.54598453311447,5.14555595565327,1.59957142253881
7828,ESP_2022_1,1,3,96,3.14125,3,96,-0.795882695782407,5.14555595565327,4.34967325987087
7828,ESP_2022_1,1,7,57,2.403,7,57,-2.35099307503263,5.14555595565327,2.79456288062064
7828,ESP_2022_1,1,6,86,5.4285,6,86,0.520315325794599,5.14555595565327,5.66587128144787
786,ESP_2022_1,1,4,34,8.288,4,34,-3.28538324829096,11.7490040591284,8.46362081083743
786,ESP_2022_1,1,8,66,15.015,8,66,3.44295006862204,11.7490040591284,15.1919541277504
787,ESP_2022_1,1,7,46,3.7555,7,46,-2.25117714676871,6.36781162692395,4.11663448015523
787,ESP_2022_1,1,7,75,3.36825,7,75,-2.74970494794309,6.36781162692395,3.61810667898085
8,ESP_2022_1,1,5,41,13.5,5,41,1.140897243405,12.774795012601,13.915692256006
80,ESP_2022_1,1,9,97,12.26,9,97,1.21631689092127,10.0134465533367,11.229763444258
80,ESP_2022_1,1,4,101,3.7195,4,101,-5.48528292141014,10.0134465533367,4.52816363192659
80,ESP_2022_1,1,6,38,6.40375,6,38,-3.42046271885006,10.0134465533367,6.59298383448668
80,ESP_2022_1,1,9,17,16.0765,9,17,6.18327793727939,10.0134465533367,16.1967244906161
81,ESP_2022_1,1,4,54,2.42075,4,54,-4.14411541833653,7.26157376957709,3.11745835124055
810,ESP_2022_1,1,4,94,1.135,4,94,-4.68294534496618,6.69947698987086,2.01653164490468
82,ESP_2022_1,1,9,62,13.005,9,62,2.18538593726571,10.8287017489981,13.0140876862638
82,ESP_2022_1,1,2,76,6.5325,2,76,-2.91002738452831,10.8287017489981,7.91867436446975
89,ESP_2022_1,1,3,17,6.175,3,17,-4.46924643895434,10.0669712681663,5.597724829212
89,ESP_2022_1,1,4,93,12.1905,4,93,3.01440479500564,10.0669712681663,13.081376063172
929,ESP_2022_1,1,8,22,7.99875,8,22,-0.358133240564645,8.48783628533583,8.12970304477118
929,ESP_2022_1,1,5,75,5.1185,5,75,-2.61047830503971,8.48783628533583,5.87735798029612
93,ESP_2022_1,1,8,4,7.63175,8,4,-3.13119488025486,10.611297987352,7.48010310709717
93,ESP_2022_1,1,7,123,13.8825,7,123,2.19814865793206,10.611297987352,12.8094466452841
94,ESP_2022_1,1,2,85,2.27,2,85,-3.82848492510746,7.59083329109416,3.7623483659867
95,ESP_2022_1,1,8,57,9.9594,8,57,-1.89114823492434,12.1232637011938,10.2321154662695
95,ESP_2022_1,1,7,124,15.6366,7,124,2.40748298055816,12.1232637011938,14.530746681752
950,ESP_2022_1,1,5,6,4.736,5,6,-2.34367742697305,6.4313482153652,4.08767078839214
950,ESP_2022_1,1,6,72,3.437,6,72,-2.59629804716357,6.4313482153652,3.83505016820163
953,ESP_2022_1,1,6,78,13.63925,6,78,4.48071701663987,9.50496219162732,13.9856792082672
953,ESP_2022_1,1,7,42,2.7,7,42,-6.47430451434525,9.50496219162732,3.03065767728207
997,ESP_2022_1,1,4,20,2.254,4,20,-4.72522151854653,6.65537531724022,1.93015379869369
ACW_25358,ESP_2022_1,1,4,51,20.25,4,51,4.55208054252256,16.3332743261295,20.8853548686521
ACW_25363,ESP_2022_1,1,1,50,8.557,1,50,-1.09005658788905,10.4475078626696,9.35745127478056
ACW_25365,ESP_2022_1,1,6,73,6.1125,6,73,-1.7410590713655,8.24521862732494,6.50415955595944
ACW_25365,ESP_2022_1,1,4,7,7.632,4,7,-1.46012746770065,8.24521862732494,6.78509115962429
ACW_25371,ESP_2022_1,1,5,102,1.885,5,102,-3.16854524705143,5.5034698350982,2.33492458804676
ACW_25371,ESP_2022_1,1,3,34,2.7,3,34,-2.66090096879946,5.5034698350982,2.84256886629874
ACW_25372,ESP_2022_1,1,1,79,3.80625,1,79,-2.99215657630459,8.46327457248246,5.47111799617787
ACW_25375,ESP_2022_1,1,5,50,16.94,5,50,6.64413011637721,10.882307984909,17.5264381012862
ACW_25375,ESP_2022_1,1,6,104,3.71175,6,104,-7.31738424884698,10.882307984909,3.56492373606202
ACW_25454,ESP_2022_1,1,4,5,3.465,4,5,-4.5368557020191,7.07125046130916,2.53439475929006
ACW_25454,ESP_2022_1,1,1,116,5.28,1,116,0.210295021705566,7.07125046130916,7.28154548301473
ACW_25469,ESP_2022_1,1,8,99,12.96,8,99,3.32804839030407,8.96103310413416,12.2890814944382
ACW_25469,ESP_2022_1,1,8,11,3.15225,8,11,-5.8430501370981,8.96103310413416,3.11798296703606
ACW_25580,ESP_2022_1,1,8,65,26.4,8,65,9.40000470113301,17.1900225517831,26.5900272529161
ACW_25580,ESP_2022_1,1,6,126,13.89825,6,126,-4.02663928341464,17.1900225517831,13.1633832683684
ACW_25581,ESP_2022_1,1,2,28,4.38075,2,28,-3.60810994452475,7.82072413566581,4.21261419114105
ACW_25584,ESP_2022_1,1,7,112,11.984,7,112,-0.150502911333808,11.4276317753413,11.2771288640075
ACW_25586,ESP_2022_1,1,9,111,10.115,9,111,-0.491129799814912,8.9735043005164,8.48237450070149
ACW_25586,ESP_2022_1,1,8,50,6.6555,8,50,-2.01191697040882,8.9735043005164,6.96158733010758
ACW_25591,ESP_2022_1,1,7,6,7.96425,7,6,-3.12756442559733,10.7778228966684,7.65025847107102
ACW_25591,ESP_2022_1,1,6,114,13.5424,6,114,2.35415015262643,10.7778228966684,13.1319730492948
ACW_25592,ESP_2022_1,1,3,78,12.054,3,78,-2.55965858143022,15.7949551740024,13.2352965925722
ACW_25592,ESP_2022_1,1,2,35,22.24,2,35,6.59570259836447,15.7949551740024,22.3906577723669
ACW_25619,ESP_2022_1,1,4,83,8.1,4,83,0.583573983492561,8.46012153459428,9.04369551808684
ACW_25619,ESP_2022_1,1,4,10,5.603,4,10,-3.57875308409417,8.46012153459428,4.88136845050011
ACW_25622,ESP_2022_1,1,5,83,24.85725,5,83,8.58662484451801,16.9848200908412,25.5714449353592
ACW_25622,ESP_2022_1,1,8,18,13.5,8,18,-3.40996794918496,16.9848200908412,13.5748521416562
ACW_25628,ESP_2022_1,1,1,77,14.75,1,77,2.30422550459804,14.0714739235394,16.3756994281375
ACW_25628,ESP_2022_1,1,3,1,15.48,3,1,0.0796772632440153,14.0714739235394,14.1511511867834
DLO_12_066,ESP_2022_1,1,3,65,20.538,3,65,6.16767355226238,15.3898787429591,21.5575522952215
DLO_12_066,ESP_2022_1,1,7,128,14.1075,7,128,-2.51993865130011,15.3898787429591,12.869940091659
DLO_12_084,ESP_2022_1,1,7,111,10.4615,7,111,-0.879897513528967,10.666741674835,9.78684416130608
DLO_12_120,ESP_2022_1,1,8,110,9.7405,8,110,-1.43100236138222,10.0918399387781,8.66083757739589
DLO_12_140,ESP_2022_1,1,8,31,7.375,8,31,-0.52853755515082,8.13639460617313,7.60785705102231
DLO_12_140,ESP_2022_1,1,7,99,5.6575,7,99,-2.77696845602371,8.13639460617313,5.35942615014942
DLO_12_141,ESP_2022_1,1,5,26,10.93925,5,26,1.87330604538965,9.08444481874179,10.9577508641314
DLO_12_141,ESP_2022_1,1,3,107,3.67,3,107,-4.27000445452352,9.08444481874179,4.81444036421827
DLO_12_162,ESP_2022_1,1,2,106,12.648,2,106,0.740935846404536,13.4626779957236,14.2036138421282
DLO_12_162,ESP_2022_1,1,1,2,16.261,1,2,1.0593708629637,13.4626779957236,14.5220488586873
DLO_12_221,ESP_2022_1,1,4,6,5.4375,4,6,-3.19864377642773,7.74860837623996,4.54996459981223
DLO_12_221,ESP_2022_1,1,2,93,5.7275,2,93,-0.478596842321097,7.74860837623996,7.27001153391886
DLO_12_233,ESP_2022_1,1,8,39,5.9175,8,39,-3.15691528068732,9.36688101590599,6.20996573521867
DLO_12_233,ESP_2022_1,1,2,95,8.8485,2,95,1.03096219671807,9.36688101590599,10.3978432126241
DLO_12_259,ESP_2022_1,1,7,55,27.1425,7,55,4.89831905412478,22.6352133899995,27.5335324441243
DLO_12_259,ESP_2022_1,1,6,106,28.529,6,106,5.69484460078329,22.6352133899995,28.3300579907828
DLO_12_289,ESP_2022_1,1,1,65,6.76,1,65,-1.71320112156158,9.79745574351619,8.08425462195461
FuGa_015,ESP_2022_1,1,9,81,6.5,9,81,-0.516469075811191,6.56715387539828,6.05068479958708
FuGa_015,ESP_2022_1,1,8,9,2.34,8,9,-4.29332213740553,6.56715387539828,2.27383173799274
FuGa_016,ESP_2022_1,1,4,119,15.28,4,119,2.56376741090274,13.2732642635167,15.8370316744194
FuGa_016,ESP_2022_1,1,9,23,12.1605,9,23,-0.945034037501765,13.2732642635167,12.3282302260149
FuGa_140,ESP_2022_1,1,2,54,5.445,2,54,-3.19809245922124,9.51448341174648,6.31639095252523
FuGa_140,ESP_2022_1,1,6,121,11.3275,6,121,1.21363207009121,9.51448341174648,10.7281154818377
FuGa_187,ESP_2022_1,1,4,14,14.14875,4,14,1.32372517246337,12.2645290498989,13.5882542223623
FuGa_187,ESP_2022_1,1,4,96,10.73,4,96,-0.671972469946953,12.2645290498989,11.592556579952
FuGa_215,ESP_2022_1,1,5,38,2.185,5,38,-4.43122356006114,6.96206820406354,2.5308446440024
FuGa_217,ESP_2022_1,1,8,15,1.935,8,15,-4.53285395807859,6.49768610416142,1.96483214608283
FuGa_217,ESP_2022_1,1,4,97,5.301,4,97,-0.343529549259171,6.49768610416142,6.15415655490225
FuGa_243,ESP_2022_1,1,9,51,18.7335,9,51,4.29983142841867,14.5871730327149,18.8870044611336
FuGa_243,ESP_2022_1,1,3,98,11.9635,3,98,-1.4215758672636,14.5871730327149,13.1655971654513
FuGa_270,ESP_2022_1,1,3,31,18.056,3,31,4.34853270427131,13.7312143361381,18.0797470404094
FuGa_270,ESP_2022_1,1,8,128,13.225,8,128,-2.29080517018577,13.7312143361381,11.4404091659523
FuGa_352,ESP_2022_1,1,6,95,6.95625,6,95,-1.59632899301239,8.61755047560392,7.02122148259153
FuGa_352,ESP_2022_1,1,7,58,6.98,7,58,-1.24793761743417,8.61755047560392,7.36961285816976
FuPi_005,ESP_2022_1,1,1,23,6.15,1,23,-2.91061052654419,8.54834180743501,5.63773128089082
FuPi_013,ESP_2022_1,1,4,40,16.8265,4,40,6.04207360567926,11.1421183863602,17.1841919920394
FuPi_013,ESP_2022_1,1,5,112,4.4225,5,112,-6.46627165989731,11.1421183863602,4.67584672646288
FuPi_023,ESP_2022_1,1,1,73,9.519,1,73,0.053257352095903,11.0024167701953,11.0556741222912
FuPi_023,ESP_2022_1,1,2,60,9.34375,2,60,-0.611374358184671,11.0024167701953,10.3910424120106
FuPi_052,ESP_2022_1,1,8,35,22.176,8,35,5.31407541445251,17.1281723867171,22.4422478011696
FuPi_054,ESP_2022_1,1,7,106,16.94,7,106,2.36965409358629,14.0566099868528,16.4262640804391
FuPi_087,ESP_2022_1,1,8,52,19.0495,8,52,3.80006296448858,15.5487843822628,19.3488473467514
FuPi_097,ESP_2022_1,1,4,11,26.1025,4,11,5.83632275896935,19.5837332314265,25.4200559903958
FuPi_097,ESP_2022_1,1,5,106,21.042,5,106,1.83167055282616,19.5837332314265,21.4154037842526
FuPi_106,ESP_2022_1,1,8,40,34.571,8,40,11.3946347328771,23.4712922521591,34.8659269850362
FuPi_107,ESP_2022_1,1,6,105,12.105,6,105,1.63482422650168,10.2980988928631,11.9329231193648
FuPi_107,ESP_2022_1,1,2,44,6.9075,2,44,-2.86810530374065,10.2980988928631,7.42999358912243
FuPi_114,ESP_2022_1,1,1,120,10.8,1,120,0.547579124712598,12.2675181856449,12.8150973103575
FuPi_114,ESP_2022_1,1,1,46,11.741,1,46,0.107038984354512,12.2675181856449,12.3745571699994
GaCr_002,ESP_2022_1,1,3,14,5.40175,3,14,-3.37564647419836,8.0632254549357,4.68757898073734
GaCr_010,ESP_2022_1,1,7,101,18.908,7,101,1.36063726029503,17.1897956458623,18.5504329061574
GaCr_010,ESP_2022_1,1,9,6,21.19,9,6,4.01251064381174,17.1897956458623,21.2023062896741
GaCr_017,ESP_2022_1,1,9,58,15.4275,9,58,-3.21036541216684,18.7095717445322,15.4992063323653
GaCr_017,ESP_2022_1,1,8,123,30.34,8,123,10.040381374062,18.7095717445322,28.7499531185942
GaCr_041,ESP_2022_1,1,8,91,13.56,8,91,-4.10389419512306,17.2627966789021,13.158902483779
GaCr_041,ESP_2022_1,1,6,17,27.10725,6,17,9.54702140296691,17.2627966789021,26.809818081869
GaCr_043,ESP_2022_1,1,8,125,10.36775,8,125,-1.4119299919521,10.1117358593798,8.6998058674277
GaCr_052,ESP_2022_1,1,6,7,28.02525,6,7,10.5673244175797,16.8762897887789,27.4436142063586
GaCr_052,ESP_2022_1,1,7,119,12.32,7,119,-5.49470543316993,16.8762897887789,11.381584355609
GaCr_055,ESP_2022_1,1,3,58,13.83375,3,58,1.53178465239333,13.1825610681993,14.7143457205926
GaCr_056,ESP_2022_1,1,1,5,21.36,1,5,-0.00978340855061077,19.8107335777174,19.8009501691667
GaCr_056,ESP_2022_1,1,8,119,29.1375,8,119,7.89538084894605,19.8107335777174,27.7061144266634
GaCr_057,ESP_2022_1,1,7,47,4.53125,7,47,-1.79839248828203,6.696981630479,4.89858914219697
GaCr_057,ESP_2022_1,1,8,122,5.3595,8,122,-2.88694492574872,6.696981630479,3.81003670473028
GaCr_061,ESP_2022_1,1,4,92,10.8375,4,92,-2.27081074192092,14.0074062240753,11.7365954821544
GaCr_061,ESP_2022_1,1,9,24,18.4275,9,24,4.59329776242565,14.0074062240753,18.6007039865009
GaPi_007,ESP_2022_1,1,9,73,16.9125,9,73,4.03896193886762,12.6497203039614,16.688682242829
GaPi_007,ESP_2022_1,1,6,18,9.9015,6,18,-3.01796219089874,12.6497203039614,9.63175811306269
GaPi_014,ESP_2022_1,1,5,14,15.63,5,14,1.79069370281037,13.4698570778308,15.2605507806412
GaPi_014,ESP_2022_1,1,1,66,12.1325,1,66,0.0164949251611102,13.4698570778308,13.4863520029919
GaPi_017,ESP_2022_1,1,2,72,15.82425,2,72,1.70497312798054,15.4375980559244,17.1425711839049
GaPi_017,ESP_2022_1,1,5,48,16.874,5,48,1.9885058420321,15.4375980559244,17.4261038979565
GaPi_028,ESP_2022_1,1,8,87,14.608,8,87,2.41344786788299,11.9161141178337,14.3295619857167
GaPi_028,ESP_2022_1,1,2,6,11.1135,2,6,-2.09568816987999,11.9161141178337,9.82042594795371
GaPi_033,ESP_2022_1,1,8,44,5.148,8,44,-4.15814117142,9.61472495816612,5.45658378674612
GaPi_033,ESP_2022_1,1,8,109,12.926,8,109,2.2697730337538,9.61472495816612,11.8844979919199
GaPi_035,ESP_2022_1,1,8,20,13.851,8,20,1.88829866561406,12.0665346182757,13.9548332838898
GaPi_035,ESP_2022_1,1,4,115,10.024,4,115,-1.42634481787917,12.0665346182757,10.6401898003965
GaPi_038,ESP_2022_1,1,7,86,19.744,7,86,4.01502486868342,15.7730284120316,19.788053280715
GaPi_051,ESP_2022_1,1,5,62,9.72825,5,62,-2.92997937606917,13.3849222365858,10.4549428605166
GaPi_051,ESP_2022_1,1,5,90,17.4,5,90,4.65574886781953,13.3849222365858,18.0406711044053
GaPi_056,ESP_2022_1,1,7,20,6.324,7,20,-2.57773571869078,8.89559025874153,6.31785454005075
I_BB002,ESP_2022_1,1,9,102,34.4025,9,102,8.90328567774012,24.2603760253499,33.16366170309
I_BB002,ESP_2022_1,1,9,8,27.475,9,8,3.24777031027248,24.2603760253499,27.5081463356224
I_BB012,ESP_2022_1,1,5,39,9.58375,5,39,-3.10591948527608,13.0602479866545,9.95432850137838
I_BB012,ESP_2022_1,1,8,102,18.36,8,102,4.52045395739074,13.0602479866545,17.5807019440452
I_BB015,ESP_2022_1,1,3,70,9.512,3,70,1.75238738457269,8.85555722356312,10.6079446081358
I_BB015,ESP_2022_1,1,8,17,4.4275,8,17,-4.36849905236464,8.85555722356312,4.48705817119848
I_BB022,ESP_2022_1,1,7,129,9.7875,7,129,-1.50132612493738,10.0184795720323,8.51715344709492
I_BB028,ESP_2022_1,1,8,48,20.58,8,48,4.55360145245843,16.3348609094556,20.888462361914
I_BB031,ESP_2022_1,1,2,70,13.3,2,70,3.20778471870745,11.3717099383353,14.5794946570427
I_BB031,ESP_2022_1,1,4,44,7.4905,4,44,-3.41189469633098,11.3717099383353,7.95981524200428
I_BB039,ESP_2022_1,1,4,27,12.8125,4,27,3.93293788608299,8.81608227789776,12.7490201639808
I_BB039,ESP_2022_1,1,4,75,1.29,4,75,-6.58689051444349,8.81608227789776,2.22919176345427
I_BB049,ESP_2022_1,1,7,10,1.9,7,10,-4.81545381200113,6.49430314571588,1.67884933371475
I_BB049,ESP_2022_1,1,1,80,4.7475,1,80,-0.0641726230971162,6.49430314571588,6.43013052261876
I_BB056,ESP_2022_1,1,8,59,14.0125,8,59,0.873522420776725,13.3955545552525,14.2690769760293
I_BB056,ESP_2022_1,1,1,72,12.7455,1,72,0.862439286431769,13.3955545552525,14.2579938416843
I_BB070,ESP_2022_1,1,9,126,30.9825,9,126,6.15590099053859,22.5183908705816,28.6742918611202
I_BB070,ESP_2022_1,1,8,28,26.64,8,28,4.32527577556431,22.5183908705816,26.8436666461459
I_CC003,ESP_2022_1,1,1,16,16.548,1,16,0.936899608167117,14.7016893626031,15.6385889707702
I_CC003,ESP_2022_1,1,9,124,18.972,9,124,2.05113211228887,14.7016893626031,16.752821474892
I_CC044,ESP_2022_1,1,9,15,20.64,9,15,5.20655705381049,15.5363932064028,20.7429502602133
I_CC044,ESP_2022_1,1,5,120,14.0335,5,120,-1.41837235765672,15.5363932064028,14.1180208487461
I_CC048,ESP_2022_1,1,2,31,40.369,2,31,9.44240842516739,30.897438849284,40.3398472744513
I_CC048,ESP_2022_1,1,9,100,41.122,9,100,9.07098266877801,30.897438849284,39.968421518062
I_CC052,ESP_2022_1,1,3,41,7.57575,3,41,-0.0859297106414783,8.05908704368883,7.97315733304735
I_CC052,ESP_2022_1,1,7,100,5.0925,7,100,-3.29368387368638,8.05908704368883,4.76540317000244
I_CC055,ESP_2022_1,1,4,91,19.824,4,91,2.71442497289431,18.0159237190644,20.7303486919587
I_CC055,ESP_2022_1,1,1,19,22.204,1,19,3.45065511289614,18.0159237190644,21.4665788319605
I_CC057,ESP_2022_1,1,8,101,12.49325,8,101,1.43505957153187,10.3157581377881,11.7508177093199
I_CC057,ESP_2022_1,1,9,48,7.48725,9,48,-2.65141237237642,10.3157581377881,7.66434576541164
I_CC059,ESP_2022_1,1,6,103,34.9965,6,103,16.3009003422323,18.5721601639695,34.8730605062017
I_CC059,ESP_2022_1,1,2,10,10.0485,2,10,-9.60260808797219,18.5721601639695,8.96955207599728
I_CC067,ESP_2022_1,1,6,109,10.115,6,109,-1.55853505026897,11.3979762288991,9.83944117863014
I_CC067,ESP_2022_1,1,7,35,12.528,7,35,1.37960412352836,11.3979762288991,12.7775803524275
I_CC070,ESP_2022_1,1,7,126,19.6175,7,126,1.02892330936247,17.4176167150356,18.4465400243981
I_CC070,ESP_2022_1,1,3,54,21.195,3,54,4.562615474072,17.4176167150356,21.9802321891076
I_CC075,ESP_2022_1,1,9,125,27.23175,9,125,6.22247027370694,18.7450568701113,24.9675271438182
I_CC075,ESP_2022_1,1,9,4,19.3965,9,4,0.641561979159082,18.7450568701113,19.3866188492704
I_J012,ESP_2022_1,1,9,87,4.378,9,87,-3.66223746559393,7.39205186488039,3.72981439928645
I_J012,ESP_2022_1,1,1,3,8.7125,1,3,-0.356800732845004,7.39205186488039,7.03525113203538
I_J030,ESP_2022_1,1,8,88,10.865,8,88,-0.336883222229233,10.8930984028515,10.5562151806223
I_J030,ESP_2022_1,1,6,37,10.395,6,37,-0.326027139704591,10.8930984028515,10.5670712631469
I_J033,ESP_2022_1,1,8,69,7.0245,8,69,-1.27592958465578,8.4334446492529,7.15751506459711
I_J033,ESP_2022_1,1,4,50,6.075,4,50,-1.7448221658705,8.4334446492529,6.6886224833824
I_J036,ESP_2022_1,1,1,38,9.197,1,38,1.73206613403691,7.73380720518618,9.46587333922309
I_J036,ESP_2022_1,1,5,88,1.645,5,88,-5.42349525946443,7.73380720518618,2.31031194572175
I_J046,ESP_2022_1,1,9,19,19.28275,9,19,7.18465737240374,12.2359841014793,19.4206414738831
I_J046,ESP_2022_1,1,9,86,6.29,9,86,-6.56026805821814,12.2359841014793,5.67571604326119
I_J054,ESP_2022_1,1,9,110,9.7625,9,110,-4.86799883878223,13.0437376511412,8.17573881235895
I_J054,ESP_2022_1,1,4,13,19.9125,4,13,6.26670638714559,13.0437376511412,19.3104440382868
I_J056,ESP_2022_1,1,9,37,2.4,9,37,-4.38859701131396,7.00653538117572,2.61793836986177
I_J063,ESP_2022_1,1,3,62,10.78,3,62,2.49839548116257,9.24621214167867,11.7446076228412
I_J063,ESP_2022_1,1,7,85,4.44,7,85,-4.74002259671115,9.24621214167867,4.50618954496752
I_J064,ESP_2022_1,1,8,79,4.2225,8,79,-3.63605117606144,7.79157639258103,4.15552521651959
I_J069,ESP_2022_1,1,6,11,17.28,6,11,2.55962670641725,14.2547856794551,16.8144123858723
I_M007,ESP_2022_1,1,5,11,19.66675,5,11,-0.936299081752722,20.1297122886198,19.193413206867
I_M007,ESP_2022_1,1,9,70,29.41,9,70,9.12767175801022,20.1297122886198,29.25738404663
I_M013,ESP_2022_1,1,5,108,14.6055,5,108,-0.203862772978084,15.1428530634166,14.9389902904385
I_M013,ESP_2022_1,1,2,27,18.9735,2,27,3.61479712003377,15.1428530634166,18.7576501834504
I_M014,ESP_2022_1,1,2,101,16.98,2,101,4.68981996984898,13.8487620759279,18.5385820457768
I_M014,ESP_2022_1,1,7,39,11.02875,7,39,-2.51941034560896,13.8487620759279,11.3293517303189
I_M024,ESP_2022_1,1,4,46,17.325,4,46,6.92250372754123,10.9219462995747,17.8444500271159
I_M024,ESP_2022_1,1,8,93,3.8295,8,93,-7.55776029276963,10.9219462995747,3.36418600680507
I_M026,ESP_2022_1,1,4,12,10.164,4,12,-0.534019663668241,10.0568943195148,9.52287465584652
I_M026,ESP_2022_1,1,1,100,7.2025,1,100,-0.930481814135789,10.0568943195148,9.12641250537897
I_M029,ESP_2022_1,1,6,119,16.576,6,119,-0.467183825467167,16.4984741840932,16.0312903586261
I_M029,ESP_2022_1,1,3,38,21.385,3,38,5.17762611379504,16.4984741840932,21.6761002978883
I_M047,ESP_2022_1,1,9,80,27.59925,9,80,7.21516515688278,19.9647379652398,27.1799031221226
I_M047,ESP_2022_1,1,3,48,20.16375,3,48,0.818061972607751,19.9647379652398,20.7827999378476
I_M048,ESP_2022_1,1,3,27,33.3925,3,27,11.057660199703,22.1959904422504,33.2536506419534
I_M048,ESP_2022_1,1,9,95,22.26,9,95,-0.885538751856544,22.1959904422504,21.3104516903939
I_M052,ESP_2022_1,1,7,117,15.5295,7,117,1.50339406948213,13.1529445706001,14.6563386400822
