Genotype,Envir,Management,Row,Position,Flowering_end,R,P,Flowering_end_spats_residuals,Flowering_end_spats_geno_pred_values,Flowering_end_spats_adj_pheno
2670,ESP_2020_1,1,1,107,100,1,107,-2.01615227521985,101.8573174365,99.8411651612797
2670,ESP_2020_1,1,5,17,97,5,17,-4.17621973764548,101.8573174365,97.6810976988541
2671,ESP_2020_1,1,4,95,104,4,95,-1.08497605600445,106.685723903569,105.600747847565
2671,ESP_2020_1,1,8,42,108,8,42,0.525031874172214,106.685723903569,107.210755777742
270,ESP_2020_1,1,5,47,118,5,47,7.77360736537064,110.632585885978,118.406193251349
270,ESP_2020_1,1,9,90,106,9,90,-3.72946209728188,110.632585885978,106.903123788696
2720,ESP_2020_1,1,1,12,100,1,12,-5.39729439571418,105.056766837332,99.6594724416174
2720,ESP_2020_1,1,2,114,108,2,114,2.9371408636524,105.056766837332,107.993907700984
2722,ESP_2020_1,1,8,121,106,8,121,-0.930239230345123,105.682781207518,104.752541977173
2722,ESP_2020_1,1,4,38,104,4,38,-0.799656651431491,105.682781207518,104.883124556087
2732,ESP_2020_1,1,5,118,108,5,118,-0.678114335880622,108.868221126346,108.190106790466
2732,ESP_2020_1,1,4,35,111,4,35,2.66409460812235,108.868221126346,111.532315734469
2762,ESP_2020_1,1,4,69,104,4,69,0.393067564961811,104.168313983916,104.561381548878
2762,ESP_2020_1,1,1,48,100,1,48,-3.88961822147128,104.168313983916,100.278695762445
2779,ESP_2020_1,1,2,59,119,2,59,5.97108589979379,112.284458379847,118.255544279641
2784,ESP_2020_1,1,8,72,118,8,72,5.46731366968035,112.201565534133,117.668879203814
2784,ESP_2020_1,1,6,5,111,6,5,0.407076151526212,112.201565534133,112.608641685659
2785,ESP_2020_1,1,6,27,106,6,27,-0.155809259593852,107.98028524297,107.824475983376
2785,ESP_2020_1,1,4,76,108,4,76,1.10599546275503,107.98028524297,109.086280705725
2794,ESP_2020_1,1,8,43,104,8,43,0.117110802009776,103.284752721474,103.401863523483
2794,ESP_2020_1,1,7,68,97,7,68,-4.64435244921091,103.284752721474,98.6404002722628
2796,ESP_2020_1,1,7,59,100,7,59,-1.39588886410172,102.968435812071,101.572546947969
2796,ESP_2020_1,1,9,118,100,9,118,-3.50034246449782,102.968435812071,99.468093347573
2802,ESP_2020_1,1,3,59,114,3,59,4.19256717334399,108.145767550141,112.338334723485
2802,ESP_2020_1,1,2,126,106,2,126,-3.0493427165041,108.145767550141,105.096424833637
2809,ESP_2020_1,1,4,112,106,4,112,0.833853804394749,106.397699860103,107.231553664498
2809,ESP_2020_1,1,5,7,104,5,7,-1.72978350225411,106.397699860103,104.667916357849
2810,ESP_2020_1,1,3,69,108,3,69,0.322126770757166,106.868692199666,107.190818970423
2810,ESP_2020_1,1,2,36,108,2,36,-0.668634960786008,106.868692199666,106.20005723888
2813,ESP_2020_1,1,6,100,97,6,100,-4.12309454502201,101.796715417704,97.6736208726821
2813,ESP_2020_1,1,8,54,100,8,54,-2.13997087354683,101.796715417704,99.6567445441573
2817,ESP_2020_1,1,7,50,94,7,50,-4.17534651598533,99.8099231325367,95.6345766165514
2817,ESP_2020_1,1,7,80,94,7,80,-4.40534983067121,99.8099231325367,95.4045733018655
2820,ESP_2020_1,1,6,35,100,6,35,-3.46241775544844,104.898429467958,101.436011712509
2820,ESP_2020_1,1,8,98,106,8,98,0.817560675324501,104.898429467958,105.715990143282
2823,ESP_2020_1,1,5,93,118,5,93,5.16907769678394,112.377215951426,117.54629364821
2823,ESP_2020_1,1,2,25,115,2,25,0.910211671642045,112.377215951426,113.287427623068
2827,ESP_2020_1,1,5,85,118,5,85,6.57980133221697,110.771550260524,117.351351592741
2827,ESP_2020_1,1,4,57,108,4,57,-2.37355148240871,110.771550260524,108.397998778116
2830,ESP_2020_1,1,4,106,104,4,106,-1.18641157264533,106.385840792825,105.19942922018
2830,ESP_2020_1,1,5,19,106,5,19,0.276648047613335,106.385840792825,106.662488840439
2831,ESP_2020_1,1,9,2,106,9,2,-1.29592759022546,107.064361533959,105.768433943734
2831,ESP_2020_1,1,5,119,108,5,119,1.17767139423876,107.064361533959,108.242032928198
2836,ESP_2020_1,1,6,122,108,6,122,1.1374594992124,107.853666827862,108.991126327074
2836,ESP_2020_1,1,6,51,106,6,51,-0.334976081647113,107.853666827862,107.518690746215
2847,ESP_2020_1,1,9,64,112,9,64,6.96692956736604,104.189274847053,111.156204414419
2847,ESP_2020_1,1,3,52,100,3,52,-6.04788485753981,104.189274847053,98.1413899895131
2847,ESP_2020_1,1,2,66,100,2,66,-4.39114412145833,104.189274847053,99.7981307255946
2848,ESP_2020_1,1,7,87,115,7,87,7.12244876891982,108.770996080667,115.893444849587
2848,ESP_2020_1,1,1,30,104,1,30,-5.2498833586815,108.770996080667,103.521112721985
2849,ESP_2020_1,1,1,108,100,1,108,-4.43870094993019,104.218324334945,99.7796233850145
2849,ESP_2020_1,1,9,10,106,9,10,1.00048831754755,104.218324334945,105.218812652492
2850,ESP_2020_1,1,3,57,118,3,57,4.94081218825917,111.401254830532,116.342067018792
2855,ESP_2020_1,1,3,32,111,3,32,1.63307129502941,107.384334053416,109.017405348446
2855,ESP_2020_1,1,5,67,106,5,67,-1.37807347107226,107.384334053416,106.006260582344
2856,ESP_2020_1,1,8,106,106,8,106,-0.642907487240777,106.107953087589,105.465045600348
2856,ESP_2020_1,1,3,12,106,3,12,-0.591017322792396,106.107953087589,105.516935764797
286,ESP_2020_1,1,5,12,108,5,12,0.929600910551784,107.818542766918,108.74814367747
286,ESP_2020_1,1,4,102,106,4,102,-0.168090377053232,107.818542766918,107.650452389864
2862,ESP_2020_1,1,7,115,94,7,115,-7.95082028456517,102.37802182404,94.4272015394752
2862,ESP_2020_1,1,5,4,104,5,4,2.36585982748493,102.37802182404,104.743881651525
2865,ESP_2020_1,1,4,120,106,4,120,-0.432545042021317,107.00712962396,106.574584581938
2865,ESP_2020_1,1,9,43,108,9,43,0.24752673623685,107.00712962396,107.254656360197
2872,ESP_2020_1,1,8,75,111,8,75,3.0512372479055,108.168980072304,111.22021732021
2872,ESP_2020_1,1,3,33,108,3,33,-1.88093494317708,108.168980072304,106.288045129127
29,ESP_2020_1,1,6,41,104,6,41,-0.793798994070315,106.485251545709,105.691452551639
290,ESP_2020_1,1,7,4,108,7,4,1.22171340915885,107.618432263741,108.8401456729
290,ESP_2020_1,1,6,110,106,6,110,-0.693635577538856,107.618432263741,106.924796686202
2902,ESP_2020_1,1,6,127,111,6,127,2.51680903069236,109.631124711109,112.147933741801
2902,ESP_2020_1,1,9,34,111,9,34,0.359112760043899,109.631124711109,109.990237471153
2908,ESP_2020_1,1,1,112,100,1,112,-3.3996961250203,103.059744685211,99.6600485601907
2908,ESP_2020_1,1,6,61,100,6,61,-1.39002166918598,103.059744685211,101.669723016025
2936,ESP_2020_1,1,7,23,111,7,23,5.24905969047379,106.487545852762,111.736605543236
2936,ESP_2020_1,1,2,110,100,2,110,-6.0401823318002,106.487545852762,100.447363520962
2971,ESP_2020_1,1,6,64,111,6,64,2.78515712715659,108.92963135999,111.714788487146
2971,ESP_2020_1,1,1,84,108,1,84,-0.727540651243629,108.92963135999,108.202090708746
2974,ESP_2020_1,1,7,1,104,7,1,-1.34312330758557,106.167834593657,104.824711286071
2974,ESP_2020_1,1,5,110,106,5,110,0.179051411477317,106.167834593657,106.346886005134
2975,ESP_2020_1,1,9,38,106,9,38,-0.942183560652296,106.244075940494,105.301892379842
2975,ESP_2020_1,1,1,99,106,1,99,-0.13295135661383,106.244075940494,106.11112458388
2979,ESP_2020_1,1,6,8,104,6,8,-0.901731056525705,106.392726637446,105.49099558092
2980,ESP_2020_1,1,5,82,114,5,82,0.802506895342916,112.796507260967,113.59901415631
2980,ESP_2020_1,1,9,88,118,9,88,5.76589374763542,112.796507260967,118.562401008602
2990,ESP_2020_1,1,2,15,118,2,15,5.34006342041892,111.607020192563,116.947083612982
2990,ESP_2020_1,1,7,113,111,7,113,-0.159222030048255,111.607020192563,111.447798162514
2992,ESP_2020_1,1,7,76,97,7,76,-7.10777814287873,105.590847076446,98.4830689335677
2992,ESP_2020_1,1,2,8,111,2,8,5.2706393514588,105.590847076446,110.861486427905
2997,ESP_2020_1,1,4,52,104,4,52,-1.46799921179235,105.907292486311,104.439293274519
30,ESP_2020_1,1,9,61,111,9,61,0.295466921267007,110.587660823232,110.883127744499
30,ESP_2020_1,1,7,30,106,7,30,-3.6428330160401,110.587660823232,106.944827807192
30,ESP_2020_1,1,1,104,118,1,104,7.3391054240808,110.587660823232,117.926766247313
3010,ESP_2020_1,1,3,7,104,3,7,-1.79434902144438,105.627528665323,103.833179643878
3013,ESP_2020_1,1,3,117,108,3,117,-1.61866941328651,109.175282854079,107.556613440792
3013,ESP_2020_1,1,2,26,115,2,26,3.96284302176058,109.175282854079,113.138125875839
3026,ESP_2020_1,1,7,11,111,7,11,2.32419198821636,109.416725958477,111.740917946694
3026,ESP_2020_1,1,4,100,108,4,100,0.301629586330719,109.416725958477,109.718355544808
3042,ESP_2020_1,1,6,21,97,6,21,-2.87495698325675,101.517310822821,98.6423538395642
3042,ESP_2020_1,1,6,107,97,6,107,-3.71403920089131,101.517310822821,97.8032716219297
3062,ESP_2020_1,1,1,78,108,1,78,0.91947840726894,107.468941213869,108.388419621138
3062,ESP_2020_1,1,4,33,106,4,33,-0.565784724028475,107.468941213869,106.90315648984
308,ESP_2020_1,1,2,51,104,2,51,-2.80678569732625,105.420006706563,102.613221009237
308,ESP_2020_1,1,5,125,106,5,125,0.770358370328893,105.420006706563,106.190365076892
3148,ESP_2020_1,1,3,21,106,3,21,0.394415075089981,104.518122234301,104.912537309391
3148,ESP_2020_1,1,2,99,100,2,99,-3.48290776497501,104.518122234301,101.035214469326
3160,ESP_2020_1,1,9,123,108,9,123,-0.702950037863687,107.89716970019,107.194219662326
3160,ESP_2020_1,1,6,60,108,6,60,1.55618038208074,107.89716970019,109.453350082271
3170,ESP_2020_1,1,7,108,111,7,108,0.205065011876457,111.495532978956,111.700597990833
3170,ESP_2020_1,1,2,29,118,2,29,4.84572442677816,111.495532978956,116.341257405734
3172,ESP_2020_1,1,1,21,100,1,21,-6.21228326198616,105.723463808417,99.511180546431
3172,ESP_2020_1,1,3,68,111,3,68,4.52984440668548,105.723463808417,110.253308215103
3173,ESP_2020_1,1,5,129,107,5,129,-0.855479634023297,108.059332780878,107.203853146855
3173,ESP_2020_1,1,9,22,111,9,22,1.89787629119787,108.059332780878,109.957209072076
3190,ESP_2020_1,1,9,84,104,9,84,-1.05978722551646,105.5283498213,104.468562595784
3190,ESP_2020_1,1,5,23,104,5,23,-0.850255800799488,105.5283498213,104.678094020501
32,ESP_2020_1,1,6,117,104,6,117,-3.40704200056425,108.528895454395,105.121853453831
32,ESP_2020_1,1,7,44,114,7,44,6.93845328333019,108.528895454395,115.467348737725
32,ESP_2020_1,1,9,77,106,9,77,-2.39030209464119,108.528895454395,106.138593359754
32,ESP_2020_1,1,2,40,111,2,40,0.449041244289546,108.528895454395,108.977936698685
321,ESP_2020_1,1,2,37,111,2,37,0.52780126655108,108.439780346277,108.967581612829
321,ESP_2020_1,1,4,107,108,4,107,0.958394700026219,108.439780346277,109.398175046304
323,ESP_2020_1,1,7,18,108,7,18,-2.20756598227739,111.02535869922,108.817792716943
323,ESP_2020_1,1,3,71,118,3,71,6.7098881954232,111.02535869922,117.735246894643
324,ESP_2020_1,1,8,85,111,8,85,0.729565110859582,110.156606865442,110.886171976302
324,ESP_2020_1,1,2,39,115,2,39,2.7593415913511,110.156606865442,112.915948456794
327,ESP_2020_1,1,2,92,108,2,92,2.18958031429739,106.8756234338,109.065203748097
327,ESP_2020_1,1,5,61,104,5,61,-2.52800308809063,106.8756234338,104.347620345709
33,ESP_2020_1,1,3,95,100,3,95,-4.05749204582136,104.825522256658,100.768030210837
33,ESP_2020_1,1,3,4,106,3,4,1.32758731927296,104.825522256658,106.153109575931
330,ESP_2020_1,1,3,76,108,3,76,2.81847555623554,105.241899163149,108.060374719384
330,ESP_2020_1,1,3,5,100,3,5,-5.06266871473123,105.241899163149,100.179230448418
333,ESP_2020_1,1,2,121,118,2,121,6.1283922997367,111.008916906143,117.137309205879
333,ESP_2020_1,1,6,1,108,6,1,-1.64524975043062,111.008916906143,109.363667155712
334,ESP_2020_1,1,1,11,113,1,11,0.538741231530125,112.121183293407,112.659924524938
334,ESP_2020_1,1,9,36,113,9,36,-0.15744518435001,112.121183293407,111.963738109057
334,ESP_2020_1,1,2,118,118,2,118,5.39932636383151,112.121183293407,117.520509657239
338,ESP_2020_1,1,4,116,118,4,116,6.21232830288325,112.400841972752,118.613170275636
338,ESP_2020_1,1,4,8,111,4,8,-0.105478731943165,112.400841972752,112.295363240809
34,ESP_2020_1,1,2,48,106,2,48,-5.02121960538253,109.699033324709,104.677813719326
34,ESP_2020_1,1,3,111,118,3,111,7.9763580834079,109.699033324709,117.675391408117
345,ESP_2020_1,1,5,27,97,5,27,-7.42625209580925,105.425597536409,97.9993454405997
345,ESP_2020_1,1,9,66,111,9,66,5.39634657799209,105.425597536409,110.821944114401
353,ESP_2020_1,1,7,122,115,7,122,4.09655828399437,111.281591890816,115.378150174811
353,ESP_2020_1,1,7,64,111,7,64,0.704664812791791,111.281591890816,111.986256703608
366,ESP_2020_1,1,1,8,100,1,8,-4.53450165079597,104.291524665802,99.7570230150065
366,ESP_2020_1,1,7,70,104,7,70,1.18167859436892,104.291524665802,105.473203260171
37,ESP_2020_1,1,2,102,108,2,102,-0.44729013220261,109.467255592397,109.019965460195
37,ESP_2020_1,1,6,29,111,6,29,3.13205548423112,109.467255592397,112.599311076629
378,ESP_2020_1,1,8,108,106,8,108,-3.3858784774251,108.981092756285,105.59521427886
378,ESP_2020_1,1,9,53,115,9,53,5.50352564932283,108.981092756285,114.484618405607
40,ESP_2020_1,1,8,116,108,8,116,2.77268650799871,104.092037992753,106.864724500752
40,ESP_2020_1,1,6,10,94,6,10,-8.5853194820981,104.092037992753,95.5067185106548
40,ESP_2020_1,1,4,36,104,4,36,0.556336005823809,104.092037992753,104.648373998577
40,ESP_2020_1,1,2,78,104,2,78,0.610818819412927,104.092037992753,104.702856812166
40,ESP_2020_1,1,9,20,100,9,20,-5.0984474597912,104.092037992753,98.9935905329617
40,ESP_2020_1,1,3,118,111,3,118,6.15839756003794,104.092037992753,110.250435552791
405,ESP_2020_1,1,8,7,118,8,7,5.52882373745833,111.522230018873,117.051053756331
405,ESP_2020_1,1,3,109,111,3,109,-0.446891694787936,111.522230018873,111.075338324085
409,ESP_2020_1,1,6,6,97,6,6,-5.32317288506113,103.777537446125,98.4543645610634
409,ESP_2020_1,1,8,82,105,8,82,1.37077397671409,103.777537446125,105.148311422839
410,ESP_2020_1,1,4,127,106,4,127,-0.280795063907718,106.817179461686,106.536384397778
410,ESP_2020_1,1,7,17,106,7,17,-0.125803713155946,106.817179461686,106.69137574853
424,ESP_2020_1,1,1,97,104,1,97,-5.30097468517147,109.336398118036,104.035423432864
424,ESP_2020_1,1,1,26,118,1,26,7.83309230848835,109.336398118036,117.169490426524
428,ESP_2020_1,1,2,32,118,2,32,4.2569739748706,111.803530492227,116.060504467098
428,ESP_2020_1,1,1,103,113,1,103,1.15310041161686,111.803530492227,112.956630903844
43,ESP_2020_1,1,2,34,118,2,34,6.26866159789647,109.992053898526,116.260715496422
43,ESP_2020_1,1,6,69,106,6,69,-2.97170905631076,109.992053898526,107.020344842215
435,ESP_2020_1,1,6,22,108,6,22,1.14051555827061,108.467628066223,109.608143624494
435,ESP_2020_1,1,6,76,108,6,76,0.378165302427007,108.467628066223,108.84579336865
440,ESP_2020_1,1,1,118,111,1,118,1.8687204771238,108.230017148997,110.098737626121
440,ESP_2020_1,1,3,10,108,3,10,-0.627217263392595,108.230017148997,107.602799885605
445,ESP_2020_1,1,6,82,118,6,82,4.52973043948279,113.912241189493,118.441971628976
445,ESP_2020_1,1,8,41,118,8,41,3.34019501792834,113.912241189493,117.252436207421
447,ESP_2020_1,1,9,129,108,9,129,-1.32322117792334,108.22801001497,106.904788837047
447,ESP_2020_1,1,8,60,111,8,60,2.56238303169853,108.22801001497,110.790393046669
45,ESP_2020_1,1,8,23,111,8,23,5.56222956460751,104.15272256671,109.714952131317
45,ESP_2020_1,1,6,129,94,6,129,-9.07696790535591,104.15272256671,95.0757546613539
457,ESP_2020_1,1,4,9,111,4,9,0.410641207840257,112.025802016652,112.436443224492
457,ESP_2020_1,1,9,120,118,9,120,5.25871713262997,112.025802016652,117.284519149282
46,ESP_2020_1,1,1,58,115,1,58,4.47631549633913,111.003064405643,115.479379901982
462,ESP_2020_1,1,8,100,108,8,100,0.477797473263763,107.575329357723,108.053126830987
465,ESP_2020_1,1,8,24,108,8,24,-1.63242156455688,108.419917941346,106.787496376789
465,ESP_2020_1,1,3,93,111,3,93,3.09544765861234,108.419917941346,111.515365599959
468,ESP_2020_1,1,9,108,106,9,108,-0.482555969590948,106.752065054432,106.269509084841
472,ESP_2020_1,1,5,45,111,5,45,3.38764672199069,108.094103457441,111.481750179432
472,ESP_2020_1,1,8,103,106,8,103,-2.30468941034133,108.094103457441,105.7894140471
473,ESP_2020_1,1,5,1,98,5,1,-3.92226933250002,102.617050746681,98.6947814141814
473,ESP_2020_1,1,6,68,100,6,68,-1.38385934737001,102.617050746681,101.233191399311
483,ESP_2020_1,1,1,54,94,1,54,-6.75426440042156,101.124630620006,94.3703662195848
483,ESP_2020_1,1,2,84,100,2,84,-0.29280069696182,101.124630620006,100.831829923045
488,ESP_2020_1,1,7,48,111,7,48,2.91128284666716,109.661438024703,112.57272087137
489,ESP_2020_1,1,8,95,108,8,95,0.788166025692405,107.256749450164,108.044915475857
489,ESP_2020_1,1,7,26,106,7,26,-0.681998064148104,107.256749450164,106.574751386016
49,ESP_2020_1,1,1,70,118,1,70,7.22783512009568,111.140489725316,118.368324845412
49,ESP_2020_1,1,4,41,108,4,41,-2.59121037877112,111.140489725316,108.549279346545
491,ESP_2020_1,1,6,62,113,6,62,5.04339850168121,109.324652883948,114.368051385629
491,ESP_2020_1,1,8,127,108,8,127,-2.52498191695896,109.324652883948,106.799670966989
5,ESP_2020_1,1,2,21,111,2,21,1.47296360942039,108.320572424496,109.793536033916
5,ESP_2020_1,1,6,87,108,6,87,-0.125825947255194,108.320572424496,108.19474647724
50,ESP_2020_1,1,5,37,118,5,37,10.5097092693861,107.852999422103,118.362708691489
50,ESP_2020_1,1,7,89,97,7,89,-9.70800439331269,107.852999422103,98.14499502879
508,ESP_2020_1,1,8,92,100,8,92,-0.718405046609988,100.82307521091,100.1046701643
508,ESP_2020_1,1,1,43,94,1,43,-6.68043016175663,100.82307521091,94.1426450491534
515,ESP_2020_1,1,3,61,104,3,61,-3.18934635168735,105.945158310714,102.755811959027
515,ESP_2020_1,1,5,91,108,5,91,1.76551834309986,105.945158310714,107.710676653814
52,ESP_2020_1,1,2,3,108,2,3,3.90869390142345,104.676276422476,108.584970323899
52,ESP_2020_1,1,7,94,97,7,94,-6.81269672759343,104.676276422476,97.8635796948821
522,ESP_2020_1,1,8,46,100,8,46,-3.21513402869367,102.564501795179,99.3493677664849
522,ESP_2020_1,1,5,117,100,5,117,-2.15229400096285,102.564501795179,100.412207794216
526,ESP_2020_1,1,7,93,106,7,93,-0.726907535522528,107.375741944193,106.648834408671
526,ESP_2020_1,1,4,62,108,4,62,0.971882500914006,107.375741944193,108.347624445107
533,ESP_2020_1,1,6,65,100,6,65,-3.80676863567346,105.16699424379,101.360225608116
533,ESP_2020_1,1,9,91,106,9,91,1.47519746636671,105.16699424379,106.642191710157
543,ESP_2020_1,1,1,45,106,1,45,-0.589358714594596,106.6605082551,106.071149540505
546,ESP_2020_1,1,3,50,111,3,50,1.01424373973472,108.035198653871,109.049442393606
548,ESP_2020_1,1,5,49,100,5,49,-1.73182541739972,102.307269320234,100.575443902835
548,ESP_2020_1,1,7,78,97,7,78,-3.93566917889798,102.307269320234,98.3716001413363
549,ESP_2020_1,1,5,9,106,5,9,0.00707598663984754,106.85043906825,106.857515054889
549,ESP_2020_1,1,4,125,106,4,125,-0.374876801076127,106.85043906825,106.475562267174
55,ESP_2020_1,1,2,61,108,2,61,-0.865588113183591,108.53735537316,107.671767259977
55,ESP_2020_1,1,2,111,111,2,111,2.46560720148376,108.53735537316,111.002962574644
56,ESP_2020_1,1,2,117,108,2,117,-0.368647961703772,108.207176473733,107.838528512029
56,ESP_2020_1,1,6,43,108,6,43,1.58350709401469,108.207176473733,109.790683567747
560,ESP_2020_1,1,2,69,104,2,69,0.906483085640318,103.072914643662,103.979397729302
560,ESP_2020_1,1,4,58,97,4,58,-5.6808378732282,103.072914643662,97.3920767704336
562,ESP_2020_1,1,1,128,106,1,128,0.980112440740641,103.617766328513,104.597878769254
562,ESP_2020_1,1,6,19,97,6,19,-5.11888739169436,103.617766328513,98.4988789368187
564,ESP_2020_1,1,3,110,108,3,110,0.511760473224982,107.604444185924,108.116204659148
565,ESP_2020_1,1,1,92,111,1,92,3.59427946695539,107.603859035333,111.198138502288
565,ESP_2020_1,1,2,23,106,2,23,-3.08320158300593,107.603859035333,104.520657452327
567,ESP_2020_1,1,4,15,118,4,15,7.72235676762374,111.161046446988,118.883403214611
567,ESP_2020_1,1,9,112,108,9,112,-3.06175222011564,111.161046446988,108.099294226872
57,ESP_2020_1,1,5,68,108,5,68,0.445186061054343,107.547373179972,107.992559241026
570,ESP_2020_1,1,1,76,118,1,76,6.08313614193489,112.380513603282,118.463649745217
575,ESP_2020_1,1,2,115,94,2,115,-7.0099489004224,100.796603887882,93.7866549874591
575,ESP_2020_1,1,3,3,100,3,3,-0.419765608923868,100.796603887882,100.376838278958
577,ESP_2020_1,1,9,32,104,9,32,-0.131063066769968,102.873042712279,102.741979645509
577,ESP_2020_1,1,4,71,97,4,71,-4.87644612416852,102.873042712279,97.99659658811
58,ESP_2020_1,1,5,69,106,5,69,0.0317786706828684,105.767983014164,105.799761684847
58,ESP_2020_1,1,8,33,105,8,33,-1.66228502709934,105.767983014164,104.105697987065
582,ESP_2020_1,1,3,44,108,3,44,-0.742157244545197,106.689890413657,105.947733169112
582,ESP_2020_1,1,2,125,108,2,125,0.187073375848797,106.689890413657,106.876963789506
584,ESP_2020_1,1,6,63,108,6,63,1.65886754148161,107.781402231141,109.440269772622
584,ESP_2020_1,1,6,115,106,6,115,-0.940682148233066,107.781402231141,106.840720082908
587,ESP_2020_1,1,4,110,104,4,110,-0.597307657867972,105.88698536068,105.289677702812
587,ESP_2020_1,1,7,3,104,7,3,-0.89438020158704,105.88698536068,104.992605159093
592,ESP_2020_1,1,1,119,106,1,119,-0.568753200600042,105.665604388248,105.096851187648
592,ESP_2020_1,1,4,63,104,4,63,-1.18117976702719,105.665604388248,104.484424621221
6,ESP_2020_1,1,9,119,111,9,119,0.695606384204581,109.761513868097,110.457120252302
6,ESP_2020_1,1,4,23,104,4,23,-4.81398437832128,109.761513868097,104.947529489776
6,ESP_2020_1,1,1,122,118,1,122,7.14640121245505,109.761513868097,116.907915080552
601,ESP_2020_1,1,2,12,104,2,12,-0.0690099132076654,103.588893785822,103.519883872614
601,ESP_2020_1,1,5,55,97,5,55,-6.02491984982474,103.588893785822,97.5639739359968
601,ESP_2020_1,1,7,65,104,7,65,2.0767794277476,103.588893785822,105.665673213569
601,ESP_2020_1,1,7,107,106,7,107,3.14173263312058,103.588893785822,106.730626418942
601,ESP_2020_1,1,1,123,106,1,123,1.27469583017705,103.588893785822,104.863589615999
601,ESP_2020_1,1,8,126,100,8,126,-4.57173344828112,103.588893785822,99.0171603375405
603,ESP_2020_1,1,5,53,100,5,53,-4.41352244749416,104.849983789966,100.436461342472
603,ESP_2020_1,1,6,90,106,6,90,1.71215256405185,104.849983789966,106.562136354018
61,ESP_2020_1,1,9,35,108,9,35,-0.980062461535596,107.777364742178,106.797302280643
61,ESP_2020_1,1,3,129,111,3,129,1.69353804724119,107.777364742178,109.470902789419
629,ESP_2020_1,1,4,77,106,4,77,2.14035780410386,104.718636605293,106.858994409397
629,ESP_2020_1,1,9,55,100,9,55,-4.99494667263406,104.718636605293,99.7236899326593
639,ESP_2020_1,1,7,12,108,7,12,0.864742924827453,107.907038875675,108.771781800503
65,ESP_2020_1,1,1,7,108,1,7,-0.860363306581718,108.643958160514,107.783594853932
65,ESP_2020_1,1,6,96,106,6,96,-2.3931631275218,108.643958160514,106.250795032992
65,ESP_2020_1,1,8,12,118,8,12,8.29476169577775,108.643958160514,116.938719856292
65,ESP_2020_1,1,7,31,108,7,31,0.390199080480258,108.643958160514,109.034157240994
65,ESP_2020_1,1,9,82,108,9,82,-0.196336416240356,108.643958160514,108.447621744274
65,ESP_2020_1,1,1,87,111,1,87,2.45092071230772,108.643958160514,111.094878872822
65,ESP_2020_1,1,5,103,106,5,103,-2.50421448816556,108.643958160514,106.139743672348
65,ESP_2020_1,1,5,60,118,5,60,9.48419253004364,108.643958160514,118.128150690558
65,ESP_2020_1,1,4,84,111,4,84,3.6240049074725,108.643958160514,112.267963067986
65,ESP_2020_1,1,2,112,104,2,112,-4.32915804356159,108.643958160514,104.314800116952
65,ESP_2020_1,1,4,53,108,4,53,-0.259533136270065,108.643958160514,108.384425024244
65,ESP_2020_1,1,1,67,106,1,67,-2.14253830890991,108.643958160514,106.501419851604
65,ESP_2020_1,1,3,36,111,3,36,0.365501293767252,108.643958160514,109.009459454281
65,ESP_2020_1,1,8,26,108,8,26,-2.11633019210143,108.643958160514,106.527627968413
65,ESP_2020_1,1,8,3,104,8,3,-5.19235603044989,108.643958160514,103.451602130064
65,ESP_2020_1,1,4,79,100,4,79,-7.21584667363842,108.643958160514,101.428111486876
65,ESP_2020_1,1,8,55,118,8,55,9.28459604623558,108.643958160514,117.92855420675
65,ESP_2020_1,1,6,125,106,6,125,-1.63018487412344,108.643958160514,107.013773286391
65,ESP_2020_1,1,8,34,106,8,34,-3.60655331920657,108.643958160514,105.037404841307
65,ESP_2020_1,1,4,113,108,4,113,0.276774914726033,108.643958160514,108.92073307524
652,ESP_2020_1,1,5,8,111,5,8,1.88235542512051,109.80246980476,111.684825229881
652,ESP_2020_1,1,8,77,111,8,77,1.19344367105266,109.80246980476,110.995913475813
66,ESP_2020_1,1,3,47,106,3,47,-1.80146801198119,105.621425900942,103.81995788896
662,ESP_2020_1,1,2,123,108,2,123,0.714542583171451,106.359788823213,107.074331406384
662,ESP_2020_1,1,8,19,106,8,19,-1.65469622546061,106.359788823213,104.705092597752
670,ESP_2020_1,1,4,47,106,4,47,-0.465101338277052,106.767028061015,106.301926722738
673,ESP_2020_1,1,9,21,111,9,21,-0.176639923834202,110.179287771901,110.002647848066
673,ESP_2020_1,1,5,95,114,5,95,3.69200433411856,110.179287771901,113.871292106019
676,ESP_2020_1,1,1,29,100,1,29,-2.3870809806548,101.933657700409,99.546576719754
676,ESP_2020_1,1,4,109,97,4,109,-3.71623866472568,101.933657700409,98.2174190356831
678,ESP_2020_1,1,2,18,106,2,18,-0.705902911608803,105.725281965432,105.019379053824
678,ESP_2020_1,1,5,96,105,5,96,-0.974415029008654,105.725281965432,104.750866936424
68,ESP_2020_1,1,5,123,108,5,123,3.40229108792975,104.807730105035,108.210021192965
68,ESP_2020_1,1,6,54,97,6,54,-6.15295069720371,104.807730105035,98.6547794078317
681,ESP_2020_1,1,2,41,115,2,41,3.32460003594463,110.015754750905,113.34035478685
691,ESP_2020_1,1,9,105,106,9,105,-0.40321887970876,106.874399459234,106.471180579526
691,ESP_2020_1,1,8,10,108,8,10,0.0633683163427463,106.874399459234,106.937767775577
697,ESP_2020_1,1,4,42,100,4,42,-4.59537329243726,105.042722780958,100.44734948852
