Genotype,Envir,Management,Row,Position,Powdery_mildew,R,P,Powdery_mildew_spats_residuals,Powdery_mildew_spats_geno_pred_values,Powdery_mildew_spats_adj_pheno
I_M014,ESP_2023_1,1,7,39,3,7,39,1.01629053962688,1.9486622356276,2.96495277525447
I_M014,ESP_2023_1,1,2,101,0,2,101,-1.67189205401599,1.9486622356276,0.276770181611606
I_M024,ESP_2023_1,1,4,46,1,4,46,-1.523218937855,2.28354516783478,0.760326229979781
I_M024,ESP_2023_1,1,8,93,3,8,93,1.2915502210581,2.28354516783478,3.57509538889288
I_M052,ESP_2023_1,1,7,117,2,7,117,-0.146167260752534,2.42487219056183,2.2787049298093
I_M052,ESP_2023_1,1,9,40,2,9,40,0.0934063184581242,2.42487219056183,2.51827850901995
I_M056,ESP_2023_1,1,8,1,4,8,1,0.826506381179749,2.36727858553314,3.19378496671289
I_M056,ESP_2023_1,1,7,92,1,7,92,-0.952175840914302,2.36727858553314,1.41510274461884
I_W034,ESP_2023_1,1,3,108,3,3,108,0.272531746478495,2.8466023974023,3.11913414388079
I_W034,ESP_2023_1,1,5,58,3,5,58,0.208581239159661,2.8466023974023,3.05518363656196
I_W037,ESP_2023_1,1,3,20,2,3,20,-1.0898184310855,2.39228430017877,1.30246586909327
I_W037,ESP_2023_1,1,7,98,3,7,98,0.995804041066351,2.39228430017877,3.38808834124513
I_W044,ESP_2023_1,1,7,51,2,7,51,-0.0880121416336452,2.3341299610984,2.24611781946476
I_W044,ESP_2023_1,1,6,71,2,6,71,-0.0796206065860252,2.3341299610984,2.25450935451238
I_W046,ESP_2023_1,1,3,88,3,3,88,0.638834323666563,2.61771697044656,3.25655129411312
I_W046,ESP_2023_1,1,5,64,2,5,64,-0.447470471368544,2.61771697044656,2.17024649907802
I_W049,ESP_2023_1,1,4,104,3,4,104,0.629227375156935,2.46278314544034,3.09201052059728
I_W049,ESP_2023_1,1,9,59,1,9,59,-0.633996330952922,2.46278314544034,1.82878681448742
Modi,ESP_2023_1,1,4,108,3,4,108,0.249214347408733,2.78516114884882,3.03437549625755
Modi,ESP_2023_1,1,6,45,4,6,45,1.0016147883251,2.78516114884882,3.78677593717391
Modi,ESP_2023_1,1,3,28,3,3,28,-0.351893955448176,2.78516114884882,2.43326719340064
Modi,ESP_2023_1,1,8,90,1,8,90,-1.20285476418641,2.78516114884882,1.58230638466241
Modi,ESP_2023_1,1,7,56,3,7,56,0.547680987760442,2.78516114884882,3.33284213660926
Modi,ESP_2023_1,1,3,127,3,3,127,0.15957228076971,2.78516114884882,2.94473342961853
NOVADI_0114,ESP_2023_1,1,1,24,2,1,24,-0.124628894521306,1.9638861952168,1.83925730069549
NOVADI_0114,ESP_2023_1,1,7,82,1,7,82,-0.511700405137302,1.9638861952168,1.45218579007949
NOVADI_0256,ESP_2023_1,1,4,18,5,4,18,0.979465300916509,3.09695059504072,4.07641589595723
NOVADI_0256,ESP_2023_1,1,5,115,3,5,115,-0.181433172527411,3.09695059504072,2.9155174225133
NOVADI_0356,ESP_2023_1,1,3,19,3,3,19,0.364259121499498,1.9237966173123,2.2880557388118
NOVADI_0356,ESP_2023_1,1,9,72,0,9,72,-1.05133835577953,1.9237966173123,0.872458261532766
NOVADI_0731,ESP_2023_1,1,7,83,4,7,83,1.25107393754759,3.19825751997677,4.44933145752436
NOVADI_0731,ESP_2023_1,1,2,45,3,2,45,-0.324796013469391,3.19825751997677,2.87346150650738
NOVADI_0830,ESP_2023_1,1,7,97,2,7,97,-0.0411947368177383,2.43400883869695,2.39281410187921
NOVADI_0980,ESP_2023_1,1,8,58,0,8,58,-1.47099534669546,2.0735386328895,0.602543286194039
NOVADI_0980,ESP_2023_1,1,1,69,3,1,69,0.973476539285646,2.0735386328895,3.04701517217515
TeBr_021,ESP_2023_1,1,1,82,3,1,82,0.586523516165802,2.54843087035326,3.13495438651906
TeBr_021,ESP_2023_1,1,7,5,3,7,5,-0.482869867708916,2.54843087035326,2.06556100264434
TeBr_084,ESP_2023_1,1,3,124,4,3,124,0.538914329119786,3.43252743150812,3.9714417606279
TeBr_084,ESP_2023_1,1,6,20,5,6,20,0.683929019575871,3.43252743150812,4.11645645108399
TeBr_180,ESP_2023_1,1,5,5,3,5,5,-0.93741344772816,2.71615193034964,1.77873848262148
TeBr_180,ESP_2023_1,1,6,116,4,6,116,1.25338743664184,2.71615193034964,3.96953936699147
101,ESP_2023_2,2,11,24,2,11,24,-0.682459211327496,2.48399013264157,1.80153092131407
101,ESP_2023_2,2,11,93,3,11,93,0.610737443848248,2.48399013264157,3.09472757648982
1020,ESP_2023_2,2,11,110,3,11,110,0.650924020359141,2.27321078287363,2.92413480323277
1020,ESP_2023_2,2,12,51,1,12,51,-0.901088615151047,2.27321078287363,1.37212216772258
1123,ESP_2023_2,2,13,88,3,13,88,0.162439597799168,2.64321763658851,2.80565723438768
1123,ESP_2023_2,2,12,28,3,12,28,-0.099361604194073,2.64321763658851,2.54385603239444
118,ESP_2023_2,2,11,12,3,11,12,-0.329512187266841,2.74957938483106,2.42006719756422
118,ESP_2023_2,2,13,112,3,13,112,0.482634538135658,2.74957938483106,3.23221392296672
12_B057,ESP_2023_2,2,12,36,4,12,36,0.0861622894279379,3.64660941008576,3.73277169951369
12_B057,ESP_2023_2,2,13,118,4,13,118,0.826373040307273,3.64660941008576,4.47298245039303
12_B061,ESP_2023_2,2,12,71,2,12,71,0.0456511337991059,2.43709799656477,2.48274913036388
12_B061,ESP_2023_2,2,13,57,2,13,57,-0.157071122899611,2.43709799656477,2.28002687366516
12_B093,ESP_2023_2,2,13,68,4,13,68,0.62946198056329,3.31223891521265,3.94170089577594
12_E003,ESP_2023_2,2,12,76,3,12,76,0.0972591239492857,3.4863068307719,3.58356595472119
12_E003,ESP_2023_2,2,12,15,5,12,15,0.679566301045404,3.4863068307719,4.1658731318173
12_E035,ESP_2023_2,2,13,54,0,13,54,-0.954095426990996,1.41766674643339,0.463571319442395
12_E035,ESP_2023_2,2,12,110,1,12,110,-0.0203606931375295,1.41766674643339,1.39730605329586
12_E043,ESP_2023_2,2,11,14,4,11,14,0.244591398376458,3.19412965159171,3.43872104996817
12_E043,ESP_2023_2,2,12,94,3,12,94,0.284880943944093,3.19412965159171,3.47901059553581
12_F014,ESP_2023_2,2,12,69,3,12,69,0.587585810349482,2.96965226013501,3.55723807048449
12_F014,ESP_2023_2,2,12,31,3,12,31,-0.248152864409106,2.96965226013501,2.7214993957259
12_I003,ESP_2023_2,2,11,68,3,11,68,0.856300399678751,2.27764375873289,3.13394415841164
12_I003,ESP_2023_2,2,13,24,1,13,24,-1.10271209957557,2.27764375873289,1.17493165915733
12_I037,ESP_2023_2,2,12,70,3,12,70,0.737736348356187,2.69795122416164,3.43568757251783
12_I037,ESP_2023_2,2,11,48,2,11,48,-0.62832167079099,2.69795122416164,2.06962955337065
12_I049,ESP_2023_2,2,13,115,3,13,115,0.537293890799616,2.79431355082963,3.33160744162924
12_I049,ESP_2023_2,2,12,22,3,12,22,-0.346300225368702,2.79431355082963,2.44801332546093
12_I059,ESP_2023_2,2,11,33,4,11,33,0.789586935006231,3.09558823402397,3.88517516903021
12_I059,ESP_2023_2,2,13,96,3,13,96,-0.343538368200435,3.09558823402397,2.75204986582354
12_I064,ESP_2023_2,2,12,23,4,12,23,1.03897686466415,2.30389918727918,3.34287605194333
12_I064,ESP_2023_2,2,13,69,1,13,69,-1.2631610887325,2.30389918727918,1.04073809854668
12_J013,ESP_2023_2,2,12,3,3,12,3,0.0865545982610572,2.05064369209532,2.13719829035638
12_J013,ESP_2023_2,2,13,117,1,13,117,-0.525141355797846,2.05064369209532,1.52550233629748
12_J027,ESP_2023_2,2,12,77,1,12,77,-0.510722538553961,2.03475987035352,1.52403733179956
12_J027,ESP_2023_2,2,12,1,3,12,1,0.0586887613577125,2.03475987035352,2.09344863171123
12_J031,ESP_2023_2,2,13,40,2,13,40,0.320356116758656,1.99641863646711,2.31677475322577
12_J031,ESP_2023_2,2,11,128,1,11,128,-0.804849042276971,1.99641863646711,1.19156959419014
12_K024,ESP_2023_2,2,13,9,4,13,9,0.904899217049664,2.53649554036759,3.44139475741726
12_K024,ESP_2023_2,2,12,81,1,12,81,-0.932170646228923,2.53649554036759,1.60432489413867
12_K049,ESP_2023_2,2,12,8,3,12,8,-0.205827300654695,2.32558266113543,2.11975536048074
12_L001,ESP_2023_2,2,13,55,4,13,55,0.366030595611076,3.9517371793211,4.31776777493218
12_L001,ESP_2023_2,2,13,97,5,13,97,0.804821603845506,3.9517371793211,4.75655878316661
12_N046,ESP_2023_2,2,12,54,1,12,54,-0.52515209453018,1.94839141488869,1.42323932035851
12_N052,ESP_2023_2,2,12,41,3,12,41,-0.246959302657996,3.13631067132215,2.88935136866416
12_N052,ESP_2023_2,2,13,101,4,13,101,0.727482911039495,3.13631067132215,3.86379358236165
12_N057,ESP_2023_2,2,13,32,2,13,32,-0.132047256899304,2.4127327577956,2.2806855008963
12_N062,ESP_2023_2,2,13,26,3,13,26,0.262294675657622,2.87853537582375,3.14083005148137
12_N063,ESP_2023_2,2,12,44,3,12,44,0.0267690022242215,3.07039901298036,3.09716801520458
12_N063,ESP_2023_2,2,12,104,3,12,104,0.3979547250004,3.07039901298036,3.46835373798076
12_O017,ESP_2023_2,2,13,42,4,13,42,0.988621058909581,3.36352487405491,4.35214593296449
12_O017,ESP_2023_2,2,11,109,3,11,109,-0.315741108287422,3.36352487405491,3.04778376576749
12_O026,ESP_2023_2,2,11,35,3,11,35,-0.16424306102136,2.98195189566768,2.81770883464632
12_O026,ESP_2023_2,2,12,92,3,12,92,0.514088705083158,2.98195189566768,3.49604060075084
12_O061,ESP_2023_2,2,11,34,5,11,34,0.508100872926006,4.26304985634049,4.7711507292665
12_O061,ESP_2023_2,2,11,89,5,11,89,0.926304252027185,4.26304985634049,5.18935410836768
12_O063,ESP_2023_2,2,12,14,5,12,14,0.618981660545199,3.57082625696512,4.18980791751032
12_O063,ESP_2023_2,2,13,81,4,13,81,0.229396719657697,3.57082625696512,3.80022297662282
12_P018,ESP_2023_2,2,11,60,3,11,60,-0.409649341069434,3.59111338722862,3.18146404615919
12_P018,ESP_2023_2,2,11,116,5,11,116,1.27520251987698,3.59111338722862,4.8663159071056
12_P029,ESP_2023_2,2,12,26,1,12,26,-1.40986852315862,1.9422992861505,0.532430762991881
12_P029,ESP_2023_2,2,13,99,3,13,99,0.879558918286028,1.9422992861505,2.82185820443653
12_P055,ESP_2023_2,2,13,58,3,13,58,0.0498242348891562,3.2005777923035,3.25040202719265
12_P055,ESP_2023_2,2,13,91,4,13,91,0.485107012493893,3.2005777923035,3.68568480479739
1236,ESP_2023_2,2,11,17,4,11,17,0.646599314716743,2.85703464983307,3.50363396454982
1236,ESP_2023_2,2,12,66,2,12,66,-0.402506850704987,2.85703464983307,2.45452779912809
13_139,ESP_2023_2,2,11,113,4,11,113,0.412471682787499,3.59350497780099,4.00597666058849
13_139,ESP_2023_2,2,11,62,4,11,62,0.455106182897465,3.59350497780099,4.04861116069846
135,ESP_2023_2,2,11,30,2,11,30,-0.616106605884574,2.44112634033171,1.82501973444713
135,ESP_2023_2,2,11,120,3,11,120,0.508096955851666,2.44112634033171,2.94922329618337
143,ESP_2023_2,2,13,5,3,13,5,-0.354939827803204,2.67313616814092,2.31819634033772
143,ESP_2023_2,2,13,71,2,13,71,-0.770737226412266,2.67313616814092,1.90239894172866
143,ESP_2023_2,2,13,125,3,13,125,1.21408365503532,2.67313616814092,3.88721982317625
1481,ESP_2023_2,2,12,95,2,12,95,0.230975624774522,2.34936211536553,2.58033774014005
1481,ESP_2023_2,2,11,43,2,11,43,-0.416671574566607,2.34936211536553,1.93269054079892
170,ESP_2023_2,2,12,129,1,12,129,0.0798126750048721,1.28049571466601,1.36030838967088
170,ESP_2023_2,2,13,25,0,13,25,-1.17039585767969,1.28049571466601,0.110099856986321
1870,ESP_2023_2,2,11,83,0,11,83,-1.03681155212646,1.33147288523475,0.29466133310829
1870,ESP_2023_2,2,13,56,1,13,56,-0.0106150762905426,1.33147288523475,1.32085780894421
1887,ESP_2023_2,2,11,126,2,11,126,-0.37070604780857,2.42289783357495,2.05219178576638
1887,ESP_2023_2,2,12,37,3,12,37,0.247264400822715,2.42289783357495,2.67016223439766
1889,ESP_2023_2,2,13,66,2,13,66,0.0961977789204729,1.94537811527842,2.04157589419889
1889,ESP_2023_2,2,13,38,1,13,38,-0.623900890438741,1.94537811527842,1.32147722483968
1900,ESP_2023_2,2,11,105,0,11,105,-0.799133688400106,0.874589026918835,0.0754553385187292
1900,ESP_2023_2,2,11,54,0,11,54,-0.635084376280304,0.874589026918835,0.239504650638532
1910,ESP_2023_2,2,13,67,3,13,67,0.455232916823559,2.53124621420829,2.98647913103185
1910,ESP_2023_2,2,12,46,2,12,46,-0.486948351558319,2.53124621420829,2.04429786264998
1962,ESP_2023_2,2,13,7,5,13,7,0.818121038706264,3.49959096119701,4.31771199990328
1962,ESP_2023_2,2,12,122,3,12,122,-0.0300494560872289,3.49959096119701,3.46954150510979
1997,ESP_2023_2,2,12,101,2,12,101,-0.630629611864962,3.1149847783958,2.48435516653084
1997,ESP_2023_2,2,13,37,4,13,37,1.09309901980921,3.1149847783958,4.20808379820502
2,ESP_2023_2,2,12,106,3,12,106,-0.0535592217046532,3.52619934817024,3.47264012646559
2,ESP_2023_2,2,13,8,5,13,8,0.864157089782662,3.52619934817024,4.3903564379529
2003,ESP_2023_2,2,11,63,2,11,63,-0.591136991884544,2.79998781097875,2.20885081909421
2003,ESP_2023_2,2,12,83,3,12,83,0.78693440599877,2.79998781097875,3.58692221697752
2013,ESP_2023_2,2,13,2,3,13,2,-0.239809420270187,2.5079687091414,2.26815928887121
2013,ESP_2023_2,2,13,94,3,13,94,0.188387577761176,2.5079687091414,2.69635628690258
202,ESP_2023_2,2,12,12,4,12,12,0.180783621146397,2.9940647812871,3.17484840243349
202,ESP_2023_2,2,13,108,3,13,108,0.179316621191867,2.9940647812871,3.17338140247896
203,ESP_2023_2,2,11,69,1,11,69,-0.107206969625641,1.37196246999806,1.26475550037242
203,ESP_2023_2,2,13,47,0,13,47,-0.905941746890431,1.37196246999806,0.466020723107632
204,ESP_2023_2,2,12,98,1,12,98,-0.182476752664793,1.78233690603756,1.59986015337277
204,ESP_2023_2,2,12,53,1,12,53,-0.483254749098744,1.78233690603756,1.29908215693882
2046,ESP_2023_2,2,13,123,2,13,123,0.132919713683521,2.72571572612512,2.85863543980864
2055,ESP_2023_2,2,13,65,1,13,65,-0.66838089256338,1.77920740580221,1.11082651323883
206,ESP_2023_2,2,11,38,2,11,38,-0.209579083065738,2.07683052778286,1.86725144471712
206,ESP_2023_2,2,13,74,2,13,74,-0.206838268390224,2.07683052778286,1.86999225939264
216,ESP_2023_2,2,13,77,4,13,77,0.0850756340365129,3.70186118278356,3.78693681682007
216,ESP_2023_2,2,13,62,4,13,62,0.345647141772144,3.70186118278356,4.0475083245557
216,ESP_2023_2,2,13,34,4,13,34,0.528587926111189,3.70186118278356,4.23044910889475
241,ESP_2023_2,2,13,105,1,13,105,-1.43180943403744,2.46096607691327,1.02915664287583
241,ESP_2023_2,2,12,38,4,12,38,1.3405958254225,2.46096607691327,3.80156190233578
2410,ESP_2023_2,2,13,113,0,13,113,-1.7027057723831,2.0494492923185,0.346743519935397
2410,ESP_2023_2,2,12,62,3,12,62,1.26310785282615,2.0494492923185,3.31255714514465
26,ESP_2023_2,2,12,42,3,12,42,0.161756458607599,2.75977812267005,2.92153458127765
262,ESP_2023_2,2,13,104,2,13,104,-0.549076765272642,2.49471969437169,1.94564292909905
262,ESP_2023_2,2,11,46,3,11,46,0.486438493558311,2.49471969437169,2.98115818793
2625,ESP_2023_2,2,13,16,4,13,16,0.534497574116885,3.20006553092302,3.7345631050399
2651,ESP_2023_2,2,13,107,4,13,107,0.658730038920085,3.35043855117013,4.00916859009022
2651,ESP_2023_2,2,12,57,3,12,57,0.00307121515397224,3.35043855117013,3.35350976632411
2652,ESP_2023_2,2,12,107,1,12,107,-0.275845385185598,1.69437341707017,1.41852803188457
2652,ESP_2023_2,2,11,51,1,11,51,-0.4643547667987,1.69437341707017,1.23001865027147
2653,ESP_2023_2,2,11,104,3,11,104,0.383999458933328,2.65273830910824,3.03673776804157
2653,ESP_2023_2,2,13,6,3,13,6,-0.312861398133754,2.65273830910824,2.33987691097449
2722,ESP_2023_2,2,11,37,4,11,37,0.845387924449749,2.90516653692102,3.75055446137077
2722,ESP_2023_2,2,11,80,2,11,80,-0.56054768308065,2.90516653692102,2.34461885384037
2784,ESP_2023_2,2,11,18,3,11,18,-0.0808251117239185,2.67491651870497,2.59409140698105
2784,ESP_2023_2,2,13,80,3,13,80,0.170738932243455,2.67491651870497,2.84565545094842
2785,ESP_2023_2,2,12,128,1,12,128,-0.76174524471015,2.24830745840166,1.48656221369151
2785,ESP_2023_2,2,11,26,3,11,26,0.490497846345905,2.24830745840166,2.73880530474757
2809,ESP_2023_2,2,12,100,2,12,100,-0.101026228887931,2.66678507194302,2.56575884305508
2809,ESP_2023_2,2,11,39,3,11,39,0.184056081163217,2.66678507194302,2.85084115310623
2810,ESP_2023_2,2,12,49,3,12,49,0.774254641439547,2.43180129128862,3.20605593272817
2810,ESP_2023_2,2,12,108,1,12,108,-0.890158746588237,2.43180129128862,1.54164254470038
2820,ESP_2023_2,2,13,95,1,13,95,-0.680556639677389,1.49533800426161,0.814781364584222
2820,ESP_2023_2,2,13,30,1,13,30,-0.228144088079651,1.49533800426161,1.26719391618196
2823,ESP_2023_2,2,12,21,5,12,21,0.845649048810624,3.56760232970041,4.41325137851104
2831,ESP_2023_2,2,12,103,4,12,103,0.583551762205905,3.84119765187678,4.42474941408268
2831,ESP_2023_2,2,12,50,4,12,50,0.493719230985983,3.84119765187678,4.33491688286276
2836,ESP_2023_2,2,11,127,2,11,127,0.348768102890425,1.71879715018639,2.06756525307682
2836,ESP_2023_2,2,11,21,1,11,21,-1.06829146658599,1.71879715018639,0.650505683600407
2849,ESP_2023_2,2,13,64,3,13,64,0.639280351434669,2.43399047089795,3.07327082233262
2849,ESP_2023_2,2,12,32,2,12,32,-0.753331127974966,2.43399047089795,1.68065934292298
2856,ESP_2023_2,2,12,7,3,12,7,-0.181094637080659,2.25580758211967,2.07471294503901
2856,ESP_2023_2,2,11,100,2,11,100,-0.0838032622320459,2.25580758211967,2.17200431988762
2862,ESP_2023_2,2,12,10,4,12,10,0.242944358702738,2.85567849058505,3.09862284928779
2872,ESP_2023_2,2,12,60,1,12,60,-0.266884251211557,1.69678263496334,1.42989838375178
2872,ESP_2023_2,2,11,98,1,11,98,-0.471276290853919,1.69678263496334,1.22550634410942
2971,ESP_2023_2,2,13,27,3,13,27,0.472764941488488,2.67383723859341,3.1466021800819
2971,ESP_2023_2,2,11,76,2,11,76,-0.383764824302707,2.67383723859341,2.2900724142907
2980,ESP_2023_2,2,11,81,2,11,81,-0.117292501197667,2.4301612970068,2.31286879580913
30,ESP_2023_2,2,13,51,0,13,51,-1.1005196767109,1.62272463230626,0.522204955595366
30,ESP_2023_2,2,13,73,2,13,73,0.299662673185575,1.62272463230626,1.92238730549184
3010,ESP_2023_2,2,12,84,2,12,84,0.287209261303829,2.2813453114817,2.56855457278553
3010,ESP_2023_2,2,12,33,2,12,33,-0.530487278803999,2.2813453114817,1.7508580326777
3042,ESP_2023_2,2,11,77,4,11,77,0.868523476714008,3.36263808834969,4.2311615650637
3042,ESP_2023_2,2,13,1,4,13,1,-0.196394266373728,3.36263808834969,3.16624382197596
3172,ESP_2023_2,2,13,78,3,13,78,-0.104467440141792,2.90105688562226,2.79658944548046
3172,ESP_2023_2,2,13,36,3,13,36,0.385828508632585,2.90105688562226,3.28688539425484
32,ESP_2023_2,2,12,9,3,12,9,-0.435631532130956,2.57925911358489,2.14362758145393
32,ESP_2023_2,2,13,106,3,13,106,0.444563141433821,2.57925911358489,3.02382225501871
323,ESP_2023_2,2,13,17,2,13,17,0.144299425945296,1.60029111566153,1.74459054160682
323,ESP_2023_2,2,12,80,0,12,80,-0.964148328539769,1.60029111566153,0.636142787121758
324,ESP_2023_2,2,13,76,2,13,76,-0.306534121594424,2.17484150580729,1.86830738421287
324,ESP_2023_2,2,11,56,2,11,56,-0.0269085169894652,2.17484150580729,2.14793298881782
327,ESP_2023_2,2,11,42,2,11,42,-0.556338319255069,2.48072122899269,1.92438290973762
327,ESP_2023_2,2,11,107,3,11,107,0.481849144010501,2.48072122899269,2.96257037300319
330,ESP_2023_2,2,13,60,3,13,60,0.3082969586432,2.93287396393943,3.24117092258263
334,ESP_2023_2,2,11,74,3,11,74,0.303687538314162,2.93786391381412,3.24155145212828
334,ESP_2023_2,2,11,52,3,11,52,0.188073595209106,2.93786391381412,3.12593750902323
334,ESP_2023_2,2,13,126,2,13,126,0.0703013219917252,2.93786391381412,3.00816523580585
334,ESP_2023_2,2,12,18,4,12,18,0.409339919769328,2.93786391381412,3.34720383358345
334,ESP_2023_2,2,11,82,2,11,82,-0.658880995393169,2.93786391381412,2.27898291842095
40,ESP_2023_2,2,11,103,3,11,103,0.0825931410116554,2.91964993822136,3.00224307923301
40,ESP_2023_2,2,11,57,3,11,57,0.214508543805214,2.91964993822136,3.13415848202657
410,ESP_2023_2,2,12,93,2,12,93,0.689105828659966,1.7362011721821,2.42530700084207
410,ESP_2023_2,2,13,33,0,13,33,-1.39389519258304,1.7362011721821,0.342305979599059
428,ESP_2023_2,2,11,73,0,11,73,-0.723305956606849,0.989883913158284,0.266577956551434
428,ESP_2023_2,2,13,53,0,13,53,-0.613305082063144,0.989883913158284,0.376578831095139
447,ESP_2023_2,2,11,67,2,11,67,0.0733096453338933,2.07332385589125,2.14663350122514
447,ESP_2023_2,2,12,24,2,12,24,-0.49269569579897,2.07332385589125,1.58062816009228
468,ESP_2023_2,2,13,122,0,13,122,-0.795563759705983,1.62897709146759,0.833413331761605
472,ESP_2023_2,2,11,71,4,11,71,1.4207092271587,2.76755598001822,4.18826520717692
472,ESP_2023_2,2,11,16,2,11,16,-1.25236814412196,2.76755598001822,1.51518783589626
488,ESP_2023_2,2,12,61,1,12,61,-0.688057655752501,2.22803737951493,1.53997972376243
488,ESP_2023_2,2,13,93,3,13,93,0.399649894238916,2.22803737951493,2.62768727375385
489,ESP_2023_2,2,11,49,2,11,49,-0.412643041504753,2.5071382683131,2.09449522680835
489,ESP_2023_2,2,13,103,3,13,103,0.36051815949267,2.5071382683131,2.86765642780577
49,ESP_2023_2,2,13,128,0,13,128,-0.610294719699577,1.84781966627311,1.23752494657354
491,ESP_2023_2,2,13,41,3,13,41,0.606496921817347,2.7382581521758,3.34475507399315
491,ESP_2023_2,2,11,84,2,11,84,-0.462958966981141,2.7382581521758,2.27529918519466
50,ESP_2023_2,2,13,39,3,13,39,0.294744707726545,3.00568341800556,3.30042812573211
50,ESP_2023_2,2,11,101,3,11,101,0.0751917087333514,3.00568341800556,3.08087512673891
508,ESP_2023_2,2,13,10,4,13,10,0.318353666076685,3.10468505716492,3.42303872324161
508,ESP_2023_2,2,11,87,3,11,87,0.135396143012209,3.10468505716492,3.24008120017713
51,ESP_2023_2,2,12,48,0,12,48,-0.620860166718543,0.786175766406309,0.165315599687766
51,ESP_2023_2,2,13,98,0,13,98,-0.888207318434767,0.786175766406309,-0.102031552028458
515,ESP_2023_2,2,13,46,3,13,46,0.624330104640437,2.73722175258799,3.36155185722843
515,ESP_2023_2,2,11,90,2,11,90,-0.481669551090822,2.73722175258799,2.25555220149717
52,ESP_2023_2,2,12,27,2,12,27,-0.736495136340317,2.2707878035643,1.53429266722398
52,ESP_2023_2,2,13,82,3,13,82,0.484279281408584,2.2707878035643,2.75506708497288
533,ESP_2023_2,2,13,20,4,13,20,0.569406249004148,3.24130018240669,3.81070643141083
548,ESP_2023_2,2,12,87,3,12,87,0.0817206863414368,3.45769915577909,3.53941984212053
548,ESP_2023_2,2,11,53,4,11,53,0.670885884129896,3.45769915577909,4.12858503990899
55,ESP_2023_2,2,12,65,3,12,65,0.421293609969416,3.06634730692095,3.48764091689037
567,ESP_2023_2,2,12,47,0,12,47,-1.05898114608369,1.23920430883195,0.180223162748263
567,ESP_2023_2,2,11,92,1,11,92,-0.0665587589116707,1.23920430883195,1.17264554992028
57,ESP_2023_2,2,12,68,3,12,68,-0.196772813106858,3.62138121101728,3.42460839791042
57,ESP_2023_2,2,12,35,5,12,35,1.08795030501429,3.62138121101728,4.70933151603157
592,ESP_2023_2,2,12,85,1,12,85,-0.572615678591474,2.13726759936061,1.56465192076914
592,ESP_2023_2,2,11,6,3,11,6,0.207363500283186,2.13726759936061,2.3446310996438
601,ESP_2023_2,2,12,30,3,12,30,-0.117374237715228,2.77339987037405,2.65602563265882
601,ESP_2023_2,2,11,102,3,11,102,0.290662675977937,2.77339987037405,3.06406254635199
639,ESP_2023_2,2,12,17,3,12,17,-0.143793203040413,2.39885826966225,2.25506506662183
65,ESP_2023_2,2,11,2,3,11,2,-0.558963688443602,2.92197513239853,2.36301144395493
65,ESP_2023_2,2,11,75,3,11,75,0.189545204834541,2.92197513239853,3.11152033723307
65,ESP_2023_2,2,11,112,3,11,112,0.0192244294891419,2.92197513239853,2.94119956188767
65,ESP_2023_2,2,11,85,3,11,85,0.347950900936863,2.92197513239853,3.26992603333539
65,ESP_2023_2,2,12,13,4,12,13,0.301313314624808,2.92197513239853,3.22328844702334
662,ESP_2023_2,2,11,94,3,11,94,0.267990939885677,2.87260567461302,3.1405966144987
662,ESP_2023_2,2,13,19,3,13,19,-0.0107162657145685,2.87260567461302,2.86188940889845
673,ESP_2023_2,2,11,3,2,11,3,-0.481334570413623,1.82080402968682,1.3394694592732
673,ESP_2023_2,2,13,86,2,13,86,-0.151831206528593,1.82080402968682,1.66897282315823
676,ESP_2023_2,2,13,70,3,13,70,0.628774407531746,2.25789469319395,2.88666910072569
676,ESP_2023_2,2,12,59,1,12,59,-0.891905388019532,2.25789469319395,1.36598930517442
71,ESP_2023_2,2,12,75,3,12,75,1.01472011495903,2.39087293826874,3.40559305322777
71,ESP_2023_2,2,13,109,2,13,109,-0.200202606452125,2.39087293826874,2.19067033181661
71,ESP_2023_2,2,13,49,1,13,49,-0.96507098057962,2.39087293826874,1.42580195768912
739,ESP_2023_2,2,11,32,4,11,32,0.443079882285533,3.38404268920187,3.8271225714874
739,ESP_2023_2,2,12,20,4,12,20,-0.11712956294399,3.38404268920187,3.26691312625788
739,ESP_2023_2,2,13,21,3,13,21,-0.411830122513977,3.38404268920187,2.97221256668789
739,ESP_2023_2,2,12,125,3,12,125,-0.049978766329005,3.38404268920187,3.33406392287287
739,ESP_2023_2,2,11,40,4,11,40,0.489106458723079,3.38404268920187,3.87314914792495
739,ESP_2023_2,2,12,114,3,12,114,-0.0140802399160083,3.38404268920187,3.36996244928586
739,ESP_2023_2,2,11,66,4,11,66,0.78547271824576,3.38404268920187,4.16951540744763
739,ESP_2023_2,2,13,72,3,13,72,-0.434390323752973,3.38404268920187,2.9496523654489
740,ESP_2023_2,2,13,4,2,13,4,-0.703321672000194,2.0722838536546,1.3689621816544
740,ESP_2023_2,2,13,116,2,13,116,0.283055170296774,2.0722838536546,2.35533902395137
748,ESP_2023_2,2,12,2,3,12,2,-0.396124463689158,2.56298199904955,2.16685753536039
748,ESP_2023_2,2,11,111,3,11,111,0.391276097195653,2.56298199904955,2.95425809624521
75,ESP_2023_2,2,11,41,3,11,41,0.245009886387439,2.66339562619925,2.90840551258669
75,ESP_2023_2,2,12,99,2,12,99,-0.164849491116383,2.66339562619925,2.49854613508287
77,ESP_2023_2,2,13,92,3,13,92,0.13556905407644,2.55006133743486,2.6856303915113
