Genotype,Envir,Management,Row,Position,Harvest_date,R,P,Harvest_date_spats_residuals,Harvest_date_spats_geno_pred_values,Harvest_date_spats_adj_pheno
12_O074,FRA_2019_1,1,10,85,302,10,85,4.85722134664496,297.449160958037,302.306382304682
12_O074,FRA_2019_1,1,2,18,295,2,18,-2.44809234270645,297.449160958037,295.001068615331
12_P001,FRA_2019_1,1,10,27,274,10,27,0.560738971279022,272.867796183563,273.428535154842
12_P002,FRA_2019_1,1,8,3,295,8,3,0.650184991445258,293.567029837292,294.217214828737
12_P002,FRA_2019_1,1,9,45,295,9,45,1.4670280617355,293.567029837292,295.034057899027
12_P003,FRA_2019_1,1,11,4,287,11,4,-3.85913091383037,290.015166585401,286.156035671571
12_P003,FRA_2019_1,1,8,44,296,8,44,5.70926243218156,290.015166585401,295.724429017583
12_P018,FRA_2019_1,1,7,9,295,7,9,0.989387743210273,293.766285949248,294.755673692458
12_P018,FRA_2019_1,1,11,47,295,11,47,1.14280832717441,293.766285949248,294.909094276422
12_P025,FRA_2019_1,1,9,77,295,9,77,1.63098183237889,293.834961362301,295.46594319468
12_P025,FRA_2019_1,1,10,21,295,10,21,0.506378269788002,293.834961362301,294.341339632089
12_P027,FRA_2019_1,1,10,70,302,10,70,1.90596576367682,300.176055627897,302.082021391574
12_P027,FRA_2019_1,1,14,24,302,14,24,0.70821145357769,300.176055627897,300.884267081475
12_P029,FRA_2019_1,1,6,48,295,6,48,4.94173796038132,290.206276941794,295.148014902175
12_P029,FRA_2019_1,1,5,38,287,5,38,-3.07723594303076,290.206276941794,287.129040998763
12_P034,FRA_2019_1,1,7,78,287,7,78,13.1976514659435,274.396622946258,287.594274412202
12_P034,FRA_2019_1,1,6,54,269,6,54,-5.17449859700753,274.396622946258,269.222124349251
12_P034,FRA_2019_1,1,3,13,267,3,13,-7.34745412321962,274.396622946258,267.049168823039
12_P055,FRA_2019_1,1,9,7,302,9,7,0.776858039834394,300.750622887444,301.527480927279
12_P055,FRA_2019_1,1,5,75,302,5,75,1.88052362946752,300.750622887444,302.631146516912
12_P056,FRA_2019_1,1,13,36,282,13,36,-6.2504339405923,287.67317332287,281.422739382278
12_P056,FRA_2019_1,1,4,69,295,4,69,7.9244598178322,287.67317332287,295.597633140702
1218,FRA_2019_1,1,14,27,254,14,27,2.77172298145044,250.199578431458,252.971301412908
1218,FRA_2019_1,1,14,72,246,14,72,-3.91551539545253,250.199578431458,246.284063036005
1236,FRA_2019_1,1,13,25,254,13,25,-10.7087676555043,263.861140398269,253.152372742765
1236,FRA_2019_1,1,9,76,274,9,76,10.5922532304047,263.861140398269,274.453393628674
13_10,FRA_2019_1,1,3,71,287,3,71,6.642412248109,281.377452685187,288.019864933296
13_10,FRA_2019_1,1,4,25,276,4,25,-5.44179162651204,281.377452685187,275.935661058675
13_109,FRA_2019_1,1,2,31,211,2,31,-2.21751391344071,213.459485592878,211.241971679438
13_109,FRA_2019_1,1,3,56,211,3,56,-1.68894127477543,213.459485592878,211.770544318103
13_139,FRA_2019_1,1,9,56,287,9,56,-2.99778501923538,290.184420897867,287.186635878632
13_139,FRA_2019_1,1,7,33,295,7,33,4.86064357642414,290.184420897867,295.045064474292
13_32,FRA_2019_1,1,8,50,254,8,50,4.20009138074684,249.606543080965,253.806634461712
13_32,FRA_2019_1,1,14,1,246,14,1,-5.38847695061753,249.606543080965,244.218066130348
13_35,FRA_2019_1,1,8,46,246,8,46,-1.33364648272527,247.094156644548,245.760510161823
13_35,FRA_2019_1,1,6,40,247,6,40,-0.0436574035159367,247.094156644548,247.050499241032
13_38,FRA_2019_1,1,12,19,287,12,19,1.43001109535999,284.42807014781,285.85808124317
130,FRA_2019_1,1,5,18,247,5,18,2.222239685511,244.636361714217,246.858601399729
130,FRA_2019_1,1,3,61,240,3,61,-3.78435689246155,244.636361714217,240.852004821756
131,FRA_2019_1,1,9,49,287,9,49,0.968517277322064,286.119238340463,287.087755617785
131,FRA_2019_1,1,8,42,287,8,42,0.588660818713493,286.119238340463,286.707899159177
133,FRA_2019_1,1,5,79,276,5,79,-1.67023358741159,278.358812433655,276.688578846244
133,FRA_2019_1,1,13,19,282,13,19,2.64386825422963,278.358812433655,281.002680687885
135,FRA_2019_1,1,8,62,295,8,62,3.56935673481911,291.386125570124,294.955482304943
135,FRA_2019_1,1,4,50,295,4,50,3.92500792498305,291.386125570124,295.311133495107
135,FRA_2019_1,1,5,21,282,5,21,-9.48769232511734,291.386125570124,281.898433245006
135,FRA_2019_1,1,3,30,295,3,30,3.94654812709234,291.386125570124,295.332673697216
1377,FRA_2019_1,1,6,12,240,6,12,1.96487074517978,237.72861813887,239.69348888405
1377,FRA_2019_1,1,7,85,233,7,85,-4.04641413086281,237.72861813887,233.682204008008
140,FRA_2019_1,1,3,23,261,3,23,0.68246331164346,260.534341579656,261.216804891299
140,FRA_2019_1,1,12,49,260,12,49,-1.04913560362263,260.534341579656,259.485205976033
141,FRA_2019_1,1,8,84,254,8,84,-0.781950397688974,255.011642139098,254.229691741409
143,FRA_2019_1,1,14,4,219,14,4,-5.47835035374541,222.789805161791,217.311454808045
143,FRA_2019_1,1,9,47,225,9,47,2.27348638517634,222.789805161791,225.063291546967
1446,FRA_2019_1,1,3,48,282,3,48,0.88202158032027,281.750437115169,282.632458695489
1446,FRA_2019_1,1,7,37,282,7,37,0.346645519129197,281.750437115169,282.097082634298
1448,FRA_2019_1,1,7,71,225,7,71,-2.7902081256596,228.304229255368,225.514021129709
1478,FRA_2019_1,1,6,17,219,6,17,-4.77112015087732,223.532657017841,218.761536866963
1478,FRA_2019_1,1,10,75,225,10,75,1.62211475562413,223.532657017841,225.154771773465
1481,FRA_2019_1,1,11,23,295,11,23,-2.58514045633649,297.070581736606,294.485441280269
1481,FRA_2019_1,1,10,67,302,10,67,4.96580228337507,297.070581736606,302.036384019981
149,FRA_2019_1,1,5,27,277,5,27,4.22173061496085,272.754929359517,276.976659974478
149,FRA_2019_1,1,11,57,269,11,57,-3.66947863838283,272.754929359517,269.085450721135
15,FRA_2019_1,1,8,73,282,8,73,21.2038793374317,260.889427152819,282.09330649025
15,FRA_2019_1,1,11,15,240,11,15,-21.5438510519533,260.889427152819,239.345576100865
152,FRA_2019_1,1,8,58,254,8,58,6.28491705881024,247.62038713901,253.90530419782
152,FRA_2019_1,1,9,42,240,9,42,-7.62265116486333,247.62038713901,239.997735974146
163,FRA_2019_1,1,2,35,261,2,35,0.536287576480333,260.777523074683,261.313810651163
163,FRA_2019_1,1,8,57,260,8,57,-0.884673892247463,260.777523074683,259.892849182436
17,FRA_2019_1,1,7,24,282,7,24,1.15568937353657,280.779921115104,281.93561048864
170,FRA_2019_1,1,5,49,295,5,49,11.6281687491019,283.648400686717,295.276569435819
170,FRA_2019_1,1,14,7,275,14,7,-10.2567847183439,283.648400686717,273.391615968373
173,FRA_2019_1,1,7,23,275,7,23,3.10980247935612,271.816373927377,274.926176406733
173,FRA_2019_1,1,6,51,269,6,51,-2.62812496118499,271.816373927377,269.188248966192
1870,FRA_2019_1,1,5,61,253,5,61,-0.365047396070082,253.808146061147,253.443098665077
1870,FRA_2019_1,1,12,40,254,12,40,-0.507399610543729,253.808146061147,253.300746450603
1872,FRA_2019_1,1,12,31,219,12,31,-2.6139985505981,220.725451746598,218.111453196
1872,FRA_2019_1,1,1,63,219,1,63,-0.746093995046863,220.725451746598,219.979357751551
1887,FRA_2019_1,1,11,72,213,11,72,-1.60709186066995,214.958750681727,213.351658821057
1887,FRA_2019_1,1,6,18,213,6,18,-2.18662643632834,214.958750681727,212.772124245399
1889,FRA_2019_1,1,12,80,213,12,80,-1.65703240429824,214.794093231576,213.137060827278
1889,FRA_2019_1,1,9,16,213,9,16,-2.14906727153985,214.794093231576,212.645025960036
1893,FRA_2019_1,1,10,16,240,10,16,8.4411904288184,230.820412919816,239.261603348635
1893,FRA_2019_1,1,4,81,219,4,81,-11.0421947064257,230.820412919816,219.778218213391
1900,FRA_2019_1,1,8,76,260,8,76,-0.461078132247565,260.592628150976,260.131550018729
1900,FRA_2019_1,1,5,6,261,5,6,0.0987886855028819,260.592628150976,260.691416836479
1901,FRA_2019_1,1,2,41,219,2,41,-1.54442482160039,220.972520769923,219.428095948322
1901,FRA_2019_1,1,7,44,219,7,44,-1.79708942604157,220.972520769923,219.175431343881
1910,FRA_2019_1,1,1,55,253,1,55,-2.66877603719749,256.48104875903,253.812272721833
1910,FRA_2019_1,1,14,10,260,14,10,1.99731733006814,256.48104875903,258.478366089098
192,FRA_2019_1,1,12,25,275,12,25,-1.42806108898765,275.412500825973,273.984439736985
192,FRA_2019_1,1,6,83,277,6,83,2.18014853665363,275.412500825973,277.592649362626
1935,FRA_2019_1,1,2,72,276,2,72,0.810635641232068,276.191121397128,277.00175703836
1951,FRA_2019_1,1,4,7,276,4,7,0.632860855124704,275.031604317009,275.664465172134
1951,FRA_2019_1,1,11,59,275,11,59,0.0905851677424607,275.031604317009,275.122189484752
1952,FRA_2019_1,1,3,73,267,3,73,-3.94756761630077,272.000242823385,268.052675207085
1952,FRA_2019_1,1,1,37,276,1,37,4.44307111353447,272.000242823385,276.44331393692
1962,FRA_2019_1,1,7,45,302,7,45,1.83552541652296,300.356651642843,302.192177059366
1962,FRA_2019_1,1,12,33,302,12,33,0.792231676261167,300.356651642843,301.148883319104
197,FRA_2019_1,1,13,39,275,13,39,-0.890885283925798,275.395167056569,274.504281772643
197,FRA_2019_1,1,1,66,276,1,66,1.64166932281387,275.395167056569,277.036836379383
1985,FRA_2019_1,1,1,28,219,1,28,2.076468129381,217.179801455779,219.25626958516
1985,FRA_2019_1,1,7,68,211,7,68,-5.70317502768543,217.179801455779,211.476626428094
1988,FRA_2019_1,1,11,80,213,11,80,-0.466674277473118,213.957962646269,213.491288368796
1988,FRA_2019_1,1,9,9,211,9,9,-3.40229804412991,213.957962646269,210.555664602139
1989,FRA_2019_1,1,12,51,260,12,51,2.65875626671823,256.871455244241,259.530211510959
1989,FRA_2019_1,1,11,28,254,11,28,-3.30085844858661,256.871455244241,253.570596795654
1991,FRA_2019_1,1,10,56,211,10,56,2.04063019439522,208.831670379972,210.872300574367
1991,FRA_2019_1,1,14,12,204,14,12,-6.29507287602363,208.831670379972,202.536597503948
1997,FRA_2019_1,1,10,86,219,10,86,-5.61799894100705,224.941873278749,219.323874337742
1997,FRA_2019_1,1,11,68,233,11,68,8.33916664036639,224.941873278749,233.281039919115
1997,FRA_2019_1,1,4,41,219,4,41,-5.76420740416236,224.941873278749,219.177665874587
2,FRA_2019_1,1,8,1,295,8,1,0.455580420660908,293.741372544463,294.196952965124
2,FRA_2019_1,1,5,59,295,5,59,1.67474229201861,293.741372544463,295.416114836481
200,FRA_2019_1,1,6,69,277,6,69,0.948239906401113,276.468611165435,277.416851071836
200,FRA_2019_1,1,2,37,276,2,37,-0.116738486291808,276.468611165435,276.351872679143
2003,FRA_2019_1,1,13,4,219,13,4,-2.30915474221658,219.945464795158,217.636310052942
2003,FRA_2019_1,1,10,54,219,10,54,-1.10958874164467,219.945464795158,218.835876053514
2013,FRA_2019_1,1,1,14,233,1,14,-4.67819678409958,237.649746325781,232.971549541681
2013,FRA_2019_1,1,9,60,240,9,60,2.59072265069304,237.649746325781,240.240468976474
202,FRA_2019_1,1,9,80,274,9,80,-7.93631022491132,282.440419174638,274.504108949727
202,FRA_2019_1,1,11,39,275,11,39,-7.66846796095388,282.440419174638,274.771951213684
202,FRA_2019_1,1,7,59,295,7,59,12.9263866005315,282.440419174638,295.36680577517
202,FRA_2019_1,1,8,17,287,8,17,3.95894172598707,282.440419174638,286.399360900625
2024,FRA_2019_1,1,6,71,247,6,71,2.90500240238683,244.537015925005,247.442018327392
2024,FRA_2019_1,1,7,34,240,7,34,-4.47458989295495,244.537015925005,240.06242603205
2026,FRA_2019_1,1,5,15,219,5,15,-1.95416719491038,220.771945619938,218.817778425028
2026,FRA_2019_1,1,11,73,219,11,73,-1.40242925469386,220.771945619938,219.369516365244
203,FRA_2019_1,1,11,21,246,11,21,-1.39592862090279,246.846470069492,245.450541448589
204,FRA_2019_1,1,13,37,219,13,37,-2.53514785443409,220.985691185863,218.450543331429
204,FRA_2019_1,1,1,73,219,1,73,-0.805376046830986,220.985691185863,220.180315139032
2046,FRA_2019_1,1,4,83,276,4,83,4.63797427631869,272.168668995304,276.806643271622
2046,FRA_2019_1,1,10,1,269,10,1,-4.12980601208517,272.168668995304,268.038862983219
2050,FRA_2019_1,1,4,31,287,4,31,5.71576532508192,281.311116225782,287.026881550864
2050,FRA_2019_1,1,4,82,276,4,82,-4.52013285818998,281.311116225782,276.790983367592
2055,FRA_2019_1,1,8,52,204,8,52,-4.30627367559308,208.142380486187,203.836106810594
206,FRA_2019_1,1,8,26,254,8,26,-16.4173112132473,269.922964214314,253.505653001067
206,FRA_2019_1,1,9,44,287,9,44,17.0931843655426,269.922964214314,287.016148579857
206,FRA_2019_1,1,9,86,269,9,86,-0.336570139098001,269.922964214314,269.586394075216
2061,FRA_2019_1,1,13,48,275,13,48,3.78013155509171,270.942211015493,274.722342570585
2061,FRA_2019_1,1,8,32,268,8,32,-3.36418651467739,270.942211015493,267.578024500816
2071,FRA_2019_1,1,7,28,274,7,28,2.55255632625648,271.431536839265,273.984093165522
2071,FRA_2019_1,1,9,67,269,9,67,-2.09981654382136,271.431536839265,269.331720295444
216,FRA_2019_1,1,9,19,302,9,19,7.81351428705722,293.875021144029,301.688535431087
216,FRA_2019_1,1,3,82,287,3,82,-5.67314189887924,293.875021144029,288.20187924515
241,FRA_2019_1,1,8,60,233,8,60,-1.12928970106697,234.062977119739,232.933687418672
241,FRA_2019_1,1,9,30,233,9,30,-1.22789071230872,234.062977119739,232.835086407431
2410,FRA_2019_1,1,6,16,261,6,16,-3.78055122061909,264.5221916916,260.741640470981
2410,FRA_2019_1,1,3,84,267,3,84,3.71374439446282,264.5221916916,268.235936086063
2422,FRA_2019_1,1,11,58,269,11,58,-1.97068289735336,271.073814150074,269.10313125272
2422,FRA_2019_1,1,9,3,274,9,3,2.39652380500178,271.073814150074,273.470337955075
2443,FRA_2019_1,1,14,66,211,14,66,-1.30388338458462,212.413231720056,211.109348335471
2443,FRA_2019_1,1,12,13,211,12,13,-2.68124462134861,212.413231720056,209.731987098707
249,FRA_2019_1,1,1,20,276,1,20,8.05739121803231,268.034777733476,276.092168951509
249,FRA_2019_1,1,2,63,253,2,63,-14.1962454190091,268.034777733476,253.838532314467
249,FRA_2019_1,1,10,52,275,10,52,6.77933559545403,268.034777733476,274.81411332893
249,FRA_2019_1,1,8,33,268,8,33,-0.443160126517114,268.034777733476,267.591617606959
25,FRA_2019_1,1,6,77,192,6,77,-1.1745902185101,193.691950270798,192.517360052288
25,FRA_2019_1,1,2,6,192,2,6,-1.91726136269469,193.691950270798,191.774688908104
25,FRA_2019_1,1,3,24,192,3,24,-1.46122764700428,193.691950270798,192.230722623794
25,FRA_2019_1,1,2,64,192,2,64,-0.839791201584887,193.691950270798,192.852159069213
26,FRA_2019_1,1,14,41,213,14,41,-2.22875242096623,214.612257176149,212.383504755183
26,FRA_2019_1,1,10,66,213,10,66,-1.5910203749572,214.612257176149,213.021236801192
261,FRA_2019_1,1,13,5,219,13,5,-2.90147513937609,220.554734351383,217.653259212007
261,FRA_2019_1,1,3,75,219,3,75,-0.47145446127422,220.554734351383,220.083279890109
262,FRA_2019_1,1,5,86,219,5,86,-2.83787674913336,222.621683016727,219.783806267594
262,FRA_2019_1,1,7,40,225,7,40,2.51392161611278,222.621683016727,225.13560463284
262,FRA_2019_1,1,5,82,219,5,82,-2.8935507413195,222.621683016727,219.728132275408
2625,FRA_2019_1,1,2,74,295,2,74,1.81126913300159,294.225280155696,296.036549288697
2625,FRA_2019_1,1,9,11,295,9,11,0.355440900460223,294.225280155696,294.580721056156
2651,FRA_2019_1,1,2,3,213,2,3,-1.97102097060821,214.687956227604,212.716935256995
2651,FRA_2019_1,1,12,66,213,12,66,-1.84305965266938,214.687956227604,212.844896574934
2652,FRA_2019_1,1,4,68,225,4,68,-8.40942084903767,233.991186274638,225.5817654256
2652,FRA_2019_1,1,1,17,240,1,17,6.04684213968682,233.991186274638,240.038028414325
2653,FRA_2019_1,1,10,50,269,10,50,4.7195278680951,264.059776000058,268.779303868153
2653,FRA_2019_1,1,11,9,260,11,9,-4.82110593510981,264.059776000058,259.238670064948
267,FRA_2019_1,1,9,54,233,9,54,-4.46561560615726,237.619281329344,233.153665723187
267,FRA_2019_1,1,6,36,240,6,36,2.37585066439738,237.619281329344,239.995131993741
2670,FRA_2019_1,1,7,62,225,7,62,1.92537396406229,223.477110505066,225.402484469128
2670,FRA_2019_1,1,11,18,219,11,18,-5.078556166482,223.477110505066,218.398554338584
2671,FRA_2019_1,1,10,30,260,10,30,-4.99894138477254,264.474785753256,259.475844368484
2671,FRA_2019_1,1,6,68,269,6,68,4.92856988005855,264.474785753256,269.403355633315
270,FRA_2019_1,1,3,2,211,3,2,-2.2865373337246,213.14882903688,210.862291703155
270,FRA_2019_1,1,6,76,211,6,76,-1.64327760229037,213.14882903688,211.50555143459
2720,FRA_2019_1,1,14,54,254,14,54,-4.1134816677075,257.86967068293,253.756189015222
2720,FRA_2019_1,1,3,35,261,3,35,3.54644006462536,257.86967068293,261.416110747555
2722,FRA_2019_1,1,9,50,219,9,50,-4.00945775534959,223.113460021076,219.104002265726
2722,FRA_2019_1,1,12,23,225,12,23,0.828930938985565,223.113460021076,223.942390960062
2732,FRA_2019_1,1,6,38,253,6,38,5.48117142804998,247.541925744392,253.023097172441
2732,FRA_2019_1,1,4,77,240,4,77,-6.82480542050413,247.541925744392,240.717120323887
2762,FRA_2019_1,1,11,64,287,11,64,6.10275624401777,281.106354081435,287.209110325453
2762,FRA_2019_1,1,3,21,276,3,21,-4.92252081915899,281.106354081435,276.183833262276
2779,FRA_2019_1,1,2,12,276,2,12,-2.91664196624834,278.803637640634,275.886995674386
2779,FRA_2019_1,1,4,78,282,4,78,3.92372516151028,278.803637640634,282.727362802145
2784,FRA_2019_1,1,1,58,287,1,58,-1.53889396801543,289.41111531922,287.872221351205
2784,FRA_2019_1,1,1,11,295,1,11,5.49958262907768,289.41111531922,294.910697948298
2784,FRA_2019_1,1,8,86,287,8,86,-2.1559786378096,289.41111531922,287.25513668141
2785,FRA_2019_1,1,12,41,295,12,41,-2.363755853616,296.685648287148,294.321892433532
2785,FRA_2019_1,1,12,45,302,12,45,4.71547269905051,296.685648287148,301.401120986198
2794,FRA_2019_1,1,11,40,254,11,40,-3.63324217242729,257.420723394796,253.787481222369
2794,FRA_2019_1,1,11,78,260,11,78,3.03244208196332,257.420723394796,260.453165476759
2796,FRA_2019_1,1,11,42,219,11,42,-8.7559417812322,227.578059800262,218.82211801903
2796,FRA_2019_1,1,6,75,233,6,75,5.91112951153295,227.578059800262,233.489189311795
2802,FRA_2019_1,1,8,81,282,8,81,1.36609634624114,280.827868937791,282.193965284032
2802,FRA_2019_1,1,12,8,282,12,8,-0.206801547278474,280.827868937791,280.621067390513
2809,FRA_2019_1,1,4,59,276,4,59,4.77737132152447,271.669418984215,276.446790305739
2809,FRA_2019_1,1,3,32,267,3,32,-4.3067440462782,271.669418984215,267.362674937937
2810,FRA_2019_1,1,2,4,287,2,4,0.618212875496624,286.128000628366,286.746213503862
2810,FRA_2019_1,1,10,69,287,10,69,0.939624098748425,286.128000628366,287.067624727114
2813,FRA_2019_1,1,2,75,295,2,75,1.79793658989269,294.256854422885,296.054791012778
2813,FRA_2019_1,1,11,31,295,11,31,0.371147663279771,294.256854422885,294.628002086165
2817,FRA_2019_1,1,2,77,267,2,77,3.99111183802859,264.103662464456,268.094774302485
2817,FRA_2019_1,1,9,43,260,9,43,-4.08938987251372,264.103662464456,260.014272591942
2820,FRA_2019_1,1,9,84,295,9,84,1.70787169024356,293.851194688452,295.559066378695
2820,FRA_2019_1,1,12,39,295,12,39,0.430709073124206,293.851194688452,294.281903761576
2823,FRA_2019_1,1,10,60,269,10,60,0.24634241145111,268.686699994753,268.933042406204
2827,FRA_2019_1,1,6,19,233,6,19,-1.62707233476786,234.409999428459,232.782927093691
2827,FRA_2019_1,1,3,52,233,3,52,-0.704013816453568,234.409999428459,233.705985612005
2830,FRA_2019_1,1,9,28,240,9,28,-4.16865814417844,243.974850837399,239.806192693221
2830,FRA_2019_1,1,9,82,246,9,82,2.55679878001186,243.974850837399,246.531649617411
2831,FRA_2019_1,1,3,9,253,3,9,-1.19425896599833,254.177790070394,252.983531104395
2831,FRA_2019_1,1,11,82,254,11,82,0.349607255072556,254.177790070394,254.527397325466
2836,FRA_2019_1,1,1,31,213,1,31,-2.41816848920956,215.740185077623,213.322016588413
2836,FRA_2019_1,1,1,85,213,1,85,-1.31679002932285,215.740185077623,214.4233950483
2847,FRA_2019_1,1,13,83,269,13,83,0.292630857191568,269.302280661978,269.59491151917
2848,FRA_2019_1,1,7,67,254,7,67,-3.54528579345316,258.009525884581,254.464240091128
2848,FRA_2019_1,1,3,10,261,3,10,2.9887605698778,258.009525884581,260.998286454459
2849,FRA_2019_1,1,2,47,295,2,47,1.29474103569396,294.24242178634,295.537162822034
2849,FRA_2019_1,1,5,37,295,5,37,0.873257958715328,294.24242178634,295.115679745055
2850,FRA_2019_1,1,3,18,276,3,18,0.158555865155222,275.976182591884,276.134738457039
2850,FRA_2019_1,1,2,51,276,2,51,0.635917502382768,275.976182591884,276.612100094267
2855,FRA_2019_1,1,3,43,225,3,43,-5.10018600933697,230.6552064395,225.555020430163
2855,FRA_2019_1,1,11,60,233,11,60,2.48675906869431,230.6552064395,233.141965508195
2856,FRA_2019_1,1,14,45,254,14,45,-0.833318641947869,254.328506259956,253.495187618008
286,FRA_2019_1,1,12,2,219,12,2,-2.41123894122751,219.909304344313,217.498065403085
286,FRA_2019_1,1,13,55,219,13,55,-1.01022361936234,219.909304344313,218.899080724951
2862,FRA_2019_1,1,10,36,274,10,36,2.24188667416087,271.322570822882,273.564457497043
2862,FRA_2019_1,1,6,78,269,6,78,-1.79734056609726,271.322570822882,269.525230256785
2865,FRA_2019_1,1,14,64,233,14,64,2.61895345831886,230.43115104228,233.050104500599
2865,FRA_2019_1,1,2,28,225,2,28,-5.24922819267817,230.43115104228,225.181922849602
2872,FRA_2019_1,1,14,78,287,14,78,0.792576614865936,286.661550596335,287.454127211201
2872,FRA_2019_1,1,3,38,287,3,38,0.805380525682779,286.661550596335,287.466931122018
29,FRA_2019_1,1,11,56,213,11,56,-1.44236360312934,214.5133594523,213.070995849171
29,FRA_2019_1,1,10,7,213,10,7,-2.38484578424078,214.5133594523,212.128513668059
290,FRA_2019_1,1,13,60,240,13,60,-1.77533195970199,241.800861890003,240.025529930301
2902,FRA_2019_1,1,6,32,295,6,32,20.6012351011633,274.341971799949,294.943206901112
2902,FRA_2019_1,1,9,73,254,9,73,-19.9296458357394,274.341971799949,254.41232596421
2908,FRA_2019_1,1,8,43,204,8,43,-4.3141493313754,208.037643734642,203.723494403267
2936,FRA_2019_1,1,6,43,219,6,43,-1.87223051005878,220.963112069714,219.090881559655
2936,FRA_2019_1,1,5,65,219,5,65,-1.46999122261681,220.963112069714,219.493120847097
2971,FRA_2019_1,1,6,64,277,6,64,1.5847972353688,275.766729169143,277.351526404512
2971,FRA_2019_1,1,7,26,275,7,26,-0.806073669456566,275.766729169143,274.960655499687
2974,FRA_2019_1,1,2,58,225,2,58,-2.77434163453611,228.515234508103,225.740892873567
2975,FRA_2019_1,1,5,60,267,5,60,-0.420390411643552,267.85222952123,267.431839109586
2975,FRA_2019_1,1,8,22,269,8,22,0.603985009050462,267.85222952123,268.45621453028
2979,FRA_2019_1,1,4,65,261,4,65,-3.53453041337917,265.066720373625,261.532189960246
2979,FRA_2019_1,1,4,1,269,4,1,3.50866929538745,265.066720373625,268.575389669013
2990,FRA_2019_1,1,7,80,268,7,80,-2.09259492515292,270.714096715559,268.621501790406
2990,FRA_2019_1,1,8,2,274,8,2,2.49138696360217,270.714096715559,273.205483679162
2992,FRA_2019_1,1,6,39,240,6,39,-7.66145145733401,247.701445768485,240.039994311151
2992,FRA_2019_1,1,12,75,254,12,75,6.329812536156,247.701445768485,254.031258304641
2997,FRA_2019_1,1,12,17,302,12,17,2.4763881927758,298.343627291459,300.820015484235
30,FRA_2019_1,1,4,23,225,4,23,-1.69107208556102,226.596615356935,224.905543271374
30,FRA_2019_1,1,13,74,225,13,74,-1.22753967181089,226.596615356935,225.369075685124
3010,FRA_2019_1,1,13,29,302,13,29,10.6059667519648,290.645678679683,301.251645431647
3010,FRA_2019_1,1,14,60,282,14,60,-8.70842402267203,290.645678679683,281.937254657011
3013,FRA_2019_1,1,6,4,253,6,4,-20.9989116293965,273.598868417473,252.599956788076
3013,FRA_2019_1,1,4,44,295,4,44,21.6146234080328,273.598868417473,295.213491825506
3026,FRA_2019_1,1,2,52,240,2,52,-5.803490430788,246.438545698406,240.635055267618
3026,FRA_2019_1,1,13,2,246,13,2,-1.861992582223,246.438545698406,244.576553116183
3026,FRA_2019_1,1,13,6,254,13,6,6.238880613475,246.438545698406,252.677426311881
3042,FRA_2019_1,1,8,23,246,8,23,-5.05054776191375,250.521054968126,245.470507206212
3042,FRA_2019_1,1,7,66,254,7,66,3.9309287016516,250.521054968126,254.451983669777
3062,FRA_2019_1,1,5,76,213,5,76,-1.22435980562565,214.872841780184,213.648481974558
3062,FRA_2019_1,1,10,18,213,10,18,-2.5758183913332,214.872841780184,212.29702338885
308,FRA_2019_1,1,2,55,219,2,55,-1.27878851348083,220.965430931416,219.686642417935
308,FRA_2019_1,1,7,21,219,7,21,-2.06325885292677,220.965430931416,218.902172078489
3148,FRA_2019_1,1,7,53,240,7,53,-1.756745649225,242.048037469602,240.291291820377
3160,FRA_2019_1,1,13,78,246,13,78,-6.89817292580187,253.364531822212,246.46635889641
3160,FRA_2019_1,1,8,14,260,8,14,5.99236844920591,253.364531822212,259.356900271417
317,FRA_2019_1,1,1,27,287,1,27,3.03666944904279,284.199301477912,287.235970926955
317,FRA_2019_1,1,7,76,282,7,76,-1.6238605608454,284.199301477912,282.575440917067
3170,FRA_2019_1,1,8,70,219,8,70,-4.27807583735756,223.334056608158,219.0559807708
3170,FRA_2019_1,1,9,1,225,9,1,1.11413673028213,223.334056608158,224.44819333844
3172,FRA_2019_1,1,13,34,219,13,34,-2.12039847037798,220.49833713379,218.377938663412
3172,FRA_2019_1,1,12,85,219,12,85,-1.2567719059912,220.49833713379,219.241565227798
3173,FRA_2019_1,1,13,52,233,13,52,-10.1901072790403,243.018639582406,232.828532303366
3173,FRA_2019_1,1,2,49,261,2,49,18.553317961173,243.018639582406,261.571957543579
3173,FRA_2019_1,1,9,40,233,9,40,-10.0469721302185,243.018639582406,232.971667452188
3190,FRA_2019_1,1,9,27,260,9,27,-3.955639568415,263.748598313429,259.792958745014
3190,FRA_2019_1,1,1,44,267,1,44,3.83066256730473,263.748598313429,267.579260880733
32,FRA_2019_1,1,9,71,219,9,71,-14.0865519645664,233.472707746245,219.386155781678
32,FRA_2019_1,1,4,24,219,4,24,-14.5549354576924,233.472707746245,218.917772288552
32,FRA_2019_1,1,13,9,254,13,9,19.2822447031705,233.472707746245,252.754952449415
32,FRA_2019_1,1,4,58,240,4,58,6.95767713684285,233.472707746245,240.430384883088
321,FRA_2019_1,1,12,42,282,12,42,3.81772671307272,277.524281895187,281.34200860826
321,FRA_2019_1,1,13,44,275,13,44,-2.90684437686883,277.524281895187,274.617437518318
323,FRA_2019_1,1,14,74,287,14,74,3.44248110532544,283.897464324758,287.339945430084
323,FRA_2019_1,1,4,19,282,4,19,-2.05236879197366,283.897464324758,281.845095532784
324,FRA_2019_1,1,11,66,233,11,66,-4.25097959043828,237.496481239401,233.245501648962
